"Service_ID","Community_ID","ServiceName","ServiceType","ProviderName","Address","Contact","OperatingHours","Capacity","Specialties","InsuranceAccepted","QualityRating","Accessibility","EmergencyServices","AverageWaitTime","PatientSatisfactionScore","Accreditation","Website"
"1661","5.0","HfuujlVkCOymTyphlxhz","Healthcare","RSJhdKhiQxuXyLe","1318 SGlnCtqmaENwChj St.","+1-839-976-9382","Mon-Fri 7AM - 5PM, Sat Closed, Sun Closed","64","zawGAmkPdbBTHUCVDLYSrdhQALVlzg","No","2","Average","No","32 minutes","6","Accredited","http://tcynsjamj.com"
"1662","6.0","FJweIDVxiytrjzRQbeYW","Social","lLvkPLZBdoJZtLo","9588 bwJaREvWepyveWX St.","+1-721-547-9597","Mon-Fri 6AM - 11PM, Sat Closed, Sun 6AM - 11PM","95","vgAMOCqBwzeVUtUXSidmIzVuMmYxhp","No","1","Poor","Yes","32 minutes","4","Not Accredited","http://dfpmsaxqdy.com"
"1663","8.0","xLavYJehYTHNppCBagXM","Healthcare","uEpQvMppsZALrJe","3846 umtotUvbIaUDGGL St.","+1-952-812-5375","Mon-Fri 8AM - 6PM, Sat 8AM - 6PM, Sun 8AM - 6PM","98","AhahNNbvxnvjGsKxQrbirWTuCbkcgu","No","1","Average","No","72 minutes","10","Not Accredited","http://tbvczbj.com"
"1664","8.0","wZnAKxRAmzHmyRBDKVQp","Healthcare","VcYSDVNjSDzrZkK","3269 VByxaRfMWlAQDzM St.","+1-621-882-2054","Mon-Fri Closed, Sat Closed, Sun 8AM - 6PM","16","ShQfXnlAJnVltfkCUTmgfCIKUdsaDk","No","2","Good","Yes","31 minutes","3","Not Accredited","http://xgctwimnk.com"
"1665","28.0","SZlARHhERKnrXjNKQDzg","Healthcare","umJbruzCjgswkmc","4778 WjrdcJVCTIoGHke St.","+1-308-465-9554","Mon-Fri Closed, Sat Closed, Sun Closed","50","NfairYQfOzpSQLjeBCJNsmCeJzdizX","Yes","5","Average","Yes","109 minutes","5","Not Accredited","http://nicjrmbbb.com"
"1666","8.0","MxqTQnvqcWEfreCJRVPH","Education","rHtlSDZlNJsBgTl","630 fCGacEbZNIybrEO St.","+1-272-724-8806","Mon-Fri Closed, Sat Closed, Sun Closed","63","IBJszvFgqidJudpYISzLoBPEgvuzQu","No","3","Good","No","36 minutes","5","Not Accredited","http://vmabofzyf.com"
"1667","8.0","beBFWCxsazujiTwSZwbG","Education","wNWNLVrqLRdnDNv","3603 UdPwhYhDgjLYokL St.","+1-809-424-9517","Mon-Fri 8AM - 7PM, Sat 8AM - 7PM, Sun 8AM - 7PM","48","FDXqCmVpnmmpiiTLGjxqfgGddMRDCY","No","2","Average","No","22 minutes","2","Accredited","http://hnyglb.com"
"1668","6.0","vYtymrRPljWIExEWygYt","Education","ZNdcJAcmOhQfXTs","9585 rZOQdQPUyNATJxp St.","+1-785-389-6756","Mon-Fri 8AM - 11PM, Sat Closed, Sun 8AM - 11PM","4","bBnpzbUGqRlpbZoqjYcFvJDEpuJenB","Yes","3","Good","No","66 minutes","3","Accredited","http://yfjvwf.com"
"1669","8.0","MXAMrDQGStipNwZzxBqS","Education","FLBoINtyyFCXRvZ","5703 rhMJktvAilHfHay St.","+1-520-976-7722","Mon-Fri 8AM - 11PM, Sat Closed, Sun 8AM - 11PM","61","CLOfkEwVEzkAMPxijDcYLWCzjwctPU","Yes","5","Average","Yes","120 minutes","4","Accredited","http://wrzulnu.com"
"1670","7.0","RvPaheQDKZZYJmjyySlU","Education","MvvdjmJDbZrNogK","7208 AJxRwAKCpLAIhYx St.","+1-422-750-7218","Mon-Fri Closed, Sat Closed, Sun 7AM - 10PM","44","zStDPLZlSBiBYEShvkCrDoGqIYVPXI","Yes","3","Average","Yes","47 minutes","7","Accredited","http://dfhir.com"
"1671","13.0","CxIsVGgLgZFVtcacVwKt","Recreation","oMZYylcyjFNZCDF","7570 OAmbldXikfmYWxe St.","+1-255-836-7108","Mon-Fri Closed, Sat Closed, Sun 7AM - 5PM","98","eGurozUlgOyecMHiIKbUlzGhNXpfKz","Yes","2","Good","No","83 minutes","6","Not Accredited","http://zcfng.com"
"1672","28.0","gTYRRhxaqyaDYZcICYmz","Social","fXfyiIcsVTkFvIZ","5361 nYVOSWxtJqXdfQB St.","+1-929-548-7397","Mon-Fri 9AM - 7PM, Sat Closed, Sun 9AM - 7PM","18","EymroIlwCGUkXGmFSbGmFTNtEGgENB","Yes","4","Poor","Yes","59 minutes","4","Accredited","http://vwznlgs.com"
"1673","24.0","xyaETarcEDaOQbqVaATP","Social","laEnmtBthiYVQzU","4683 EXZRBCwBCNxBLhd St.","+1-343-331-6687","Mon-Fri Closed, Sat 8AM - 5PM, Sun Closed","92","RupriUcQXrehEoYNVggOGjmbtyxSPI","No","3","Average","Yes","88 minutes","2","Accredited","http://kxtxakpgtx.com"
"1674","6.0","RCXfvpBqqMhiaelVULbW","Recreation","lxuXXLgfmYFZoCa","8431 pLeRQBQzuGjbzJI St.","+1-251-788-5284","Mon-Fri Closed, Sat Closed, Sun 7AM - 9PM","16","EWmWtJBSuZganhHmtmCozbUIaaQKTi","No","3","Poor","No","81 minutes","2","Accredited","http://ezlqwrmdvs.com"
"1675","62.0","nvyGfdQObhkMqWczGlji","Healthcare","mHihORITstYvMjs","696 gGOpVQQoWoNvxSB St.","+1-600-721-1508","Mon-Fri 9AM - 9PM, Sat 9AM - 9PM, Sun Closed","11","ISFoxuOIcruPhjjSBUVdXltsIhvnaf","No","3","Poor","No","12 minutes","4","Not Accredited","http://vdobpieyir.com"
"1676","28.0","uILMZaNRJLdzVFsOUJaQ","Recreation","CllPZOIlAeLhWJD","2958 csdsHTRKbpNDTeR St.","+1-450-976-4798","Mon-Fri 9AM - 5PM, Sat Closed, Sun Closed","16","qoqPjlQmImKWqLnXJnARhMwjvMMIdW","Yes","3","Average","No","25 minutes","10","Not Accredited","http://twnuwskbz.com"
"1677","55.0","UmcgRNBDzviTDemzQQuv","Education","fHkHIErlzktOrpw","843 PrQlNarBmhQPOla St.","+1-468-363-2210","Mon-Fri 7AM - 11PM, Sat Closed, Sun Closed","2","SxzJzliATvqpKQZjnuieeJFqyJdQJY","No","2","Average","Yes","58 minutes","8","Not Accredited","http://adksxqc.com"
"1678","7.0","ykqoLUoBJMHflneNHska","Recreation","aTDKmArTCeWZjPy","2159 FKQklczOPGbxkFe St.","+1-954-884-7031","Mon-Fri 8AM - 7PM, Sat 8AM - 7PM, Sun 8AM - 7PM","41","qjVMgEuLpebkdElPfvfZifcLKOfUAg","No","5","Average","No","14 minutes","8","Not Accredited","http://fjbohjmg.com"
"1679","68.0","QUcQIZLBYUHylefMlHXO","Healthcare","YYiHJPorvTyGBDK","4809 IsGEyIthWRMSGNd St.","+1-731-533-6407","Mon-Fri 6AM - 8PM, Sat Closed, Sun Closed","88","DIlFXeDIUWaNWEMbIquhiAVvMcEjUI","No","3","Good","Yes","70 minutes","7","Accredited","http://gwnfzeygov.com"
"1680","8.0","KXoXnTwUQFChZpcVZCpt","Healthcare","dzTVMVgFpzozBIH","6186 VjWfXBcdkIRXHoi St.","+1-777-285-9208","Mon-Fri 9AM - 7PM, Sat Closed, Sun Closed","59","rGdzljPJkjnyuYQFvzHiBNbTifMmiN","No","1","Good","Yes","22 minutes","10","Not Accredited","http://aosepnxmy.com"
"1681","41.0","FHkwmCDUNHZAQRcKdMpp","Recreation","aJgmJxxaNwPBMVp","404 kKqjTPEhvuiDOOt St.","+1-769-695-5118","Mon-Fri 9AM - 6PM, Sat 9AM - 6PM, Sun 9AM - 6PM","35","ciHCrKABnbFfgFfPSgTuXPcBFJeCDQ","No","3","Average","Yes","49 minutes","8","Accredited","http://voanz.com"
"1682","8.0","spBaPBvmcBrPWsgflsLU","Recreation","FbXyOjemtlTaXgz","7827 mxURReXhJXQTOaL St.","+1-701-381-7571","Mon-Fri Closed, Sat Closed, Sun 8AM - 9PM","73","PyvYtfzZDlcNUbxwmGSQHrIPdZvtge","Yes","2","Good","No","118 minutes","8","Accredited","http://qitrbcm.com"
"1683","8.0","LbDahvXgdrGABzLoDFTh","Healthcare","zicQnbSOjfnhpHt","5541 fHwGWgUpiparGMi St.","+1-386-793-2892","Mon-Fri Closed, Sat Closed, Sun 8AM - 5PM","25","LEVejFygzFoEmtAwHlhcNINxasooEH","Yes","2","Poor","Yes","114 minutes","8","Accredited","http://rojbpya.com"
"1684","32.0","HhUWnjMudXDWxsrIQVSa","Recreation","ZBMBsgjFKJjLjpK","7608 tsOqdpnPctMZNXq St.","+1-334-529-6159","Mon-Fri 9AM - 7PM, Sat Closed, Sun 9AM - 7PM","94","rwBQZrxfXuTigYIYbrWEiGFsDtBWlh","No","4","Good","No","35 minutes","1","Accredited","http://osgogdtuw.com"
"1685","8.0","bwTohOYjbQdrMIdfVEFY","Social","vIAHZsCzkIcxPez","6800 ubiFSCBvqLqZvqX St.","+1-291-509-8175","Mon-Fri 8AM - 5PM, Sat 8AM - 5PM, Sun Closed","24","UGJXEirBAWLQgJjCMaLDqUpGGslINh","No","3","Poor","No","74 minutes","8","Accredited","http://iiukb.com"
"1686","2.0","bxTbSTkXQFxwfXoWThrZ","Recreation","MlSVRkZcIjgwbKv","7543 BzYNwpgVIElGraD St.","+1-546-948-6207","Mon-Fri Closed, Sat Closed, Sun Closed","66","WFVYhpeGDWHjyUBIlonabbuXlbAsyF","Yes","3","Good","No","66 minutes","1","Not Accredited","http://jukjvqezpy.com"
"1687","8.0","ZmqNmlHJViHdBNPVaWxL","Social","zdfRYvYdBRXtRpy","7113 xsrCDfMjXinkCIg St.","+1-299-323-5444","Mon-Fri Closed, Sat 7AM - 5PM, Sun Closed","56","gdfbgCyMMvXneuLOGwONBjmYejdhvb","No","3","Average","No","12 minutes","1","Accredited","http://mjyuiec.com"
"1688","8.0","PDSsGvzhDCeyZpQHEhfm","Recreation","vYcOlvleYcvztbh","9054 PXxZHwLgfZvtzAc St.","+1-758-759-1744","Mon-Fri Closed, Sat Closed, Sun 6AM - 10PM","100","JniLQMcNtgVQsnDVOHQCmsJiAPEskg","Yes","1","Poor","No","16 minutes","2","Not Accredited","http://keeggkechp.com"
"1689","32.0","hYGjHbgVYZGsWwBOdoMM","Healthcare","bKAUPcYzTehadgB","4923 UDTZzFYzXOIDbQp St.","+1-678-201-9612","Mon-Fri 8AM - 7PM, Sat 8AM - 7PM, Sun 8AM - 7PM","54","OUKviUODDRBXoRFftsTOxiTIBuRoJN","Yes","5","Poor","Yes","86 minutes","1","Accredited","http://tvdfjt.com"
"1690","6.0","LGOTjZMsfIANXAezBOkR","Recreation","XldkwnWlqkrQIcL","8400 laSqsJPppPGMqNB St.","+1-859-762-5028","Mon-Fri Closed, Sat Closed, Sun Closed","77","YDdUkjANEvaZPjfJCHOSmjMEVrRwKn","No","3","Good","Yes","93 minutes","7","Accredited","http://jksiytsv.com"
"1691","8.0","GdFdlMocLfAnQwBRnhux","Recreation","diLRZnFmNwJyvOV","9510 qFEFbUzovcnhIFd St.","+1-849-291-4770","Mon-Fri Closed, Sat 6AM - 6PM, Sun Closed","3","fqohlvGDNjkQZPjjidYBIDxsiCiFGO","No","4","Average","No","29 minutes","1","Not Accredited","http://zxkoinacj.com"
"1692","8.0","sOhuVLkskUGaWkSopUmb","Recreation","lCjCfCKPHRlXBjh","1763 OJLYCOEflApkhcZ St.","+1-610-977-8293","Mon-Fri 7AM - 7PM, Sat 7AM - 7PM, Sun Closed","80","lzWLWYiVqXSAqmLvCGlNZYBYFhlHJQ","Yes","5","Good","No","94 minutes","9","Not Accredited","http://qbeewlnq.com"
"1693","32.0","DDqePhVFvYMBVHtRhRdM","Healthcare","ZHULOYUQMEIzyaX","6274 JFRGptvhMtPVQig St.","+1-968-291-1272","Mon-Fri 6AM - 8PM, Sat 6AM - 8PM, Sun 6AM - 8PM","16","AwyLilDVGPOplHjNqNQjNsqNMMiMdo","No","4","Average","Yes","116 minutes","7","Not Accredited","http://lovbclav.com"
"1694","8.0","VgiFpQbLLlUdkuFpMVwh","Education","chgBqoKihOZISUE","8217 YGkLPYOETnzcPEV St.","+1-411-219-7114","Mon-Fri 6AM - 9PM, Sat 6AM - 9PM, Sun 6AM - 9PM","30","usulITmhYtSXEzyEStvjVYHLzIfvXw","No","4","Good","No","118 minutes","2","Accredited","http://nyywqymag.com"
"1695","28.0","LbvsGAfrSPToUVZRRONx","Recreation","tzEsHQwWfJpWFnG","9136 arncSPxpQiDxijh St.","+1-898-836-7518","Mon-Fri 9AM - 5PM, Sat Closed, Sun 9AM - 5PM","59","CdNCmrPsLORwQDTcXRAEdyHYAxmKgl","No","3","Good","No","39 minutes","8","Accredited","http://rbovp.com"
"1696","8.0","pSAkMKXbXXctZeTBfOUF","Education","quQqxPwgxDAQAdp","4491 FDKOsQuWvFQABaO St.","+1-778-855-1981","Mon-Fri Closed, Sat Closed, Sun Closed","46","HSuYALCJFHZnsACQndtzUAcgfZkrZN","Yes","1","Poor","No","59 minutes","1","Not Accredited","http://vdajmeah.com"
"1697","8.0","gULDerhPCbqrTkiKTMjp","Recreation","AfdGolkzkamYutB","8649 rrMQEKxznMKtFSm St.","+1-527-847-9987","Mon-Fri Closed, Sat 8AM - 9PM, Sun Closed","7","DzHEYjBIHOrMZJtzzOLOfvJJTiFBPz","Yes","2","Good","Yes","107 minutes","2","Accredited","http://vfymlgua.com"
"1698","28.0","JyfDeBWULShKAmGAWtRI","Social","JMhKUXPcJcJEyZc","1811 itHCwBLASjDVfpn St.","+1-255-286-4425","Mon-Fri Closed, Sat Closed, Sun 8AM - 6PM","45","ECXVvzyJwEuInQIFuYtekzTVghFIkk","No","5","Average","Yes","47 minutes","6","Not Accredited","http://svwxzxfnj.com"
"1699","49.0","QiYrXthPSwlCBBEbaNpW","Social","mWPSyWbvxIGKsfX","756 vuRWByuktGdHCNp St.","+1-478-625-8001","Mon-Fri 6AM - 7PM, Sat Closed, Sun Closed","80","fQKEBElUwIqArqnWlnpwHDopkdMWlQ","No","2","Poor","Yes","75 minutes","5","Not Accredited","http://lohcso.com"
"1700","8.0","FOFKOOMqGBaOxMvngvCN","Healthcare","AXjKrSKtNAkLaKZ","8818 fCONtELeXoQpBpZ St.","+1-774-652-7294","Mon-Fri Closed, Sat 9AM - 5PM, Sun 9AM - 5PM","69","VauAFwhvTXTNEAKFpIlVXcbjpAFomX","Yes","4","Good","Yes","53 minutes","9","Not Accredited","http://muilddev.com"
"1701","8.0","VzhfVVbDbVOuDjSoazrj","Education","XcFnvjfvNgdgliv","8669 iKACdnmdtCQZlQv St.","+1-933-631-6878","Mon-Fri Closed, Sat Closed, Sun 9AM - 8PM","75","MrjZKwlJNzhWMujSeVSLhcGfGFJrne","No","4","Good","Yes","15 minutes","9","Accredited","http://kwgjodlmkv.com"
"1702","77.0","NULwdvCGkQSUCIoZSDXd","Social","QYalZZFpDvfMOpt","7898 mPAhTJCzmmVWtoh St.","+1-969-875-9718","Mon-Fri Closed, Sat Closed, Sun Closed","72","arwvzKZHMmrkDGjSMOuNxvVFXtNxIe","Yes","5","Good","No","12 minutes","4","Accredited","http://ddgcoebajl.com"
"1703","6.0","KydFqYSTZpYAzrgpVFWc","Healthcare","nUBfLenCKDUXNbc","6664 ryMRiqMdpEBSdVM St.","+1-367-215-4384","Mon-Fri 6AM - 10PM, Sat 6AM - 10PM, Sun Closed","13","vlobktTdvdkgVSgRxbyMNNAsIlaDlE","No","4","Good","No","70 minutes","10","Not Accredited","http://rupzwwogn.com"
"1704","8.0","IbzeHcQoXQXSCgPnVNCY","Recreation","cNLfBMKNrCwurkW","3879 qKLPoMJfgyhzfGG St.","+1-839-660-7600","Mon-Fri Closed, Sat Closed, Sun 6AM - 10PM","29","tgISCJvpyLLTAdUMOQBirTGJHPentZ","Yes","2","Poor","Yes","67 minutes","9","Not Accredited","http://kyrewcw.com"
"1705","8.0","OQQpAiMgSNBOEgSFHMOk","Education","iCGYjTeQJewBVOv","6776 TeQcEkWtUctHETv St.","+1-906-252-4530","Mon-Fri Closed, Sat 6AM - 7PM, Sun 6AM - 7PM","83","klpHzjHPrYYVzxcPOkiqqrwSUgmGAY","No","4","Poor","No","75 minutes","7","Accredited","http://xuytqsz.com"
"1706","6.0","PlGBymChSprmLJmfEeeM","Recreation","WdBwhuNNkVhoDYe","9196 cZPKSSKbBbNWEOZ St.","+1-606-826-8584","Mon-Fri Closed, Sat 9AM - 10PM, Sun 9AM - 10PM","29","NErcRckSFoQBXceYFOHsTvIEvDPTNc","Yes","5","Poor","Yes","73 minutes","1","Not Accredited","http://hxydenqmrq.com"
"1707","33.0","porUzrbkKYWPkrRGbPte","Healthcare","BMGTyLgHUMqKmWl","8560 BsBHbLGnOONjyrW St.","+1-431-532-5973","Mon-Fri Closed, Sat 7AM - 9PM, Sun 7AM - 9PM","36","JwxbnwpnjrzpcimvspKAaWQquvklYI","Yes","5","Average","Yes","60 minutes","1","Accredited","http://jhrstjfx.com"
"1708","8.0","cDauEBYNowTfzBNyyKOr","Healthcare","QsbftJNwWKHKeKv","7601 ofNEumLbVihcrcd St.","+1-602-754-4636","Mon-Fri 8AM - 9PM, Sat Closed, Sun Closed","80","YCOLNOsAOJYRpRnubCqkmlmUCCXZTW","No","4","Poor","Yes","103 minutes","10","Accredited","http://onrbytrobb.com"
"1709","8.0","GSkbrQDxAsoHYbxtyPUT","Social","CxZNLWWBtiiNheG","2959 XsqtyOcwwiTziGt St.","+1-500-820-5858","Mon-Fri 7AM - 5PM, Sat Closed, Sun 7AM - 5PM","26","cBibxarOUqvSNEvduyPdLFcdWhWjnG","No","5","Average","Yes","85 minutes","1","Accredited","http://rihtzwrfsg.com"
"1710","8.0","mYbJukbTDLnZcLztJsGQ","Education","ckJEXoEbxBxMoxD","6791 gjcrxiXDoGhxQNA St.","+1-402-712-4144","Mon-Fri 8AM - 7PM, Sat 8AM - 7PM, Sun Closed","70","kxoQSuwnJCEBwMDzQFBRxdgudzhgdH","Yes","5","Good","No","68 minutes","2","Accredited","http://salforug.com"
"1711","6.0","TPIlcAxvXsjmcCQUqHKw","Healthcare","ujmrHGUIWAynmUE","509 YHDCOkrUBhReUtZ St.","+1-501-724-3661","Mon-Fri 7AM - 8PM, Sat 7AM - 8PM, Sun Closed","1","SpxlWGuXHCmQLRhbzxHvnZVWZNayqK","Yes","1","Average","Yes","91 minutes","1","Not Accredited","http://qfpqck.com"
"1712","32.0","gzVyQKivLkgFAmIQBvXj","Healthcare","PQHNPqZEaUJubZr","7297 dRmUsDElEydEiZq St.","+1-761-297-4034","Mon-Fri Closed, Sat Closed, Sun Closed","82","qhLEKBqNjxYVPRLUkpedjEVpxTMVqc","Yes","4","Average","No","109 minutes","2","Accredited","http://fnxguzk.com"
"1713","8.0","DNqDPYCIsKPXLIqgrpKB","Education","MYdMfyomBehsyWh","978 TBWZSweqZDiXHRY St.","+1-889-318-3187","Mon-Fri Closed, Sat 6AM - 10PM, Sun Closed","14","qAZwpvOXqEHTrbrXasIcQenYiZWZfy","Yes","3","Average","Yes","63 minutes","7","Accredited","http://ojoiwgtkk.com"
"1714","8.0","CYAPnzJnhNFHBDlNtumS","Social","BxkyXOIeZPQgiDh","1462 lQncWeCRhcJHxMj St.","+1-702-808-3065","Mon-Fri Closed, Sat Closed, Sun 9AM - 9PM","86","hRwtlTDGgiYujwUycBcFIYrlksnjoH","No","1","Average","No","21 minutes","1","Not Accredited","http://sbuglm.com"
"1715","3.0","mMQiObHnrthIuPOXHkaz","Healthcare","MRiJfDPHIzwPJAo","8865 EghsQWRkQhhpQVC St.","+1-909-420-8799","Mon-Fri Closed, Sat 7AM - 11PM, Sun Closed","31","UrqZJqhVTeniFrGJSBDpSjMWbPHYMe","No","3","Good","Yes","35 minutes","8","Not Accredited","http://gzgdvrf.com"
"1716","32.0","tbTGJGOqUCnDlLKQJAJp","Education","TQBZWQZaTBEGLWG","6168 vREUfKRBUSFeftK St.","+1-226-349-2715","Mon-Fri 9AM - 5PM, Sat 9AM - 5PM, Sun Closed","70","yyoSqVBPpvZtbxFJAbjsXBSObroTlT","Yes","1","Good","Yes","106 minutes","6","Accredited","http://xxyoqj.com"
"1717","6.0","LYHRSDkIzPljhfTsQRGH","Education","GzhLtqmTeYwSXdS","3004 USplNwinMbUrGoy St.","+1-220-958-6423","Mon-Fri Closed, Sat 8AM - 5PM, Sun 8AM - 5PM","64","ASirHFgJZywoRnyeWiXTBVLfCXzVBm","No","2","Good","Yes","115 minutes","3","Not Accredited","http://bmjpwstuqf.com"
"1718","1.0","ggFLjBgdIkjebMocTvgU","Social","hNbxoxSCdOEiTKr","1474 fovRqOuYOQJuTXL St.","+1-805-871-6670","Mon-Fri Closed, Sat 9AM - 8PM, Sun 9AM - 8PM","64","txopgldEnuqisDXrIviUSOchTChWiF","No","5","Good","No","27 minutes","10","Not Accredited","http://fhsjwe.com"
"1719","3.0","FhGvOdoydedSuIUsDLPF","Education","vQAyxGuxvYruglS","9747 UdXQCseORBCWTvF St.","+1-564-268-2458","Mon-Fri 8AM - 5PM, Sat Closed, Sun 8AM - 5PM","22","AtjiTdPtwVNDfiFrhUwhruCtLMMoJU","No","5","Good","Yes","39 minutes","6","Accredited","http://vmbpl.com"
"1720","70.0","OKYAexfpIznOxqpZuTef","Healthcare","ztMNMmDBhjKerUB","6610 SfuJGSBUZmtUcKl St.","+1-401-845-1121","Mon-Fri 7AM - 6PM, Sat 7AM - 6PM, Sun 7AM - 6PM","21","JjSIFoGNOWgBgmGiIYDFrSxvLIAlTY","No","3","Good","Yes","111 minutes","9","Accredited","http://bxkvvk.com"
"1721","27.0","uPSDVzHVunyBVVkACpis","Healthcare","iYDkzEMCKviGbLE","725 HZitTygRKgemIBL St.","+1-302-223-8583","Mon-Fri 6AM - 10PM, Sat 6AM - 10PM, Sun Closed","43","HVbbQQUgGHDVVGHuLpDUvnGLBPMGhx","Yes","2","Poor","Yes","75 minutes","2","Not Accredited","http://wrruy.com"
"1722","33.0","omCnsvdVCQnUWPsbOBBi","Social","IoPljpsjfYhiiIW","4259 XcRejDCptfUqcSe St.","+1-835-228-4818","Mon-Fri 8AM - 9PM, Sat 8AM - 9PM, Sun Closed","69","gEPTuQhKhCngnOWtsODiOYJTwaAXXL","Yes","1","Poor","Yes","114 minutes","5","Not Accredited","http://faumzj.com"
"1723","34.0","JABPVTOgaiaSnTRwKHeo","Social","JuGPyTxGsDLFlwS","3436 NZwyOONSpItkZMJ St.","+1-895-853-4580","Mon-Fri 9AM - 7PM, Sat 9AM - 7PM, Sun Closed","65","PDMbdJMaVquoiJyykFsBNmGPARWfKV","No","3","Good","Yes","75 minutes","7","Not Accredited","http://rcvgmlews.com"
"1724","8.0","LAnezrXBUjJJVsxeOfgW","Education","DvcUwPnFtOOBmUG","799 VNInMemwgsWerHV St.","+1-713-478-6931","Mon-Fri Closed, Sat Closed, Sun Closed","17","xbgrqkwAhERgvmTzqcTtWgowCQXXVX","Yes","1","Good","No","21 minutes","3","Accredited","http://ygxlkhm.com"
"1725","28.0","uxHThlyCMhmdeXygQcQX","Healthcare","EQzPZwFDNpalARO","3637 RQPzRwuEtDhWafg St.","+1-248-330-4728","Mon-Fri 6AM - 5PM, Sat Closed, Sun 6AM - 5PM","5","eWmTwWwwlQkJlDdFMjqKycGxYjHRBL","No","5","Good","No","98 minutes","4","Not Accredited","http://czjtl.com"
"1726","8.0","aUWFTgYIOtEXQRtOoIqm","Social","EOFMpSsBHIMRsGj","4062 IujbbluCRzLQhZI St.","+1-393-996-6042","Mon-Fri 6AM - 8PM, Sat 6AM - 8PM, Sun 6AM - 8PM","65","KgyiYFeIKZkPAXPPEZGUAgNNMzOFVx","No","3","Poor","Yes","38 minutes","1","Accredited","http://nhprdlrwi.com"
"1727","8.0","DYZtOFyqqxDeKtUYNboa","Social","KaPKBqmUwEzTQFA","2309 jiCxcSrtDQijGlm St.","+1-465-681-6158","Mon-Fri Closed, Sat 8AM - 11PM, Sun 8AM - 11PM","38","RqRbuiaOdpKVheOZwKAWnFrkcqlgoA","No","5","Average","No","39 minutes","5","Accredited","http://ievppf.com"
"1728","23.0","hSQqnFMMNhqkNNbIvSTO","Recreation","GvntNoFLJhnjwZe","6806 ZqUZviKWxBAOvGw St.","+1-951-809-5777","Mon-Fri Closed, Sat Closed, Sun Closed","35","DQaIGZfUuYuALHtnOiYfFhIghOUCJO","Yes","1","Good","No","26 minutes","3","Not Accredited","http://ppqwfdt.com"
"1729","24.0","fqalFlEDZtKnyBVomHMo","Recreation","prcfJYXdkzXRrps","3926 myyPXwiPhjGxmqS St.","+1-238-369-1239","Mon-Fri 6AM - 9PM, Sat Closed, Sun Closed","8","iUSbKffBCYpLSuxEMJiTImBcJoJGzA","Yes","5","Good","No","64 minutes","6","Accredited","http://igzhkcbx.com"
"1730","32.0","nPYUUaQyPeZXrtvoreQV","Education","rQOoDAogCoZgbes","9193 jiSehnhwhFFoZHI St.","+1-910-660-6262","Mon-Fri 7AM - 6PM, Sat Closed, Sun Closed","88","FKPhHJjdCLOkUukWMkLqhevptLBUKq","No","2","Average","No","98 minutes","5","Accredited","http://avvvgfztu.com"
"1731","32.0","tCsrqqanYbcuYjRkugRj","Recreation","SDySyQrCQePTWtx","3559 nyVQcUJmNcmuwho St.","+1-738-210-5075","Mon-Fri 8AM - 8PM, Sat 8AM - 8PM, Sun Closed","75","ftjrJBNiXFBYhCpejLQBNStEqaawLI","Yes","2","Average","Yes","100 minutes","9","Not Accredited","http://lfmcc.com"
"1732","8.0","tTcWVOenNRcpLNaBtkLZ","Social","xZzbhxkFDIJXeqX","1371 RcJeZWxeAAtiLnt St.","+1-730-673-9346","Mon-Fri Closed, Sat 7AM - 10PM, Sun Closed","24","uyJXCkORJWVSiPilSfodOnQzCJWyVZ","Yes","1","Poor","No","38 minutes","4","Not Accredited","http://oteuzskkgb.com"
"1733","28.0","wpfrdqHbNniVtZrTGzmj","Healthcare","asmohDKgWdaZYVs","8155 jYyXFhAngSvbjEq St.","+1-808-569-1304","Mon-Fri Closed, Sat 9AM - 11PM, Sun Closed","1","QGFmsFzOtOCeKfXSuuQzcvzOunjFZB","No","3","Good","No","27 minutes","3","Not Accredited","http://tcyuc.com"
"1734","34.0","gcvqiJbQBNeRMtnWSdkb","Healthcare","RJYTfFgBMeLHJnr","2651 HhcoTXnCSjwYkrI St.","+1-783-905-1008","Mon-Fri 8AM - 6PM, Sat Closed, Sun Closed","91","emnTmDSQjHKtKSwIsokMdWQLtAlfxy","Yes","5","Poor","Yes","24 minutes","3","Accredited","http://ywwhu.com"
"1735","8.0","xjKjzAOWLacRnjddsaPP","Recreation","EzdRvbFHvNidKXo","3447 FyzkBREuAGRDdJG St.","+1-262-413-6895","Mon-Fri 6AM - 7PM, Sat Closed, Sun 6AM - 7PM","2","wgDiSQiQCAamFDluXgSKhnGgfbtguG","No","4","Good","Yes","18 minutes","1","Not Accredited","http://dxqwj.com"
"1736","75.0","EFVIUSrcWqcdMyoDxNIt","Social","pDEHRaKFvKpFkaX","7268 GatZuDAehecrdSh St.","+1-427-819-3756","Mon-Fri Closed, Sat Closed, Sun 8AM - 10PM","1","IOMalnaUXZOFIrNIHMDEapaXdBNnDL","Yes","3","Poor","Yes","11 minutes","9","Not Accredited","http://jpzyouhdk.com"
"1737","8.0","nfDecjlJcIHpwvHOqFaF","Healthcare","tuYzlCtksBpDuCq","1282 CghRkSiQkRpqBrR St.","+1-450-710-2923","Mon-Fri Closed, Sat Closed, Sun 8AM - 6PM","85","TYbntegjfVrPyiyMNlHJujrRBhlXlR","No","5","Average","No","18 minutes","4","Accredited","http://oshbzzlziw.com"
