"Building_ID","Community_ID","Community_Name","Description","Zip","State","Country","Area","Population","EmploymentRate","CrimeRate","Amenities","PublicTransportAccess","QualityOfLifeIndex","HealthCareIndex","CostOfLivingIndex","PollutionIndex","ClimateIndex"
"173773","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","5.9 sq mi","4404","0.8","0.35","HsMVmkyZsXFSyJmkvyxD","Good","89","74","86","90","73"
"173764","6.0","LAKE VIEW","Description here","60657.0","MN","USA","2.5 sq mi","8367","0.81","0.13","RJfntCDxxzJRVizZPSrf","Poor","81","87","67","84","59"
"173763","6.0","LAKE VIEW","Description here","60657.0","MN","USA","14.9 sq mi","31496","0.51","0.02","twudbCamDOLarQvvAYHq","Average","80","79","66","71","20"
"173759","6.0","LAKE VIEW","Description here","60657.0","MN","USA","69.6 sq mi","2972","0.82","0.23","JkJfOfKXoQtOJwhSzMLJ","Average","58","98","61","92","3"
"173754","6.0","LAKE VIEW","Description here","60657.0","MN","USA","75.1 sq mi","28354","0.68","0.11","uqqsRYYsCsAVIBcDPylL","Average","53","90","91","97","93"
"173752","6.0","LAKE VIEW","Description here","60657.0","MN","USA","65.9 sq mi","5698","0.62","0.24","hYFdrfWpYZnzwvyYKEpy","Good","52","66","100","19","47"
"173751","32.0","LAKE VIEW","Description here","60657.0","MN","USA","17.1 sq mi","38709","0.65","0.13","WjYCsLyzrqVEqwfmTbbK","Poor","71","57","94","83","36"
"173733","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","67.2 sq mi","15557","0.58","0.32","ThVikxUITsPkyeHFxQAK","Poor","84","52","66","97","8"
"173730","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","37.9 sq mi","44203","0.85","0.26","nmZdFJGOJiuvMSqiPfzZ","Good","99","60","91","59","52"
"173725","13.0","NORTH PARK","Description here","60614.0","VA","USA","41.0 sq mi","41664","0.98","0.06","QyiYhgGmNGfvvBnURQiO","Good","93","63","64","54","81"
"173724","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","34.2 sq mi","36450","0.86","0.14","lpDSJcnHuamcoeekHszG","Poor","65","82","88","86","62"
"173715","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","12.2 sq mi","40604","0.98","0.41","UHshOLxJRduGcfZKRQvE","Good","66","84","78","4","45"
"173712","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","42.9 sq mi","37970","0.92","0.49","aUrCCbDsuROSrsuNUVIF","Average","93","88","91","6","11"
"173708","8.0","LINCOLN PARK","Description here","60614.0","VA","USA","39.1 sq mi","25282","0.53","0.13","spkEyKskJUBlwHvvPmjA","Good","67","78","75","83","25"
"173702","8.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","95.1 sq mi","10209","0.63","0.31","hflvmivqRLNilOfyMiPD","Poor","96","96","85","32","46"
"173687","28.0","NEAR WEST SIDE","Description here","60661.0","KY","USA","46.6 sq mi","44082","0.72","0.07","DGkgFgymOIKGwwgqCpON","Poor","50","56","76","99","42"
"173683","7.0","NEAR NORTH SIDE","Description here","60654.0","VA","USA","57.2 sq mi","43583","0.71","0.45","GQcvbMuJhnevmPeekZvW","Average","79","69","86","17","57"
"173658","8.0","NEAR NORTH SIDE","Description here","60654.0","VA","USA","68.1 sq mi","43578","0.55","0.06","KPQCNVkhvSjxVTFvnhbk","Poor","74","59","54","7","50"
"173655","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","72.6 sq mi","43202","0.52","0.28","vDZzgKYuNisUXDVDAKgK","Average","57","74","89","82","58"
"173632","32.0","LOOP","Description here","60602.0","IL","USA","40.4 sq mi","43645","0.83","0.39","SdWsquPfXJOLzMenUxqN","Average","80","55","95","96","69"
"173630","8.0","NEAR NORTH SIDE","Description here","60654.0","VA","USA","27.9 sq mi","21077","0.67","0.23","tSZlYrAxvhtddiniMTtV","Average","83","80","80","53","55"
"173617","32.0","LOOP","Description here","60602.0","IL","USA","84.5 sq mi","11492","0.61","0.22","OMOqXVkQdTClrDupahlr","Average","51","76","82","59","5"
"173495","9.0","EDISON PARK","Description here","60631.0","MN","USA","82.6 sq mi","8280","0.97","0.23","YrucQZiNvYDZcZUnecti","Good","71","96","57","66","94"
"173488","76.0","OHARE","Description here","60656.0","NE","USA","37.4 sq mi","40103","0.58","0.11","vAguDzvZgjvvyRRaTRvn","Good","66","75","58","30","1"
"173455","32.0","LOOP","Description here","60605.0","IL","USA","97.3 sq mi","33510","0.75","0.46","UwxdKAAiPMXyAopEPQVx","Good","96","52","55","66","99"
"173322","44.0","CHATHAM","Description here","60619.0","IL","USA","8.2 sq mi","4915","0.7","0.4","frSXdAZtqCcAlKCRdhwz","Average","62","76","84","86","14"
"173250","1.0","ROGERS PARK","Description here","60626.0","IL","USA","96.3 sq mi","2579","0.78","0.27","BaizOfuUPYRDZiLXvQwx","Poor","59","53","91","78","69"
"172812","39.0","KENWOOD","Description here","60653.0","VA","USA","66.7 sq mi","17208","0.72","0.41","NwvuInzFFvrsZtBUFaqo","Poor","65","59","53","37","61"
"172800","41.0","HYDE PARK","Description here","60615.0","VA","USA","93.0 sq mi","36504","0.54","0.47","ZFmUpIqaXVwiJXZJVnTO","Average","89","88","81","38","65"
"172788","35.0","DOUGLAS","Description here","60616.0","IL","USA","70.9 sq mi","37617","0.69","0.23","CxjisdxxfacpQsGSLTQr","Poor","69","72","76","84","18"
"172787","8.0","NEAR NORTH SIDE","Description here","60616.0","IL","USA","62.7 sq mi","8803","0.51","0.37","RnlDQHLHjzQFhKcGsLEh","Poor","82","60","52","75","1"
"172786","35.0","DOUGLAS","Description here","60616.0","IL","USA","20.2 sq mi","43565","0.62","0.01","tqLhRBPOrNFSmmOHsMLy","Average","59","64","95","10","13"
"172771","32.0","LOOP","Description here","60605.0","IL","USA","22.0 sq mi","6874","0.61","0.47","dhaOAWXNVUuAEUjwiLii","Good","92","53","56","80","4"
"172765","32.0","LOOP","Description here","60605.0","IL","USA","29.4 sq mi","31499","0.66","0.34","isIQBlFZFoCXpuKpnoUg","Good","97","67","84","34","23"
"172719","13.0","NORTH PARK","Description here","60659.0","VA","USA","36.8 sq mi","21941","0.55","0.2","puqfPBRgqPKondFmchCc","Poor","84","98","74","31","84"
"172711","17.0","DUNNING","Description here","60634.0","TN","USA","92.8 sq mi","24666","0.52","0.16","nGNAgzUSDcUlWQLHAkSv","Good","54","52","57","21","59"
"172703","15.0","PORTAGE PARK","Description here","60634.0","TN","USA","68.2 sq mi","11540","0.77","0.38","dXKDROyHFhVayybQNClg","Poor","84","78","80","48","99"
"172685","7.0","LINCOLN PARK","Description here","60639.0","IA","USA","96.7 sq mi","6286","0.91","0.49","gnQOFQhpHHNaAUSZPeDn","Good","92","94","56","85","59"
"172679","23.0","HUMBOLDT PARK","Description here","60639.0","IA","USA","91.5 sq mi","37576","0.98","0.05","hooTvRnyaRMCUcnSMSHI","Average","61","90","91","5","78"
"172670","19.0","BELMONT CRAGIN","Description here","60707.0","VA","USA","99.6 sq mi","5415","0.73","0.09","VrNCHtojhrAFivhutKDu","Good","55","68","64","2","93"
"172640","6.0","WASHINGTON HEIGHTS","Description here","60643.0","CO","USA","74.8 sq mi","48768","0.91","0.33","GVpUxqNBJowFRFmUPmWb","Average","54","86","51","4","5"
"172611","22.0","LOGAN SQUARE","Description here","60622.0","IL","USA","23.7 sq mi","15653","0.54","0.44","FcYrHNiCqWMdhbBjAmsd","Good","64","78","80","92","28"
"172607","24.0","WEST TOWN","Description here","60622.0","IL","USA","4.4 sq mi","28767","0.8","0.17","dbPhrnNVRQTHSNEpXFnv","Average","58","64","81","55","98"
"172544","35.0","DOUGLAS","Description here","60616.0","IL","USA","58.1 sq mi","3070","0.94","0.42","tThFyjxSEhiEMRvBdPuc","Good","88","60","88","79","73"
"172541","22.0","LOGAN SQUARE","Description here","60616.0","IL","USA","97.7 sq mi","1589","0.58","0.05","ypbtnzDRugEkjPaXCPrg","Good","96","84","61","93","29"
"172540","38.0","GRAND BOULEVARD","Description here","60653.0","VA","USA","26.0 sq mi","43724","0.89","0.23","nNeeXlDvbIBxLsRiIjqI","Good","77","62","87","94","88"
"172500","25.0","AUSTIN","Description here","60644.0","IL","USA","11.0 sq mi","35970","0.95","0.22","kCWnbLluQCRIDYxpWQhu","Average","88","72","72","66","72"
"172495","25.0","AUSTIN","Description here","60707.0","VA","USA","44.5 sq mi","42568","0.83","0.46","HIQqVzBBycHEtLngJaEl","Good","56","78","86","49","99"
"172485","8.0","NEAR NORTH SIDE","Description here","60644.0","IL","USA","18.7 sq mi","36421","0.73","0.32","CNGQHSddgCscAGIAkzLW","Average","90","73","59","56","36"
"172394","28.0","NEAR WEST SIDE","Description here","60661.0","KY","USA","11.3 sq mi","43160","0.54","0.42","elMYAYeqDUTFgTFzmiMB","Average","77","59","52","50","76"
"172393","27.0","EAST GARFIELD PARK","Description here","60612.0","IL","USA","27.1 sq mi","2330","0.52","0.03","xwqzAVJTkcsLoBewzNIu","Good","82","60","58","63","100"
"172385","27.0","EAST GARFIELD PARK","Description here","60612.0","IL","USA","64.5 sq mi","31569","0.68","0.24","kzTvLbTVZpEDSmXjAikq","Good","87","62","74","34","18"
"172347","3.0","UPTOWN","Description here","60642.0","NC","USA","73.3 sq mi","9966","0.66","0.3","dNsoiCoJLwfidotKoRzn","Poor","89","86","92","7","10"
"172298","28.0","NEAR WEST SIDE","Description here","60607.0","IL","USA","1.3 sq mi","39892","0.58","0.47","LCLkaVmfvnczWbIPXSmn","Good","60","91","53","23","13"
"172289","28.0","NEAR WEST SIDE","Description here","60607.0","IL","USA","51.3 sq mi","24259","0.81","0.02","jDkJTdbTSsOBBZFRctet","Average","82","98","92","10","60"
"172252","29.0","NORTH LAWNDALE","Description here","60623.0","IL","USA","41.7 sq mi","48715","0.82","0.45","TuLdOURoqoJQjzVplKML","Average","95","59","59","68","64"
"172221","62.0","WEST ELSDON","Description here","60632.0","KY","USA","42.5 sq mi","43434","0.74","0","XlpIOFofMhiTGFWWslkG","Poor","84","86","95","95","87"
"172132","5.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","92.3 sq mi","23453","0.63","0.14","oYCDAEsytNVfxWlbOHKM","Average","74","78","85","78","98"
"172131","24.0","WEST TOWN","Description here","60642.0","NC","USA","20.5 sq mi","31582","0.61","0.03","MFXoEizHzOZDrKAAGIhK","Poor","91","85","81","77","12"
"172128","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","75.8 sq mi","3388","0.63","0.19","WZkUmXgwyjnhfJkUsNpr","Poor","90","97","70","54","60"
"172126","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","65.5 sq mi","47645","0.78","0.2","hgABeyleHvNwsQvhaqiX","Good","83","55","67","16","51"
"172114","24.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","90.4 sq mi","31330","0.69","0.02","nqbWRLlFKicsWFuguoQw","Good","76","54","99","41","62"
"172106","13.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","33.6 sq mi","7101","0.99","0.26","fMVDCWNuRnXTYCHOEiVI","Poor","69","69","98","96","16"
"172103","33.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","63.2 sq mi","2214","0.5","0.14","KVVsEeipsfGUSfRXmucS","Average","65","70","69","82","92"
"172078","75.0","MORGAN PARK","Description here","60643.0","CO","USA","35.3 sq mi","41618","0.67","0.16","MQhHXXYJmdkuuOuVotha","Poor","71","98","89","13","0"
"172066","70.0","ASHBURN","Description here","60652.0","IL","USA","89.2 sq mi","1816","0.84","0.15","oNQlAPzGOvCOxlagFTHG","Good","71","72","60","69","13"
"172065","70.0","ASHBURN","Description here","60652.0","IL","USA","77.0 sq mi","27128","0.7","0.08","ruueFQayKUaUDHPmVvqY","Average","58","86","92","7","16"
"172064","65.0","WEST LAWN","Description here","60652.0","IL","USA","73.7 sq mi","20947","0.9","0.23","XcgQuCnyjZzlAKTQeGVk","Poor","75","98","62","98","57"
"172056","71.0","AUBURN GRESHAM","Description here","60620.0","IL","USA","83.2 sq mi","34955","0.84","0.14","oVdRFNgXDPJesIlnRKSr","Poor","95","61","80","5","64"
"172055","66.0","CHICAGO LAWN","Description here","60629.0","IL","USA","42.2 sq mi","16807","0.88","0.24","vKupTOcvUpRkaPdUrzWD","Good","61","50","84","16","11"
"172053","71.0","AUBURN GRESHAM","Description here","60620.0","IL","USA","54.6 sq mi","35314","0.92","0.5","mcfoUEtZSppSVruyGwsq","Average","92","56","90","52","21"
"172051","66.0","CHICAGO LAWN","Description here","60629.0","IL","USA","65.7 sq mi","3341","0.8","0.5","AUAOmbuhtZeALatRCTGg","Poor","67","96","54","21","15"
"171878","24.0","WEST TOWN","Description here","60622.0","IL","USA","26.5 sq mi","13267","0.59","0.3","AVSbSYJQBbSYNEDRphrQ","Good","51","89","74","42","43"
"168538","32.0","LOOP","Description here","60611.0","VA","USA","34.7 sq mi","49690","0.57","0.42","hQCXtninBZGuPBPeeWil","Average","67","79","87","28","73"
"167562","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","40.1 sq mi","29064","0.9","0.31","oJmAsVrKEwSFHxiqElHb","Average","55","53","53","84","97"
"167479","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","7.9 sq mi","49471","0.8","0.18","ytwQLvfyHfcdtUNXlMLc","Poor","58","56","70","99","45"
"166543","23.0","HUMBOLDT PARK","Description here","60639.0","IA","USA","100.0 sq mi","16077","0.83","0.01","FckOikkiWlnJzqpEHcjG","Good","87","67","93","91","61"
"166264","32.0","LOOP","Description here","60605.0","IL","USA","19.4 sq mi","21041","0.73","0.5","VDwWDsPalcXFskacRiWV","Average","92","92","78","25","27"
"166122","28.0","NEAR WEST SIDE","Description here","60612.0","IL","USA","49.0 sq mi","47941","0.82","0.11","SkqSgSbnFXuYBcadUUKY","Good","100","69","96","45","17"
"165924","6.0","LAKE VIEW","Description here","60614.0","VA","USA","37.1 sq mi","39913","0.62","0.18","dNrMrlqDQZaRaZabkvam","Good","54","63","89","94","86"
"165819","38.0","GRAND BOULEVARD","Description here","60615.0","VA","USA","22.2 sq mi","22412","0.86","0.49","sycsesOvYSRdrziNLDsp","Average","56","84","94","57","9"
"165812","46.0","SOUTH CHICAGO","Description here","60617.0","IL","USA","44.5 sq mi","15843","0.51","0.4","DLIPIJbnRklyZPTznQIR","Average","90","98","82","21","4"
"165730","8.0","NEAR NORTH SIDE","Description here","60607.0","IL","USA","96.9 sq mi","8997","0.9","0.06","iiGLXbYElNVtkzYxVyaS","Poor","86","82","53","33","71"
"165722","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","45.2 sq mi","10620","0.99","0.46","qgHfugQEZofQNBoatsiA","Poor","95","86","96","13","73"
"165664","4.0","LINCOLN SQUARE","Description here","60625.0","IL","USA","29.0 sq mi","10278","0.66","0.05","SbvaNVSMXRhPJmiciyzl","Good","55","83","93","20","97"
"165439","32.0","LOOP","Description here","60605.0","IL","USA","33.0 sq mi","14013","0.51","0.02","uuwWKyBQXfiOjLTeeysl","Poor","58","73","78","33","58"
"165425","24.0","WEST TOWN","Description here","60643.0","CO","USA","13.8 sq mi","43705","0.63","0","zyFIjhrUaiZVCRCsNrvU","Poor","75","69","86","61","47"
"165253","28.0","NEAR WEST SIDE","Description here","60608.0","IL","USA","70.4 sq mi","7285","0.69","0.01","VNRtxjWUEIbClXYTXoqi","Good","95","90","85","38","97"
"165224","16.0","IRVING PARK","Description here","60630.0","VA","USA","99.0 sq mi","16794","0.55","0.05","BnmKUUnOQlzgAdVcnGbP","Poor","63","83","71","42","38"
"164980","13.0","NORTH PARK","Description here","60625.0","IL","USA","43.0 sq mi","20225","0.95","0.17","yCbnAtwYhOXojmlejIRf","Average","89","95","74","47","64"
"164965","29.0","NORTH LAWNDALE","Description here","60608.0","IL","USA","12.7 sq mi","12843","0.58","0.48","aipfxyxKpMBteYVRYrXi","Poor","87","95","60","51","38"
"164777","3.0","UPTOWN","Description here","60613.0","VA","USA","18.5 sq mi","25877","0.92","0.31","SwPhPCPuLGKQjLUyzFek","Average","72","97","97","90","29"
"164537","66.0","CHICAGO LAWN","Description here","60640.0","IL","USA","46.4 sq mi","30121","0.51","0.29","YgFSvminCSBNhbHZXqWJ","Good","97","93","60","78","15"
"164512","24.0","WEST TOWN","Description here","60654.0","VA","USA","73.5 sq mi","48597","0.77","0.27","sXexCtaDrPGnGkcHrtGV","Poor","97","67","59","37","85"
"164460","13.0","NORTH PARK","Description here","60659.0","VA","USA","12.0 sq mi","9546","0.51","0.16","bJwgNKPBuinDvzaxKroR","Poor","81","65","64","90","72"
"164102","40.0","WASHINGTON PARK","Description here","60637.0","IL","USA","86.6 sq mi","6978","0.52","0.34","znoNYhPaNShlGCldGQPK","Average","99","80","75","11","61"
"164090","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","76.7 sq mi","28942","0.68","0.29","wzJjzGHKwryntVrVfKhb","Average","79","77","65","37","36"
"162360","1.0","ROGERS PARK","Description here","60626.0","IL","USA","57.3 sq mi","3178","0.95","0.06","ZmIbnfMsSBVdPRdeVboM","Good","81","59","89","53","32"
"162321","8.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","23.1 sq mi","36283","0.8","0.4","DrJhVPHdpbEcqelYqOOB","Poor","62","51","57","61","11"
"162258","6.0","LAKE VIEW","Description here","60657.0","MN","USA","100.0 sq mi","4657","0.67","0.35","ZxFGrqRAsfvOnCiybUQB","Good","87","59","65","42","69"
"162209","23.0","WASHINGTON PARK","Description here","60637.0","IL","USA","58.6 sq mi","35269","0.82","0.4","WTzsOxZdzUdqSzTAlqVR","Poor","89","54","91","11","25"
"161901","53.0","WEST PULLMAN","Description here","60643.0","CO","USA","8.0 sq mi","30054","0.66","0.29","dGEfiYevMzeLMlOKUZFo","Average","54","78","73","66","59"
"161872","8.0","SOUTH SHORE","Description here","60649.0","VA","USA","82.8 sq mi","2504","0.86","0.13","KNagnMpBQStSYvBiFahn","Good","65","98","81","34","15"
"161628","6.0","LAKE VIEW","Description here","60613.0","VA","USA","50.6 sq mi","46025","0.68","0.28","vYuOhVmIQnXtQAQlcEgR","Poor","62","63","79","40","35"
"161204","35.0","DOUGLAS","Description here","60616.0","IL","USA","37.1 sq mi","46403","0.56","0.29","TbsJCromRsFYKtqNgJVz","Poor","67","58","62","57","13"
"161181","8.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","80.5 sq mi","35636","0.98","0.33","oktinZdieueGLXTaKPHu","Average","67","53","53","46","89"
"161145","32.0","LOOP","Description here","60605.0","IL","USA","33.7 sq mi","47496","0.9","0.28","FzSWdQTHNbZSlQiLhjlB","Poor","85","67","59","84","14"
"161131","1.0","ROGERS PARK","Description here","60605.0","IL","USA","16.9 sq mi","33129","0.96","0.22","yXwigeZhRAbMrRXTEKuh","Poor","73","65","67","53","76"
"161103","32.0","LOOP","Description here","60605.0","IL","USA","84.6 sq mi","26239","0.99","0.46","iPjBRFFkcelcfniavBzk","Good","58","75","55","48","66"
"161053","1.0","ROGERS PARK","Description here","60626.0","IL","USA","70.7 sq mi","3072","0.85","0.18","DATNPVCYvJKwVCOQsjJK","Average","83","89","76","62","12"
"160453","6.0","LAKE VIEW","Description here","60613.0","VA","USA","98.9 sq mi","49025","0.6","0.31","cYMvzPEytdAXDdITcsbL","Poor","84","93","85","21","31"
"160451","6.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","14.3 sq mi","14701","0.99","0.48","bvABqGrfOwpRmjqgWsIf","Average","72","61","86","34","44"
"160438","32.0","LOOP","Description here","60606.0","IL","USA","99.3 sq mi","1509","0.77","0.41","szhjaNYflzSKfgLlyTTA","Good","66","68","59","47","86"
"160436","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","19.0 sq mi","48421","0.77","0.06","OZlevmeZTUYrPTFoBCHL","Good","86","55","54","30","93"
"160429","32.0","LOOP","Description here","60607.0","IL","USA","97.2 sq mi","4536","0.9","0.33","JjElMiJMYMADgpISZIuL","Poor","66","86","91","98","68"
"160425","35.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","99.7 sq mi","38440","0.88","0.35","NJUPrRALXJdmkgRgyWjA","Good","93","62","74","12","49"
"160422","58.0","NEAR NORTH SIDE","Description here","60654.0","VA","USA","87.7 sq mi","1486","0.85","0.38","zwfAzRLKikudRMHTBJCT","Average","96","60","85","19","77"
"160414","23.0","LOOP","Description here","60601.0","VA","USA","79.2 sq mi","12861","0.62","0.29","euvqUqDSltivmXyYlwFl","Good","77","71","82","99","93"
"160412","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","51.1 sq mi","8660","0.5","0.18","iJTwXHWdaRhHeZYMeOdk","Average","54","90","75","15","71"
"160399","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","61.6 sq mi","45674","0.67","0.29","UVFMejBCGjvMQRAGXmdS","Average","86","51","94","70","31"
"160392","8.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","73.7 sq mi","4478","0.59","0.07","kIMoFkywBaklrNXHEUOV","Good","72","80","86","13","84"
"160388","4.0","NEAR NORTH SIDE","Description here","60654.0","VA","USA","99.6 sq mi","3701","0.56","0.01","lXxdLDxvUHUtcSjOJmNw","Poor","82","63","61","6","33"
"160383","35.0","DOUGLAS","Description here","60616.0","IL","USA","75.7 sq mi","30974","0.68","0.45","KkoVkSpApgadfwSXjfYS","Average","87","99","62","28","50"
"160381","8.0","NEAR NORTH SIDE","Description here","60654.0","VA","USA","35.3 sq mi","18430","0.68","0.43","uGcZwsgUHjpEjhrYybGc","Average","52","56","50","77","56"
"160375","8.0","NEAR NORTH SIDE","Description here","60654.0","VA","USA","36.2 sq mi","41171","0.75","0.26","qccJDXcDACpaBvVsDFXK","Good","85","64","82","78","74"
"160373","77.0","EDGEWATER","Description here","60654.0","VA","USA","88.6 sq mi","32391","0.99","0.27","WQeYChMPFlaRKPtrWqhO","Average","56","93","56","4","16"
"160372","8.0","NEAR NORTH SIDE","Description here","60654.0","VA","USA","4.0 sq mi","13899","0.9","0.47","qvPmXJbcfnVdfJIKcxCM","Poor","68","72","100","37","22"
"160370","2.0","WEST RIDGE","Description here","60659.0","VA","USA","20.1 sq mi","16027","0.85","0.32","mvVwkjVBSeCCNpUkVcZQ","Good","63","96","95","47","72"
"160369","42.0","WOODLAWN","Description here","60637.0","IL","USA","50.5 sq mi","25728","1","0.35","QUvDiiUrZtRwnDmtMFte","Good","63","90","82","82","24"
"160368","32.0","NEAR NORTH SIDE","Description here","60654.0","VA","USA","3.9 sq mi","13249","0.65","0.34","rdSEPFVxUFdeNVYRgQIm","Poor","65","53","54","27","18"
"160349","32.0","LOOP","Description here","60605.0","IL","USA","46.9 sq mi","35493","0.75","0.48","WTGAPkERgqqBNQuXBsCR","Average","71","82","96","91","82"
"160345","3.0","UPTOWN","Description here","60640.0","IL","USA","89.2 sq mi","10117","0.59","0.2","sOSVtpeSjRAcZWYjXVKX","Poor","91","51","92","11","25"
"160330","8.0","NEAR NORTH SIDE","Description here","60628.0","IL","USA","66.2 sq mi","6282","0.54","0.22","YdNQSTAHdLHdcUPANjNm","Poor","98","59","98","74","66"
"160319","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","46.9 sq mi","20837","0.83","0.38","CSqUktQoiRWHoZIfDqLA","Good","87","54","74","64","73"
"160304","32.0","LOOP","Description here","60601.0","VA","USA","95.8 sq mi","31093","0.65","0.29","QjgBAyHBtdyShLciXXuQ","Good","90","63","81","97","13"
"160300","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","36.2 sq mi","4908","0.69","0.24","FGumGNbUxGmfBMuaolbr","Poor","74","85","54","93","53"
"160299","32.0","LOOP","Description here","60601.0","VA","USA","42.3 sq mi","13175","0.7","0.28","nvBTEWADaiArhoVwOseA","Average","81","65","67","91","35"
"160297","32.0","LOOP","Description here","60605.0","IL","USA","97.6 sq mi","26069","0.65","0.44","YapIiWJlHiSLDADcWyyP","Average","94","71","88","24","43"
"160286","38.0","GRAND BOULEVARD","Description here","60653.0","VA","USA","33.7 sq mi","17119","0.93","0.46","oHrpAAzXSUhnjiWbvgqK","Average","61","96","96","87","59"
"160285","71.0","NEAR SOUTH SIDE","Description here","60616.0","IL","USA","93.1 sq mi","30808","0.8","0.03","vCqiUUOGIUgEmJpFkrht","Poor","64","85","65","69","10"
"160283","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","51.7 sq mi","41770","0.87","0.04","ZVekxieDbDXeFeCpFauD","Good","58","73","92","72","89"
"160280","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","90.1 sq mi","22506","0.97","0.08","zjqvHdxjqlEUOiWlEKoW","Poor","83","73","73","38","81"
"160279","32.0","LOOP","Description here","60601.0","VA","USA","35.0 sq mi","28394","0.57","0.04","QReVuwvHAKEowmzyThSZ","Poor","93","70","65","34","63"
"160266","8.0","NEAR NORTH SIDE","Description here","60654.0","VA","USA","29.1 sq mi","32784","0.96","0.13","DyAuLiFbFrySwqaJLhJY","Average","83","76","85","94","77"
"160264","32.0","LOOP","Description here","60661.0","KY","USA","45.2 sq mi","42575","0.59","0.35","DERvkGzyLKODBBMbqVUp","Good","91","91","95","78","23"
"160262","28.0","DOUGLAS","Description here","60616.0","IL","USA","38.8 sq mi","17945","0.98","0.21","hntPdnsFAQFOpTjfBNGk","Poor","85","95","57","82","18"
"160260","6.0","LAKE VIEW","Description here","60611.0","VA","USA","36.1 sq mi","40441","0.51","0.47","MighJmVyBBGgWhJQdIEN","Poor","54","98","74","7","17"
"160257","8.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","50.2 sq mi","14266","0.88","0.12","XQlVKAsTMtSljHWUtqoJ","Good","56","72","53","58","87"
"160244","28.0","NEAR WEST SIDE","Description here","60607.0","IL","USA","5.7 sq mi","33239","0.64","0.08","jIMBCheSBiqIFRmsKeQK","Average","62","89","98","75","3"
"160243","28.0","NEAR WEST SIDE","Description here","60661.0","KY","USA","48.1 sq mi","8200","0.79","0.45","vTxiOotXzHmiLqDcbAQD","Average","53","74","56","43","12"
"160241","35.0","DOUGLAS","Description here","60616.0","IL","USA","75.3 sq mi","34387","0.69","0.14","AxGUcgVgTpDlrCktrslH","Poor","65","93","64","0","19"
"160237","42.0","LOOP","Description here","60602.0","IL","USA","44.8 sq mi","34997","0.72","0.36","TSwerqvKOuolMwWSRubp","Average","80","85","81","14","18"
"160198","32.0","LOOP","Description here","60605.0","IL","USA","16.3 sq mi","3456","0.86","0.34","ksqLjjljDBCLYcXFSdrU","Average","76","53","91","12","82"
"160197","32.0","LOOP","Description here","60604.0","NC","USA","60.1 sq mi","1846","0.81","0.42","hPexYOMOZlGTFejdFuPd","Good","73","66","86","97","86"
"160196","8.0","LOOP","Description here","60603.0","IL","USA","40.9 sq mi","4602","0.58","0.05","LjETPJROakpcJhhaiGat","Average","51","82","52","23","65"
"160184","32.0","LOOP","Description here","60602.0","IL","USA","30.4 sq mi","11304","0.77","0.49","xINUMfvgpOWCWCxTYmmX","Average","91","55","92","75","12"
"160163","75.0","LINCOLN PARK","Description here","60614.0","VA","USA","42.0 sq mi","11662","0.63","0.38","ckHVEwGUuKRGSEOndTRa","Good","74","91","70","83","78"
"160157","22.0","LOGAN SQUARE","Description here","60647.0","IL","USA","77.1 sq mi","8315","0.66","0.38","hMootJyXquuvrfhziLDg","Average","95","78","66","38","37"
"160151","6.0","NEAR NORTH SIDE","Description here","60654.0","VA","USA","96.0 sq mi","38538","0.71","0.41","GIhLOGrrdSorLdwlCYzz","Good","58","99","69","26","40"
"160134","38.0","GRAND BOULEVARD","Description here","60653.0","VA","USA","24.7 sq mi","35163","0.92","0.2","AoNttQSraAdxPcCOfUKC","Good","68","56","54","72","64"
