"Street_ID","Street_Name","Description","LocationType","Zip","State","Country","Address","Latitude","Longitude","Location","Elevation","GeoPoint","Region","Population","LandUse","Accessibility","Amenities","SafetyIndex","EnvironmentalQuality","DevelopmentIndex","GeospatialData"
"1192","849 863 W BUENA AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","849 863 W BUENA AVE","41.95402","-87.662025","(41.95402, -87.662025)","180","POINT(-87.662025 41.95402)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.662025 41.95402)"
"1193","4170 N Marine Dr","Residential area","Residential","Dr","IL","USA","4170 N Marine Dr","41.706604","-87.647064","(41.706604, -87.647064)","180","POINT(-87.647064 41.706604)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.647064 41.706604)"
"1194","6201 S Stewart Ave","Commercial district","Commercial","Ave","IL","USA","6201 S Stewart Ave","41.782055","-87.63427","(41.782055, -87.63427)","180","POINT(-87.63427 41.782055)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.63427 41.782055)"
"1195","4975 S Archer Ave","Industrial zone","Industrial","Ave","IL","USA","4975 S Archer Ave","41.75392","-87.601974","(41.75392, -87.601974)","180","POINT(-87.601974 41.75392)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.601974 41.75392)"
"1196","6230 6236 N KENMORE AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","6230 6236 N KENMORE AVE","41.990902","-87.66661","(41.990902, -87.66661)","180","POINT(-87.66661 41.990902)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.66661 41.990902)"
"1197","1540 N LaSalle St","Residential area","Residential","St","IL","USA","1540 N LaSalle St","41.90375","-87.63559","(41.90375, -87.63559)","180","POINT(-87.63559 41.90375)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.63559 41.90375)"
"1198","251 E Huron St","Commercial district","Commercial","St","IL","USA","251 E Huron St","41.876854","-87.64988","(41.876854, -87.64988)","180","POINT(-87.64988 41.876854)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.64988 41.876854)"
"1199","350 E Cermak","Industrial zone","Industrial","Cermak","IL","USA","350 E Cermak","41.853687","-87.61836","(41.853687, -87.61836)","180","POINT(-87.61836 41.853687)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.61836 41.853687)"
"1200","351 W Hubbard St","Mixed-use neighborhood","Mixed","St","IL","USA","351 W Hubbard St","41.889893","-87.63757","(41.889893, -87.63757)","180","POINT(-87.63757 41.889893)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.63757 41.889893)"
"1201","118 E Erie St","Residential area","Residential","St","IL","USA","118 E Erie St","41.706604","-87.647064","(41.706604, -87.647064)","180","POINT(-87.647064 41.706604)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.647064 41.706604)"
"1202","6101 6111 N CLARK ST","Commercial district","Commercial","ST","IL","USA","6101 6111 N CLARK ST","41.990902","-87.66661","(41.990902, -87.66661)","180","POINT(-87.66661 41.990902)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.66661 41.990902)"
"1203","445 E Ohio St","Industrial zone","Industrial","St","IL","USA","445 E Ohio St","41.892242","-87.61627","(41.892242, -87.61627)","180","POINT(-87.61627 41.892242)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.61627 41.892242)"
"1204","10900 S Doty Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","10900 S Doty Ave","41.871033","-87.73349","(41.871033, -87.73349)","180","POINT(-87.73349 41.871033)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.73349 41.871033)"
"1205","618 S Michigan Ave","Residential area","Residential","Ave","IL","USA","618 S Michigan Ave","41.87381","-87.624794","(41.87381, -87.624794)","180","POINT(-87.624794 41.87381)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.624794 41.87381)"
"1206","2333 W Saint Paul Ave","Commercial district","Commercial","Ave","IL","USA","2333 W Saint Paul Ave","41.913387","-87.68625","(41.913387, -87.68625)","180","POINT(-87.68625 41.913387)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.68625 41.913387)"
"1207","6140 S Melvina Ave","Industrial zone","Industrial","Ave","IL","USA","6140 S Melvina Ave","41.680508","-87.66246","(41.680508, -87.66246)","180","POINT(-87.66246 41.680508)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.66246 41.680508)"
"1208","1414  N WELLS ST","Mixed-use neighborhood","Mixed","ST","IL","USA","1414  N WELLS ST","41.90375","-87.63559","(41.90375, -87.63559)","180","POINT(-87.63559 41.90375)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.63559 41.90375)"
"1209","517 525 W BROMPTON AVE","Residential area","Residential","AVE","IL","USA","517 525 W BROMPTON AVE","41.93985","-87.65845","(41.93985, -87.65845)","180","POINT(-87.65845 41.93985)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.65845 41.93985)"
"1210","1800 W Grace St","Commercial district","Commercial","St","IL","USA","1800 W Grace St","41.954308","-87.6618","(41.954308, -87.6618)","180","POINT(-87.6618 41.954308)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.6618 41.954308)"
"1211","1825 W WEBSTER AVE","Industrial zone","Industrial","AVE","IL","USA","1825 W WEBSTER AVE","41.92706","-87.64633","(41.92706, -87.64633)","180","POINT(-87.64633 41.92706)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.64633 41.92706)"
"1212","5957-73 W Madison St","Mixed-use neighborhood","Mixed","St","IL","USA","5957-73 W Madison St","41.880062","-87.77369","(41.880062, -87.77369)","180","POINT(-87.77369 41.880062)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.77369 41.880062)"
"1213","2400 S Marshall Blvd","Residential area","Residential","Blvd","IL","USA","2400 S Marshall Blvd","41.847633","-87.699814","(41.847633, -87.699814)","180","POINT(-87.699814 41.847633)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.699814 41.847633)"
"1214","25 E Washington St","Commercial district","Commercial","St","IL","USA","25 E Washington St","41.88292","-87.62667","(41.88292, -87.62667)","180","POINT(-87.62667 41.88292)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.62667 41.88292)"
"1215","3131 N Clark St","Industrial zone","Industrial","St","IL","USA","3131 N Clark St","41.939167","-87.64963","(41.939167, -87.64963)","180","POINT(-87.64963 41.939167)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.64963 41.939167)"
"1216","347 W Chestnut St","Mixed-use neighborhood","Mixed","St","IL","USA","347 W Chestnut St","41.680508","-87.66246","(41.680508, -87.66246)","180","POINT(-87.66246 41.680508)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.66246 41.680508)"
"1217","4735 S Winchester Ave","Residential area","Residential","Ave","IL","USA","4735 S Winchester Ave","41.80725","-87.67297","(41.80725, -87.67297)","180","POINT(-87.67297 41.80725)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.67297 41.80725)"
"1218","70 W Huron St","Commercial district","Commercial","St","IL","USA","70 W Huron St","41.868633","-87.627304","(41.868633, -87.627304)","180","POINT(-87.627304 41.868633)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.627304 41.868633)"
"1219","2700 S California Ave","Industrial zone","Industrial","Ave","IL","USA","2700 S California Ave","41.843292","-87.69599","(41.843292, -87.69599)","180","POINT(-87.69599 41.843292)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.69599 41.843292)"
"1220","2845 N Newcastle Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","2845 N Newcastle Ave","41.932117","-87.79632","(41.932117, -87.79632)","180","POINT(-87.79632 41.932117)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.79632 41.932117)"
"1221","800 S Michigan Ave","Residential area","Residential","Ave","IL","USA","800 S Michigan Ave","41.970306","-87.65058","(41.970306, -87.65058)","180","POINT(-87.65058 41.970306)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.65058 41.970306)"
"1222","1815 W Monroe St","Commercial district","Commercial","St","IL","USA","1815 W Monroe St","41.96422","-87.66098","(41.96422, -87.66098)","180","POINT(-87.66098 41.96422)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.66098 41.96422)"
"1223","12302 S State St","Industrial zone","Industrial","St","IL","USA","12302 S State St","41.670017","-87.623184","(41.670017, -87.623184)","180","POINT(-87.623184 41.670017)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.623184 41.670017)"
"1224","111 E Wacker Dr","Mixed-use neighborhood","Mixed","Dr","IL","USA","111 E Wacker Dr","41.88769","-87.623566","(41.88769, -87.623566)","180","POINT(-87.623566 41.88769)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.623566 41.88769)"
"1225","5811 - 5827 S Ellis Ave","Residential area","Residential","Ave","IL","USA","5811 - 5827 S Ellis Ave","41.788982","-87.600945","(41.788982, -87.600945)","180","POINT(-87.600945 41.788982)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.600945 41.788982)"
"1226","2112 N ASHLAND AVE","Commercial district","Commercial","AVE","IL","USA","2112 N ASHLAND AVE","41.853783","-87.66645","(41.853783, -87.66645)","180","POINT(-87.66645 41.853783)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.66645 41.853783)"
"1227","9510  S CONSTANCE AVE","Industrial zone","Industrial","AVE","IL","USA","9510  S CONSTANCE AVE","41.72724","-87.55514","(41.72724, -87.55514)","180","POINT(-87.55514 41.72724)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.55514 41.72724)"
"1228","330 W Diversey Pkwy","Mixed-use neighborhood","Mixed","Pkwy","IL","USA","330 W Diversey Pkwy","41.932938","-87.638756","(41.932938, -87.638756)","180","POINT(-87.638756 41.932938)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.638756 41.932938)"
"1229","620 N Lasalle St","Residential area","Residential","St","IL","USA","620 N Lasalle St","41.950726","-87.70793","(41.950726, -87.70793)","180","POINT(-87.70793 41.950726)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.70793 41.950726)"
"1230","5440 S St Louis Ave","Commercial district","Commercial","Ave","IL","USA","5440 S St Louis Ave","41.794144","-87.71096","(41.794144, -87.71096)","180","POINT(-87.71096 41.794144)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.71096 41.794144)"
"1231","740 E 43rd St","Industrial zone","Industrial","St","IL","USA","740 E 43rd St","41.81743","-87.60783","(41.81743, -87.60783)","180","POINT(-87.60783 41.81743)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.60783 41.81743)"
"1232","410 N Monticello Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","410 N Monticello Ave","41.888596","-87.71777","(41.888596, -87.71777)","180","POINT(-87.71777 41.888596)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.71777 41.888596)"
"1233","525 W Oakdale Ave","Residential area","Residential","Ave","IL","USA","525 W Oakdale Ave","41.88425","-87.63245","(41.88425, -87.63245)","180","POINT(-87.63245 41.88425)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.63245 41.88425)"
"1234","1380  E HYDE PARK BLVD","Commercial district","Commercial","BLVD","IL","USA","1380  E HYDE PARK BLVD","41.802242","-87.603325","(41.802242, -87.603325)","180","POINT(-87.603325 41.802242)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.603325 41.802242)"
"1235","5650  N KENMORE AVE","Industrial zone","Industrial","AVE","IL","USA","5650  N KENMORE AVE","41.868633","-87.627304","(41.868633, -87.627304)","180","POINT(-87.627304 41.868633)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.627304 41.868633)"
"1236","1125 W Loyola Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","1125 W Loyola Ave","41.939693","-87.66901","(41.939693, -87.66901)","180","POINT(-87.66901 41.939693)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.66901 41.939693)"
"1237","5631 S Kimbark Ave","Residential area","Residential","Ave","IL","USA","5631 S Kimbark Ave","41.792316","-87.594406","(41.792316, -87.594406)","180","POINT(-87.594406 41.792316)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.594406 41.792316)"
"1238","6201 S Stewart Ave","Commercial district","Commercial","Ave","IL","USA","6201 S Stewart Ave","41.782055","-87.63427","(41.782055, -87.63427)","180","POINT(-87.63427 41.782055)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.63427 41.782055)"
"1239","5811 - 5827 S Ellis Ave","Industrial zone","Industrial","Ave","IL","USA","5811 - 5827 S Ellis Ave","41.788982","-87.600945","(41.788982, -87.600945)","180","POINT(-87.600945 41.788982)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.600945 41.788982)"
"1240","5807 S Woodlawn Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","5807 S Woodlawn Ave","41.886078","-87.63304","(41.886078, -87.63304)","180","POINT(-87.63304 41.886078)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.63304 41.886078)"
"1241","1201 E 60TH ST","Residential area","Residential","ST","IL","USA","1201 E 60TH ST","41.77693","-87.609505","(41.77693, -87.609505)","180","POINT(-87.609505 41.77693)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.609505 41.77693)"
"1242","1111 1135 E 87TH ST","Commercial district","Commercial","ST","IL","USA","1111 1135 E 87TH ST","41.94929","-87.64692","(41.94929, -87.64692)","180","POINT(-87.64692 41.94929)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.64692 41.94929)"
"1243","3537 S Paulina St","Industrial zone","Industrial","St","IL","USA","3537 S Paulina St","41.901516","-87.70676","(41.901516, -87.70676)","180","POINT(-87.70676 41.901516)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.70676 41.901516)"
"1244","4046 N Leavitt St","Mixed-use neighborhood","Mixed","St","IL","USA","4046 N Leavitt St","41.95544","-87.684006","(41.95544, -87.684006)","180","POINT(-87.684006 41.95544)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.684006 41.95544)"
"1245","219 S Dearborn","Residential area","Residential","Dearborn","IL","USA","219 S Dearborn","41.86842","-87.62414","(41.86842, -87.62414)","180","POINT(-87.62414 41.86842)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.62414 41.86842)"
"1246","6515 S Ashland Ave","Commercial district","Commercial","Ave","IL","USA","6515 S Ashland Ave","41.775192","-87.66368","(41.775192, -87.66368)","180","POINT(-87.66368 41.775192)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.66368 41.775192)"
"1247","4922 4942 S CORNELL AVE","Industrial zone","Industrial","AVE","IL","USA","4922 4942 S CORNELL AVE","41.840508","-87.6162","(41.840508, -87.6162)","180","POINT(-87.6162 41.840508)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.6162 41.840508)"
"1248","1001 S STATE ST","Mixed-use neighborhood","Mixed","ST","IL","USA","1001 S STATE ST","41.86986","-87.627365","(41.86986, -87.627365)","180","POINT(-87.627365 41.86986)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.627365 41.86986)"
"1249","1040  W HOLLYWOOD AVE","Residential area","Residential","AVE","IL","USA","1040  W HOLLYWOOD AVE","41.990902","-87.66661","(41.990902, -87.66661)","180","POINT(-87.66661 41.990902)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.66661 41.990902)"
"1250","24 W Walton St","Commercial district","Commercial","St","IL","USA","24 W Walton St","41.90029","-87.62906","(41.90029, -87.62906)","180","POINT(-87.62906 41.90029)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.62906 41.90029)"
"1251","424  W DIVERSEY PKWY","Industrial zone","Industrial","PKWY","IL","USA","424  W DIVERSEY PKWY","41.922012","-87.65462","(41.922012, -87.65462)","180","POINT(-87.65462 41.922012)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.65462 41.922012)"
"1252","1333 N Kingsbury","Mixed-use neighborhood","Mixed","Kingsbury","IL","USA","1333 N Kingsbury","41.906017","-87.64947","(41.906017, -87.64947)","180","POINT(-87.64947 41.906017)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.64947 41.906017)"
"1253","5801 N Sheridan Rd","Residential area","Residential","Rd","IL","USA","5801 N Sheridan Rd","41.987602","-87.65521","(41.987602, -87.65521)","180","POINT(-87.65521 41.987602)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.65521 41.987602)"
"1254","4554  S DREXEL BLVD","Commercial district","Commercial","BLVD","IL","USA","4554  S DREXEL BLVD","41.88696","-87.623055","(41.88696, -87.623055)","180","POINT(-87.623055 41.88696)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.623055 41.88696)"
"1255","865  N LARRABEE ST","Industrial zone","Industrial","ST","IL","USA","865  N LARRABEE ST","41.90375","-87.63559","(41.90375, -87.63559)","180","POINT(-87.63559 41.90375)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.63559 41.90375)"
"1256","521 531 S DEARBORN ST","Mixed-use neighborhood","Mixed","ST","IL","USA","521 531 S DEARBORN ST","41.868633","-87.627304","(41.868633, -87.627304)","180","POINT(-87.627304 41.868633)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.627304 41.868633)"
"1257","4250 S Rockwell St","Residential area","Residential","St","IL","USA","4250 S Rockwell St","41.922012","-87.65462","(41.922012, -87.65462)","180","POINT(-87.65462 41.922012)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.65462 41.922012)"
"1258","3639 3649 N PINE GROVE AVE","Commercial district","Commercial","AVE","IL","USA","3639 3649 N PINE GROVE AVE","41.95402","-87.662025","(41.95402, -87.662025)","180","POINT(-87.662025 41.95402)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.662025 41.95402)"
"1259","600 W Chicago","Industrial zone","Industrial","Chicago","IL","USA","600 W Chicago","41.8965","-87.64288","(41.8965, -87.64288)","180","POINT(-87.64288 41.8965)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.64288 41.8965)"
"1260","5101 5111 N WINCHESTER AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","5101 5111 N WINCHESTER AVE","41.97223","-87.6646","(41.97223, -87.6646)","180","POINT(-87.6646 41.97223)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.6646 41.97223)"
"1261","3424 S State Street","Residential area","Residential","Street","IL","USA","3424 S State Street","41.780464","-87.60531","(41.780464, -87.60531)","180","POINT(-87.60531 41.780464)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.60531 41.780464)"
"1262","1317 1325 N STATE PKWY","Commercial district","Commercial","PKWY","IL","USA","1317 1325 N STATE PKWY","41.87118","-87.62812","(41.87118, -87.62812)","180","POINT(-87.62812 41.87118)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.62812 41.87118)"
"1263","250 270 E Pearson St","Industrial zone","Industrial","St","IL","USA","250 270 E Pearson St","41.897896","-87.618805","(41.897896, -87.618805)","180","POINT(-87.618805 41.897896)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.618805 41.897896)"
"1264","6525 N Hiawatha Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","6525 N Hiawatha Ave","41.886215","-87.6182","(41.886215, -87.6182)","180","POINT(-87.6182 41.886215)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.6182 41.886215)"
"1265","5300 S Loomis Blvd","Residential area","Residential","Blvd","IL","USA","5300 S Loomis Blvd","41.797367","-87.66015","(41.797367, -87.66015)","180","POINT(-87.66015 41.797367)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.66015 41.797367)"
"1266","1801 S Michigan Ave","Commercial district","Commercial","Ave","IL","USA","1801 S Michigan Ave","41.845505","-87.630554","(41.845505, -87.630554)","180","POINT(-87.630554 41.845505)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.630554 41.845505)"
"1267","875 N Michigan Ave","Industrial zone","Industrial","Ave","IL","USA","875 N Michigan Ave","41.898804","-87.62298","(41.898804, -87.62298)","180","POINT(-87.62298 41.898804)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.62298 41.898804)"
"1268","1401 S Sacramento Dr","Mixed-use neighborhood","Mixed","Dr","IL","USA","1401 S Sacramento Dr","41.862392","-87.699745","(41.862392, -87.699745)","180","POINT(-87.699745 41.862392)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.699745 41.862392)"
"1269","43 E Ohio St","Residential area","Residential","St","IL","USA","43 E Ohio St","41.706604","-87.647064","(41.706604, -87.647064)","180","POINT(-87.647064 41.706604)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.647064 41.706604)"
"1270","531 535 W DEMING PL","Commercial district","Commercial","PL","IL","USA","531 535 W DEMING PL","41.922012","-87.65462","(41.922012, -87.65462)","180","POINT(-87.65462 41.922012)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.65462 41.922012)"
"1271","440 N Wabash Ave","Industrial zone","Industrial","Ave","IL","USA","440 N Wabash Ave","41.921024","-87.691376","(41.921024, -87.691376)","180","POINT(-87.691376 41.921024)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.691376 41.921024)"
"1272","360 E Randolph St","Mixed-use neighborhood","Mixed","St","IL","USA","360 E Randolph St","41.884815","-87.61796","(41.884815, -87.61796)","180","POINT(-87.61796 41.884815)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.61796 41.884815)"
"1273","5110  S DR MARTIN LUTHER KING JR DR","Residential area","Residential","DR","IL","USA","5110  S DR MARTIN LUTHER KING JR DR","41.802242","-87.603325","(41.802242, -87.603325)","180","POINT(-87.603325 41.802242)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.603325 41.802242)"
"1274","30 40 E Huron St","Commercial district","Commercial","St","IL","USA","30 40 E Huron St","41.895493","-87.62634","(41.895493, -87.62634)","180","POINT(-87.62634 41.895493)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.62634 41.895493)"
"1275","3300  W MAYPOLE AVE","Industrial zone","Industrial","AVE","IL","USA","3300  W MAYPOLE AVE","41.880825","-87.72328","(41.880825, -87.72328)","180","POINT(-87.72328 41.880825)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.72328 41.880825)"
"1276","3850  W BRYN MAWR AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","3850  W BRYN MAWR AVE","41.800785","-87.590485","(41.800785, -87.590485)","180","POINT(-87.590485 41.800785)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.590485 41.800785)"
"1277","5550 5556 S DORCHESTER AVE","Residential area","Residential","AVE","IL","USA","5550 5556 S DORCHESTER AVE","41.869255","-87.62625","(41.869255, -87.62625)","180","POINT(-87.62625 41.869255)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.62625 41.869255)"
"1278","2320 N Kenmore Ave","Commercial district","Commercial","Ave","IL","USA","2320 N Kenmore Ave","41.924084","-87.65537","(41.924084, -87.65537)","180","POINT(-87.65537 41.924084)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.65537 41.924084)"
"1279","2245 W Jackson Blvd","Industrial zone","Industrial","Blvd","IL","USA","2245 W Jackson Blvd","41.876877","-87.68324","(41.876877, -87.68324)","180","POINT(-87.68324 41.876877)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.68324 41.876877)"
"1280","3400 N Lake Shore Dr","Mixed-use neighborhood","Mixed","Dr","IL","USA","3400 N Lake Shore Dr","41.939857","-87.65846","(41.939857, -87.65846)","180","POINT(-87.65846 41.939857)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.65846 41.939857)"
"1281","7430  S ROCKWELL ST","Residential area","Residential","ST","IL","USA","7430  S ROCKWELL ST","41.77517","-87.7139","(41.77517, -87.7139)","180","POINT(-87.7139 41.77517)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.7139 41.77517)"
"1282","1001 S STATE ST","Commercial district","Commercial","ST","IL","USA","1001 S STATE ST","41.86986","-87.627365","(41.86986, -87.627365)","180","POINT(-87.627365 41.86986)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.627365 41.86986)"
"1283","26 E Pearson St","Industrial zone","Industrial","St","IL","USA","26 E Pearson St","41.897568","-87.62726","(41.897568, -87.62726)","180","POINT(-87.62726 41.897568)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.62726 41.897568)"
"1284","6157 N Sheridan Rd","Mixed-use neighborhood","Mixed","Rd","IL","USA","6157 N Sheridan Rd","41.883194","-87.628685","(41.883194, -87.628685)","180","POINT(-87.628685 41.883194)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.628685 41.883194)"
"1285","212 E Cullerton St","Residential area","Residential","St","IL","USA","212 E Cullerton St","41.85554","-87.62198","(41.85554, -87.62198)","180","POINT(-87.62198 41.85554)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.62198 41.85554)"
"1286","401 465 E Illinois St","Commercial district","Commercial","St","IL","USA","401 465 E Illinois St","41.891045","-87.61719","(41.891045, -87.61719)","180","POINT(-87.61719 41.891045)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.61719 41.891045)"
"1287","172 W Adams St","Industrial zone","Industrial","St","IL","USA","172 W Adams St","41.879913","-87.633224","(41.879913, -87.633224)","180","POINT(-87.633224 41.879913)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.633224 41.879913)"
