Data_Year,ID,Property_Name,Address,Energy_Rating,Property_Type,Floor_Area,Water_Use (kGal),Electricity_Use(kBtu),Natural_Gas_Use(kBtu),Total_GHG_Emissions(Metric Tons CO2e),GHG_Intensity(kg CO2e/sq ft),Latitude,Longitude,Location,Wards,Community_Area
2020,251929,600 S Michigan Ave,600 S Michigan Ave,3.0,College/University,175129,2858.8,8232944.7,5691040.3,1478.2,8.4,41.874054,-87.624825,"(41.874054, -87.624825)",36,38
2018,105061,Northgate Landing,7618 7628 N EASTLAKE TER,1.0,Multifamily Housing,50000,808,1556907.9,4263099.7,485.4,9.7,41.876457,-87.62486,"(41.876457, -87.62486)",5,10
2020,101935,500 N Michigan,500 N Michigan Ave,7,Office,405288,9034.1,28208056.8,522665.5,4402.4,11.3,41.89117,-87.624695,"(41.89117, -87.624695)",36,37
2020,101934,321 N Clark @ Riverfront Plaza,321 N Clark St,4.0,Office,996358,3043.6,43044786.6,5532712.6,6718,6.8,41.88827,-87.6306,"(41.88827, -87.6306)",36,37
2020,119215,919 S California Ave,919 S California Ave,1.0,Other,85000,6133.0,6364936.4,2064906.5,1103,13,41.86993,-87.695946,"(41.86993, -87.695946)",23,28
2020,251925,Peter V. Byrne Hall,2219 N Kenmore Ave,4.0,College/University,77485,3639.3,1421464.4,7482465.8,619.3,8,41.922073,-87.65466,"(41.922073, -87.65466)",34,68
2020,251926,Mondial River West,910 W Huron St,2.0,Multifamily Housing,300047,9242.7,5408132.7,11447580,1452.1,8.5,41.895065,-87.650604,"(41.895065, -87.650604)",46,25
2020,243071,1620 S. Michigan Ave Condo Association,1620 S Michigan Ave,0.0,Multifamily Housing,306737,9652.7,7960498.0,14247000,3241.1,82.1,41.859463,-87.6243,"(41.859463, -87.6243)",9,34
2016,175383,Chicago Metropolitan Housing Development Corporation,5152 5178 S KING DR,39,Multifamily Housing,58656,2309.6,382788.9,4273495.3,297.5,5.1,41.802242,-87.603325,"(41.802242, -87.603325)",33,8
2020,157955,Hilton Chicago,720 S Michigan Ave,4.0,Hotel,2054590,8968.6,56853318.8,86384061.1,13461.3,6.6,41.87251,-87.62511,"(41.87251, -87.62511)",10,38
2018,134835,Fairbanks Lofts,900 902 S WABASH AVE,4.0,Multifamily Housing,75000,52,1212457.6,2189689.3,318,4.2,41.868633,-87.627304,"(41.868633, -87.627304)",10,38
2020,101989,200 West Partners Limited Partnership,330 S Wells St,1.0,Multifamily Housing,97930,8563.8,5421633.8,4630699.8,1092.1,11.2,41.877056,-87.634026,"(41.877056, -87.634026)",36,38
2020,101507,North Park University,5148 N KEDZIE AVE,3.0,College/University,113740,6730.0,3679826.6,10926997.2,1154.7,10.2,41.97508,-87.7087,"(41.97508, -87.7087)",38,13
2018,102838,233-Senior Suites of Hegewisch,13550  S AVENUE O,2.5,Senior Care Community,60600,4975,1729331.3,4177000.1,509.6,8.4,41.651405,-87.54583,"(41.651405, -87.54583)",47,52
2017,101981,Woodlawn Terrace,4724 4730 S WOODLAWN AVE,5,Multifamily Housing,58167,7408.6,722010,4916200,394.6,6.8,41.802242,-87.603325,"(41.802242, -87.603325)",33,8
2020,235008,1400 Lake Shore Drive Condominium Association,1400 N Lake Shore Dr,4.0,Multifamily Housing,328276,3544.7,11684168.8,5672180.2,2124.8,6.5,41.908,-87.62633,"(41.908, -87.62633)",34,37
2020,101987,20 S Clark,20 S Clark St,3.5,Office,464592,7892.0,24542657.4,7248110.1,3830.4,8.2,41.7398,-87.653496,"(41.7398, -87.653496)",36,38
2017,114819,5401 S HYDE PARK CONDOMINIUM,5401  S HYDE PARK BLVD,14,Multifamily Housing,83746,9055.6,1620966,5805500,608.1,7.3,41.802242,-87.603325,"(41.802242, -87.603325)",33,8
2020,251509,Daley -CPS,5024 S Wolcott Ave,3.0,K-12 School,73350,8058.8,2522051.3,1420410,469.1,6.4,41.802425,-87.67248,"(41.802425, -87.67248)",4,59
2020,112638,Juvenile Temporary Detention Center,1100 S Hamilton Ave,2.0,Mixed Use Property,1812628,6813.4,49842129.1,36953499.6,9741.6,9.5,41.86749,-87.6803,"(41.86749, -87.6803)",46,29
2016,121587,1550 S Indiana Ave,1550  S INDIANA AVE,66,Not Available,87948,8608.3,9911228.1,9715915.6,17183.9,25.6,41.972084,-87.70235,"(41.972084, -87.70235)",10,38
2018,101519,239-Senior Suites of Marquette Village,7430  S ROCKWELL ST,2.0,Senior Care Community,77682,4587,2518298.3,4808399.9,674.4,8.7,41.77517,-87.7139,"(41.77517, -87.7139)",6,63
2020,121102,Lakeview Medical Campus LLC,1333 W Belmont Ave,1.0,Medical Office,73125,2537.0,5920075.9,3150,924.1,17.3,41.93972,-87.66227,"(41.93972, -87.66227)",40,57
2020,251505,Hawthorne Elementary Academy -CPS,3319 N Clifton Ave,3.5,K-12 School,71199,9467.1,1233894,4403400.1,426.5,6,41.94231,-87.65756,"(41.94231, -87.65756)",25,57
2020,251506,Peterson Elementary -CPS,5500 N CHRISTIANA,2.0,K-12 School,97862,2282.6,3268510.2,4907409.7,770.8,7.9,41.92266,-87.693275,"(41.92266, -87.693275)",38,13
2017,251508,Polaris Charter Academy,620 N Sawyer Ave,83,K-12 School,80000,7498.3,2283629.6,6692738.7,46239.1,55.9,41.88712,-87.656815,"(41.88712, -87.656815)",46,24
2017,101999,1415 Lunt Condominium Association,1415  W LUNT AVE,51,Multifamily Housing,51264,9636.7,746692,2558844,274,5.3,41.92266,-87.693275,"(41.92266, -87.693275)",5,10
2020,175365,College of Education Building,2247 N Halstead Ave,4.0,College/University,51170,2468.7,3099699.9,3468,484,9.5,41.922665,-87.648636,"(41.922665, -87.648636)",34,68
2020,101998,TransUnion LLC,555 W Adams St,4.0,Office,312000,8611.1,8676864.7,1729599.0,1354.2,4.3,41.87898,-87.64155,"(41.87898, -87.64155)",36,29
2020,251504,Haines Elementary -CPS,247 W 23rd Place,1.0,K-12 School,75558,8800.4,3997971,2896099.9,777.8,10.3,41.84978,-87.63388,"(41.84978, -87.63388)",26,35
2020,157971,Michigan Avenue Lofts,910 S Michigan Ave,2.5,Multifamily Housing,604881,8987.6,10557798.9,22794437.1,2858.5,5.5,41.870316,-87.62482,"(41.870316, -87.62482)",10,38
2018,157975,Lake Meadows 9,501 E 32nd St,1.0,Multifamily Housing,303979,26141,2588558.2,42434023.6,2684.5,8.8,41.892056,-87.62272,"(41.892056, -87.62272)",10,1
2020,255083,EMME,165 N Desplaines St,4.0,Multifamily Housing,228926,2866.4,5162566.1,6325557.3,1141.7,5.8,41.883286,-87.64388,"(41.883286, -87.64388)",36,29
2018,100637,Addison Towers,510 534 W ADDISON ST,1.0,Multifamily Housing,68667,3676,1664446.6,8970830.8,753.4,11,41.89217,-87.63413,"(41.89217, -87.63413)",18,57
2020,101969,Chicago Temple Building,77 W Washington,4.0,Office,238531,95.1,7873748.3,10663400.1,1795.2,7.5,41.882854,-87.630615,"(41.882854, -87.630615)",36,38
2020,101961,Inland Steel Building,30 W Monroe,3.0,Office,311003,112.2,8659372.7,19525200.4,2388.5,7.9,41.88109,-87.628586,"(41.88109, -87.628586)",36,38
2020,251959,"Moody Bible Institute, Torrey-Gray Doane",840 N LaSalle St,1.0,College/University,86585,8956.2,6556909.2,5314199.3,1305.6,15.1,41.787815,-87.598274,"(41.787815, -87.598274)",11,37
2020,101980,Harold Washington College,30 E Lake St,3.0,College/University,345300,1078.4,15201735,1089499.9,2430.4,7,41.886066,-87.626854,"(41.886066, -87.626854)",36,38
2020,132207,City North 14,2600 N Western Ave,1.0,Movie Theater,73000,7164.2,4698146.5,1662899.8,821.6,11.3,41.876457,-87.62486,"(41.876457, -87.62486)",40,23
2020,135716,"Centrum Partners, LLC",225 W Hubbard St,3.0,Other,55000,884.9,1872899,1422482.5,367.9,6.7,41.684685,-87.65547,"(41.684685, -87.65547)",36,37
2020,101971,Corboy Law Center,25 E Pearson St,3.0,College/University,306560,5080.7,16964349,7937800.1,3069.2,10,41.840508,-87.6162,"(41.840508, -87.6162)",36,37
2020,101972,150 N Wacker Dr,150 N Wacker Dr,4.0,Office,308836,4225.5,8581036.7,19573160.4,2378.9,9,41.88477,-87.637344,"(41.88477, -87.637344)",36,38
2020,251964,114 S Racine Ave,114 S Racine Ave,4.0,Office,99170,7953.7,1876108.8,2458296,423.4,4.5,41.88321,-87.64337,"(41.88321, -87.64337)",46,29
2018,159655,3000 North Sheridan,3000 N SHERIDAN RD,4.0,Multifamily Housing,223574,5082,680781,16449242.4,987,4.4,41.885853,-87.77478,"(41.885853, -87.77478)",25,57
2020,236382,Randolph Place Residences Condominium Association,165 N Canal St,4.0,Multifamily Housing,951100,1731.1,11985182,24777284.7,3186.6,4.3,41.885094,-87.6394,"(41.885094, -87.6394)",36,29
2020,113414,Ridgemoor Estates V Condominium Association,6430  W BELLE PLAINE AVE,4.0,Multifamily Housing,75706,4854.7,543883,2790822.6,233.1,3.7,41.780464,-87.60531,"(41.780464, -87.60531)",19,17
2018,243916,2930 Sheridan Tower Condominium Association,2930 N SHERIDAN RD,2.5,Multifamily Housing,242000,13893,5801669.3,15624235.8,1795.1,7.4,41.935238,-87.639725,"(41.935238, -87.639725)",25,57
2020,251530,Pasteur Elementary -CPS,5825 S Kostner Ave,4.0,K-12 School,98900,2441.0,1704448.1,3629759.9,458.8,4.6,41.78617,-87.73238,"(41.78617, -87.73238)",15,60
2020,103606,Willis Tower,233 S Wacker Dr,3.0,Office,5037125,8444.3,268467345.5,33423630.4,43674.8,8.8,41.7398,-87.653496,"(41.7398, -87.653496)",36,38
2017,251531,CarrollRosenwald-CPS,2601 W 80th St,10,K-12 School,63300,6057.4,1996365,4125198,588.2,9.3,41.747654,-87.687744,"(41.747654, -87.687744)",30,69
2020,173951,Bernard Horwich Building,3003 3033 W TOUHY AVE,43,Mixed Use Property,212000,5459.7,5064097,14714300,1571.9,9.5,42.01132,-87.70525,"(42.01132, -87.70525)",27,20
2020,101420,Chicago Acad Elementary -CPS,3400 N Austin Ave,3.0,K-12 School,250844,3678.7,5273824.9,14754889.8,1606.8,6.4,41.810013,-87.64727,"(41.810013, -87.64727)",44,17
2018,104931,4600 N. Winchester,4600 4616 N WINCHESTER AVE,1.0,Multifamily Housing,50139,2687,750964.1,6674950.9,479.5,9.6,41.97223,-87.6646,"(41.97223, -87.6646)",18,31
2020,134363,Devon Executive,4001 W Devon Ave,4.0,Office,51000,3497.5,1000548.4,8894219.1,156.2,3.1,41.86555,-87.62305,"(41.86555, -87.62305)",38,12
2020,251535,U Of Chicago Charter- Donoghue -CPS,707 E 37th St,2.5,K-12 School,74828,999.7,1729414.2,5101539.8,540.9,7.2,41.82748,-87.60831,"(41.82748, -87.60831)",10,2
2020,103605,515 North State,515 N STATE ST,4.0,Office,757990,1172.0,32797544.2,8855258.9,5118.7,6.8,41.86387,-87.64682,"(41.86387, -87.64682)",36,37
2020,103604,525 W Monroe St,525 W Monroe St,4.0,Office,1073992,1838.9,41639341.6,647188.6,6534.2,6.4,41.880543,-87.64054,"(41.880543, -87.64054)",36,29
2017,159661,00821-Brookdale Lake View,3101-3121 N Sheridan Rd,63,Multifamily Housing,205906,557.6,8170614,18973900,2518.5,12.2,41.792213,-87.59995,"(41.792213, -87.59995)",25,57
2020,243920,Newberry Plaza Condominium Association,1030 N State St,3.0,Multifamily Housing,903456,6929.7,21242248.8,38766078.4,5374.3,7.1,41.901592,-87.62891,"(41.901592, -87.62891)",11,37
2020,158316,Hard Rock Hotel,230 N Michigan Ave,4.0,Hotel,304200,2306.5,13455791.9,12933453,2787,9.3,41.886604,-87.62501,"(41.886604, -87.62501)",36,38
2020,159647,The Van der Rohe,2933 N Sheridan Rd,2.0,Multifamily Housing,220300,6784.2,4766082.4,13812799.9,1477.5,7.6,41.782066,-87.67221,"(41.782066, -87.67221)",25,57
2020,243929,The ParkShore Condominium Association,195 N Harbor Dr,4.0,Multifamily Housing,1122828,6851.9,13369574,29138399.9,3634.3,3.6,41.991196,-87.81565,"(41.991196, -87.81565)",36,38
2017,173949,"Park Gables Apartment Homes, INC",2438 2484 W ESTES AVE,14,Multifamily Housing,103000,5614.9,380424,9680900,584.5,5.7,42.0088,-87.69503,"(42.0088, -87.69503)",27,20
2020,241747,Hampden Tower Condominium Association,2754 N HAMPDEN CT,3.0,Multifamily Housing,152200,8609.5,5109978.5,2895166.9,951.3,7.8,41.93216,-87.64276,"(41.93216, -87.64276)",34,68
2018,260008,2715 NMA LLC,2731 2739 N MILWAUKEE AVE,88,Mixed Use Property,50000,925,6091520.0,5538476.4,10192.8,60.6,41.92075,-87.70153,"(41.92075, -87.70153)",41,23
2020,103617,33 E Congress,33 E Congress Pkwy,3.0,College/University,153876,9768.3,5500796.3,3578430.2,975.7,6.3,41.8754,-87.62651,"(41.8754, -87.62651)",10,38
2020,251542,Boone Elementary -CPS,6710 N Washtenaw Ave,3.5,K-12 School,92344,8457.5,1147325,6536199.8,526.2,5.7,41.782066,-87.67221,"(41.782066, -87.67221)",27,20
2020,172611,Saint Mary of the Angels Parish,1850 N Hermitage Ave,3.0,Other,72186,6845.8,814991.9,5337580.1,410.7,5.7,41.915733,-87.6721,"(41.915733, -87.6721)",40,23
2016,123202,Park View Apartments,1936 N Clark,74,Multifamily Housing,176144,2420.3,4088749.7,10517417.2,1312.3,7.5,41.917694,-87.63567,"(41.917694, -87.63567)",34,68
2020,138730,Grand Blvd Plaza,5401 S WENTWORTH AVE,3.0,Strip Mall,138730,3292.7,6245386.4,5872823.7,1286.6,9.3,41.796227,-87.6303,"(41.796227, -87.6303)",9,3
2017,102766,Brandon Shores Condo Association,6150  N KENMORE AVE,32,Multifamily Housing,54000,6800.8,874198,8925218.7,27064.6,22.4,41.759693,-87.67628,"(41.759693, -87.67628)",16,76
2016,159652,3500 N Lakeshore Drive,3500 N Lake Shore Dr,36,Multifamily Housing,210000,1080.6,2687891.4,9087999.7,978.1,4.7,41.946983,-87.64247,"(41.946983, -87.64247)",39,57
2020,251546,Reinberg Elementary -CPS,3425 N Major Ave,3.5,K-12 School,82255,8923.0,1068899.5,5782049.9,473.9,5.8,41.89336,-87.63899,"(41.89336, -87.63899)",44,15
2016,159651,The Wellington Condominium Association,352 360 W WELLINGTON AVE,63,Multifamily Housing,145000,8597.6,2202940.7,8763681.5,871.5,6,41.93692,-87.63911,"(41.93692, -87.63911)",25,57
2020,251548,Mt Vernon Elementary -CPS,10540 S Morgan St,4.0,K-12 School,82650,6228.1,847046.8,5584959.7,428.8,5.2,41.702305,-87.64817,"(41.702305, -87.64817)",22,72
2020,101890,Rehabilitation Institute of Chicago,345 E Superior St,2.0,College/University,370800,5498.2,20171906.3,60256129.7,6348.7,17.1,41.89545,-87.61832,"(41.89545, -87.61832)",36,37
2020,101891,224 S Michigan Ave,224 S Michigan Ave,4.0,Office,412504,2699.5,13254701.3,10521053.7,2627.5,6.4,41.878624,-87.62489,"(41.878624, -87.62489)",36,38
2017,111695,399 Corporation,399  W FULLERTON PKWY,35,Multifamily Housing,129735,1085.0,1502626,7292441,665.2,5.1,41.970306,-87.65058,"(41.970306, -87.65058)",34,68
2020,101883,Omni Hotel,676 N Michigan Ave,1.0,Hotel,440281,1127.3,55005377.2,292600,8600.2,19.5,41.77034,-87.63724,"(41.77034, -87.63724)",36,37
2020,173970,"Jewel Osco, 03092-95th & Stony Island",1655 E 95th St,4.0,Supermarket/Grocery Store,72651,5135.5,9307503.1,6516500.1,1798.7,24.8,41.72029,-87.5829,"(41.72029, -87.5829)",37,48
2020,251517,Skinner North / Schiller Middle -CPS,650 W Scott,4.0,K-12 School,68922,959.6,871625.7,3620700,328.3,4.8,41.840508,-87.6162,"(41.840508, -87.6162)",46,37
2016,172640,232-Senior Suites of Washington Heights,832 890 W 103RD ST,4,Senior Care Community,65505,7265.5,1878834.9,5448000.2,635.7,9.7,41.69818,-87.66237,"(41.69818, -87.66237)",42,74
2020,251518,"Pulaski Fine Arts Academy, Casimir -CPS",2230 W Mclean Ave,2.0,K-12 School,103904,6179.2,3876184.4,6403839.9,945.1,9.1,41.918785,-87.68378,"(41.918785, -87.68378)",40,23
2020,251512,Christopher Elementary -CPS,5042 S Artesian Ave,3.0,K-12 School,76800,7479.1,1782556.1,3676869.5,473.5,6.2,41.801765,-87.68607,"(41.801765, -87.68607)",8,61
2020,101887,USG Building,550 W Adams,4.0,Office,525575,7174.4,19528896.4,606774,3080.1,5.9,41.87955,-87.64174,"(41.87955, -87.64174)",36,29
2020,125859,730 N Michigan Ave,730 N Michigan Ave,3.0,Other - Mall,228000,8647.9,19457407.8,2876225.8,3189.5,14,41.89603,-87.624306,"(41.89603, -87.624306)",36,37
2020,251514,South Shore ES,1404 E 70th St,3.5,K-12 School,76945,5994.0,1017566.7,5654990.2,459.2,6,41.868633,-87.627304,"(41.868633, -87.627304)",33,39
2020,101889,333 N Michigan,333 N Michigan Ave,4.0,Office,354146,5309.2,7928157,19642001.5,2280.6,6.4,41.88764,-87.62453,"(41.88764, -87.62453)",36,38
2016,100572,Perspectives Charter Schools - Auburn Gresham Campus,8131 S May St,2,K-12 School,300000,9352.9,6394582.7,20419239.1,2266.9,7.6,41.74538,-87.65152,"(41.74538, -87.65152)",13,70
2020,251521,Mccormick -CPS,2712 S Sawyer Ave,3.5,K-12 School,100260,4252.8,2128797.7,4244070,557.7,5.6,41.84204,-87.70654,"(41.84204, -87.70654)",28,32
2021,251527,Key Elementary -CPS,509 N Parkside,70,K-12 School,75500,1681.8,2307305.7,343308.3,5857.7,33.5,41.889515,-87.7664,"(41.889515, -87.7664)",7,26
2020,251529,Lovett Elementary -CPS,6333 W Bloomingdale Ave,4.0,K-12 School,85200,4728.6,1169988.2,5119429.7,454.5,5.3,41.912785,-87.78313,"(41.912785, -87.78313)",7,26
2020,102745,Harper Place Condominium Association,5309 5343 S HARPER AVE,3.5,Multifamily Housing,88384,25.8,1456941,3887719.2,433.9,4.9,41.802242,-87.603325,"(41.802242, -87.603325)",33,8
2016,101899,6830 N SHERIDAN RD,6830  N SHERIDAN RD,68,Multifamily Housing,64264,6826.8,1112943.2,4731911.9,457.1,7.1,42.01036,-87.6683,"(42.01036, -87.6683)",5,10
2020,251525,Tilton-CPS,223 N Keeler Ave,2.5,K-12 School,104888,6480.2,1613929.8,8873130,723.2,6.9,41.970306,-87.65058,"(41.970306, -87.65058)",23,27
2020,157011,Little Village HS Campus -CPS,3120 S Kostner Ave,1.0,K-12 School,290134,6517.0,18968732.3,10805920,3534.4,12.2,41.835167,-87.735565,"(41.835167, -87.735565)",28,32
2020,260054,South Park Plaza,2600  S KING DR,95,Multifamily Housing,116400,7953.5,3163897.7,4983788.6,758.5,6.5,41.845505,-87.630554,"(41.845505, -87.630554)",48,35
2019,101471,701 709 W BROMPTON AVE,701 709 W BROMPTON AVE,4.0,Multifamily Housing,53469,2336.4,1344130.1,1633802.5,310.4,5.8,41.972084,-87.70235,"(41.972084, -87.70235)",25,57
2020,103651,Four40,440 S LaSalle St,4.0,Office,1281028,9028.0,75277389.5,360852.7,11767.7,10.2,41.97223,-87.6646,"(41.97223, -87.6646)",10,38
2016,116966,Universal City,9510  S CONSTANCE AVE,19,Multifamily Housing,162981,8525.3,3151164.5,12868588.6,1264.3,7.8,41.72724,-87.55514,"(41.72724, -87.55514)",47,44
2020,251580,Gillespie Elementary -CPS,9301 S State St,2.0,K-12 School,91300,5166.7,1360633,9423710,712.9,7.8,41.724712,-87.62321,"(41.724712, -87.62321)",43,45
2020,114789,Greenwood Condominum,4720 4726 S GREENWOOD AVE,4.0,Multifamily Housing,54224,9933.4,209633.3,3518153.9,219.6,4,41.810013,-87.64727,"(41.810013, -87.64727)",33,8
2020,117814,ASPIRA,3119 N Pulaski Rd,4.0,K-12 School,58000,6153.9,430968.6,564482.2,97.2,1.7,41.93801,-87.7271,"(41.93801, -87.7271)",21,22
2020,251574,Ariel Elemenentary-CPS,1119 E 46th St,2.5,K-12 School,147109,8201.5,4164781,8226969.9,1087,7.4,41.81099,-87.59801,"(41.81099, -87.59801)",10,5
2017,147625,828 W Grace,828  W GRACE ST,50,Multifamily Housing,221335,705.9,4060734,7666251,1158,5.2,41.87118,-87.62812,"(41.87118, -87.62812)",18,57
2020,251575,"Delano Elementary, Edward C -CPS",3937 W Wilcox St,2.0,K-12 School,99420,4339.2,2982153.6,7933980,886.8,8.9,41.878376,-87.72434,"(41.878376, -87.72434)",23,27
2020,251571,Howe Elementary -CPS,720 N Lorel Ave,3.0,K-12 School,69535,3178.3,1266377.8,4206190.1,421.1,6.1,41.893673,-87.75931,"(41.893673, -87.75931)",45,26
2020,251573,Hamline Elementary-CPS,4747 S Bishop St,2.5,K-12 School,79511,7402.7,2537170,3661390.1,590.4,7.4,41.795612,-87.59892,"(41.795612, -87.59892)",4,59
2020,103643,180 N LaSalle St,180 N LaSalle St,4.0,Office,859786,1138.1,20415344.1,23641640.4,5125.2,6,41.868633,-87.627304,"(41.868633, -87.627304)",36,38
2020,131291,29 N Wacker Dr,29 N Wacker Dr,4.0,Office,149904,1394.0,4615023.1,6133026.8,1046,7.6,41.869255,-87.62625,"(41.869255, -87.62625)",36,38
2020,103645,203 N LaSalle St,203 N LaSalle St,4.0,Office,1191631,6624.3,34656715.2,400857.8,5430.1,8.2,41.886063,-87.63169,"(41.886063, -87.63169)",36,38
2020,103647,135 S LaSalle Property LLC,135 S LaSalle St,2.5,Office,1547120,5585.5,44403069.6,72467511.9,11970,7.7,41.879772,-87.63155,"(41.879772, -87.63155)",36,38
2020,255936,Marlowe Chicago,675 N Wells St,4.0,Multifamily Housing,130817,9541.5,2690080.4,6205580,749.4,5.7,41.89213,-87.63513,"(41.89213, -87.63513)",36,37
2020,255937,seven 10 west,710 W Grand Ave,2.0,Multifamily Housing,100346,8117.9,2409752.3,5611790,674.2,7.5,41.87827,-87.64809,"(41.87827, -87.64809)",36,37
2017,260060,2300 N Commonwealth,2300 2320 N COMMONWEALTH AVE,54,Multifamily Housing,56074,1211.8,2483349,573610,489.6,8.7,41.840508,-87.6162,"(41.840508, -87.6162)",34,68
2016,238595,Lake Shore Towers Cooperative Building Corporation,3920 N LAKE SHORE DR,59,Multifamily Housing,91460,6811.6,1794950.8,21841898.2,1491,16.3,41.90375,-87.63559,"(41.90375, -87.63559)",39,57
2020,156576,Rice Building,815 W Van Buren St,4.0,Office,80610,1756.4,671372.9,2908535.7,259.3,3.2,41.975525,-87.69722,"(41.975525, -87.69722)",26,29
2020,260042,McClurg Court Center,333 E Ontario St,1.0,Multifamily Housing,915001,9762.9,31572488.6,76755519.7,9004.4,11,41.893227,-87.61867,"(41.893227, -87.61867)",36,37
2020,103661,One Magnificent Mile,980 N Michigan Ave,2.5,Mixed Use Property,1047675,3625.9,50432279.8,5960040.0,7870.9,7.7,41.993984,-87.81421,"(41.993984, -87.81421)",36,37
2018,173908,5000 South Cornell,5000  S CORNELL AVE,4.0,Multifamily Housing,149950,2846,1492794.4,9746179,766,5.1,41.88063,-87.62649,"(41.88063, -87.62649)",33,8
2020,251590,Tarkington School Of Excellence Es -CPS,3330 W 71st St,2.5,K-12 School,136289,5815.0,5472584.2,3332690.1,1031.1,7.6,41.886078,-87.63304,"(41.886078, -87.63304)",31,64
2020,244817,The Towers,1221 N DEARBORN ST,4.0,Multifamily Housing,267485,1869.9,6279277.3,3174649.3,1148.6,5.3,41.904686,-87.62961,"(41.904686, -87.62961)",11,37
2020,242638,Ontario Street Lofts CA,411 W Ontario St,4.0,Multifamily Housing,329554,8247.1,3184948.3,8875848.8,1023,3.9,41.808865,-87.6267,"(41.808865, -87.6267)",36,37
2020,173907,Hampton House,1715 1733 E 53RD ST,3.5,Multifamily Housing,176450,6253.4,1830630.1,13284050.5,991.3,5.6,41.802242,-87.603325,"(41.802242, -87.603325)",33,8
2021,255943,Wicker Park Connection - 1640 W Division,1640 W Division St,4.0,Multifamily Housing,167696,6460.9,5268663.7,237621.6,765.1,5.2,41.82021,-87.612465,"(41.82021, -87.612465)",41,25
2020,251586,Andersen Elementary -CPS,1148 N Honore St,3.0,K-12 School,92173,3954.2,1194578.3,7362570,577.5,6.3,41.90246,-87.67403,"(41.90246, -87.67403)",41,25
2020,255941,MB Ice Arena,1801 W Jackson Blvd,2.0,Ice/Curling Rink,178172,9671.8,11717174,1335613.3,1899.6,14.9,41.877644,-87.67413,"(41.877644, -87.67413)",46,29
2020,251588,"Taylor, Douglas -CPS",9912 S Avenue H,2.0,K-12 School,87628,3855.4,1010667.5,9732470.2,674.7,7.7,41.715164,-87.53378,"(41.715164, -87.53378)",47,49
2020,251581,Avalon Park Elementary -CPS,8045 S Kenwood Ave,3.0,K-12 School,87101,8384.1,1867824,5197999.8,567.6,6.5,41.748493,-87.591324,"(41.748493, -87.591324)",35,41
2020,251582,Fuller -CPS,4214 S St Lawrence Ave,4.0,K-12 School,91800,6823.9,1161563.1,3907170,388.8,4.2,41.88696,-87.623055,"(41.88696, -87.623055)",10,4
2020,251583,Holden Elementary -CPS,1104 W 31st St,4.0,K-12 School,99762,8212.9,1227198.6,5872050.1,503.4,5,41.809326,-87.59248,"(41.809326, -87.59248)",48,58
2016,102323,3515 W Franklin,3515 3525 W FRANKLIN BLVD,69,Multifamily Housing,65208,948.5,737503.8,1199907.1,199.7,3.1,41.880825,-87.72328,"(41.880825, -87.72328)",23,27
2020,103656,Merchandise Mart,222 Merchandise Mart Plz,88,Office,4259185,9306.0,97554926.2,76248400.9,20933.1,5.1,41.88799,-87.635345,"(41.88799, -87.635345)",36,37
2019,255949,3630 N Clark St,3630 N Clark St,1.0,Hotel,184703,4542.9,16343060.3,16815421.6,3612,19.6,41.95481,-87.65036,"(41.95481, -87.65036)",39,31
2020,251589,Nobel -CPS,4127 W Hirsch St,3.0,K-12 School,75800,8941.4,1521979.8,4201240.1,460.7,6.1,41.88712,-87.656815,"(41.88712, -87.656815)",49,24
2020,255947,CA Washington Condo Association,27 N Aberdeen St,3.5,Multifamily Housing,218875,7457.6,3107667,4821379.3,741.1,4.1,41.71459,-87.68148,"(41.71459, -87.68148)",26,29
2020,255948,Spoke Apartments,728 N Morgan St,4.0,Multifamily Housing,420049,9316.4,11323890.2,10165429.6,2307.2,6.6,41.89598,-87.66056,"(41.89598, -87.66056)",46,25
2020,158303,W Chicago Lakeshore,644 N Lakeshore Dr,4.0,Hotel,437452,3988.0,18489658.4,8417300,3332.8,8.7,41.90578,-87.66365,"(41.90578, -87.66365)",36,37
2020,158307,Two River Place,720 N Larrabee St,2.0,Multifamily Housing,332586,2853.7,7607019.8,15302892.7,2000,7.7,41.680508,-87.66246,"(41.680508, -87.66246)",36,37
2020,159639,00806-The Hallmark,2960 N Lake Shore Dr,3.0,Multifamily Housing,489535,9255.4,10446541.2,27197601.3,3075,7,41.935963,-87.63737,"(41.935963, -87.63737)",25,57
2020,157458,Midwest Apartments,6 N Hamlin Blvd,3.0,Multifamily Housing,249910,5162.4,5251041.4,12135902,1464.1,6.3,41.881138,-87.72105,"(41.881138, -87.72105)",23,27
2020,159637,Hawthorne House Apartments,3450 N Lake Shore Dr,4.0,Multifamily Housing,599388,4522.6,5293779,32753365.4,2565.9,4.8,41.945133,-87.64221,"(41.945133, -87.64221)",25,57
2020,240429,The Buckingham Condominium Association,360 E Randolph St,1.0,Multifamily Housing,680267,3862.5,29350605.1,2626393.5,4720.2,9.3,41.884815,-87.61796,"(41.884815, -87.61796)",36,38
2016,172607,Marshfield Lofts,1734 1740 N MARSHFIELD AVE,25,Multifamily Housing,70916,351.4,866188.7,1626517.8,246,3.5,41.902252,-87.68448,"(41.902252, -87.68448)",11,25
