L_ID,L_Name,Description,L_Type,Zip,State,Country,L_Address,Latitude,Longitude,Location,Elevation,Region,Population,Safe_Index,Environment_Index,Development_Index,Geo_Data
"1471","6840 N SACRAMENTO AVE","Industrial zone","Industrial","AVE","IL","USA","6840 N SACRAMENTO AVE","41.870132","-87.70168","(41.870132, -87.70168)","180","South","30000","75","Moderate","Mature","POINT(-87.70168 41.870132)"
"1336","55 W Cermak Rd","Mixed-use neighborhood","Mixed","Rd","IL","USA","55 W Cermak Rd","41.809326","-87.59248","(41.809326, -87.59248)","180","West","30000","75","Moderate","Mature","POINT(-87.59248 41.809326)"
"","","","","","","","","","","","","","","","","",""
"1434","3161  N CAMBRIDGE AVE","Commercial district","Commercial","AVE","IL","USA","3161  N CAMBRIDGE AVE","41.93985","-87.65845","(41.93985, -87.65845)","180","Northeast","30000","75","High","Developing","POINT(-87.65845 41.93985)"
"1499","626 640 W WAVELAND AVE","Industrial zone","Industrial","AVE","IL","USA","626 640 W WAVELAND AVE","41.95402","-87.662025","(41.95402, -87.662025)","180","South","30000","75","Low","Advanced","POINT(-87.662025 41.95402)"
"1436","1029 1051 W NORTH SHORE AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","1029 1051 W NORTH SHORE AVE","42.01036","-87.6683","(42.01036, -87.6683)","180","West","30000","75","Low","Advanced","POINT(-87.6683 42.01036)"
"1434","3161  N CAMBRIDGE AVE","Commercial district","Commercial","AVE","IL","USA","3161  N CAMBRIDGE AVE","41.93985","-87.65845","(41.93985, -87.65845)","180","Northeast","30000","75","High","Developing","POINT(-87.65845 41.93985)"
"1247","4922 4942 S CORNELL AVE","Industrial zone","Industrial","AVE","IL","USA","4922 4942 S CORNELL AVE","41.840508","-87.6162","(41.840508, -87.6162)","180","South","30000","75","Low","Advanced","POINT(-87.6162 41.840508)"
"1478","5152 5178 S KING DR","Commercial district","Commercial","DR","IL","USA","5152 5178 S KING DR","41.802242","-87.603325","(41.802242, -87.603325)","180","Northeast","30000","75","Low","Advanced","POINT(-87.603325 41.802242)"
"","","","","","","","","","","","","","","","","",""
"1182","101 113 W DIVISION ST","Commercial district","Commercial","ST","IL","USA","101 113 W DIVISION ST","41.906868","-87.73218","(41.906868, -87.73218)","180","Northeast","30000","75","High","Developing","POINT(-87.73218 41.906868)"
"1318","2247 N Halstead Ave","Commercial district","Commercial","Ave","IL","USA","2247 N Halstead Ave","41.922665","-87.648636","(41.922665, -87.648636)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.648636 41.922665)"
"1478","5152 5178 S KING DR","Commercial district","Commercial","DR","IL","USA","5152 5178 S KING DR","41.802242","-87.603325","(41.802242, -87.603325)","180","Northeast","30000","75","Low","Advanced","POINT(-87.603325 41.802242)"
"1450","333 S Ashland Ave","Commercial district","Commercial","Ave","IL","USA","333 S Ashland Ave","41.868633","-87.627304","(41.868633, -87.627304)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.627304 41.868633)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1262","1317 1325 N STATE PKWY","Commercial district","Commercial","PKWY","IL","USA","1317 1325 N STATE PKWY","41.87118","-87.62812","(41.87118, -87.62812)","180","Northeast","30000","75","Low","Advanced","POINT(-87.62812 41.87118)"
"1436","1029 1051 W NORTH SHORE AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","1029 1051 W NORTH SHORE AVE","42.01036","-87.6683","(42.01036, -87.6683)","180","West","30000","75","Low","Advanced","POINT(-87.6683 42.01036)"
"1432","3900  W BRYN MAWR AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","3900  W BRYN MAWR AVE","41.780464","-87.60531","(41.780464, -87.60531)","180","West","30000","75","Moderate","Mature","POINT(-87.60531 41.780464)"
"1436","1029 1051 W NORTH SHORE AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","1029 1051 W NORTH SHORE AVE","42.01036","-87.6683","(42.01036, -87.6683)","180","West","30000","75","Low","Advanced","POINT(-87.6683 42.01036)"
"1450","333 S Ashland Ave","Commercial district","Commercial","Ave","IL","USA","333 S Ashland Ave","41.868633","-87.627304","(41.868633, -87.627304)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.627304 41.868633)"
"1434","3161  N CAMBRIDGE AVE","Commercial district","Commercial","AVE","IL","USA","3161  N CAMBRIDGE AVE","41.93985","-87.65845","(41.93985, -87.65845)","180","Northeast","30000","75","High","Developing","POINT(-87.65845 41.93985)"
"1460","1640 W Division St","Mixed-use neighborhood","Mixed","St","IL","USA","1640 W Division St","41.82021","-87.612465","(41.82021, -87.612465)","180","West","30000","75","Low","Advanced","POINT(-87.612465 41.82021)"
"1337","521 541 W WELLINGTON AVE","Residential area","Residential","AVE","IL","USA","521 541 W WELLINGTON AVE","41.88321","-87.64337","(41.88321, -87.64337)","180","Midwest","30000","75","Low","Advanced","POINT(-87.64337 41.88321)"
"","","","","","","","","","","","","","","","","",""
"1447","101 E Erie","Industrial zone","Industrial","Erie","IL","USA","101 E Erie","41.963963","-87.65181","(41.963963, -87.65181)","180","South","30000","75","Moderate","Mature","POINT(-87.65181 41.963963)"
"1450","333 S Ashland Ave","Commercial district","Commercial","Ave","IL","USA","333 S Ashland Ave","41.868633","-87.627304","(41.868633, -87.627304)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.627304 41.868633)"
"1313","5501 5511 W WASHINGTON BLVD","Residential area","Residential","BLVD","IL","USA","5501 5511 W WASHINGTON BLVD","41.880394","-87.75827","(41.880394, -87.75827)","180","Midwest","30000","75","Low","Advanced","POINT(-87.75827 41.880394)"
"1300","3525 W Peterson Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","3525 W Peterson Ave","41.990273","-87.71702","(41.990273, -87.71702)","180","West","30000","75","Moderate","Mature","POINT(-87.71702 41.990273)"
"","","","","","","","","","","","","","","","","",""
"1434","3161  N CAMBRIDGE AVE","Commercial district","Commercial","AVE","IL","USA","3161  N CAMBRIDGE AVE","41.93985","-87.65845","(41.93985, -87.65845)","180","Northeast","30000","75","High","Developing","POINT(-87.65845 41.93985)"
"1499","626 640 W WAVELAND AVE","Industrial zone","Industrial","AVE","IL","USA","626 640 W WAVELAND AVE","41.95402","-87.662025","(41.95402, -87.662025)","180","South","30000","75","Low","Advanced","POINT(-87.662025 41.95402)"
"1229","620 N Lasalle St","Residential area","Residential","St","IL","USA","620 N Lasalle St","41.950726","-87.70793","(41.950726, -87.70793)","180","Midwest","30000","75","Low","Advanced","POINT(-87.70793 41.950726)"
"1485","1245  S WOOD ST","Residential area","Residential","ST","IL","USA","1245  S WOOD ST","41.84915","-87.6709","(41.84915, -87.6709)","180","Midwest","30000","75","High","Developing","POINT(-87.6709 41.84915)"
"1503","5101 5111 N WINCHESTER AVE","Industrial zone","Industrial","AVE","IL","USA","5101 5111 N WINCHESTER AVE","41.97223","-87.6646","(41.97223, -87.6646)","180","South","30000","75","High","Developing","POINT(-87.6646 41.97223)"
"1132","2350 N Lincoln Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","2350 N Lincoln Ave","41.873993","-87.65168","(41.873993, -87.65168)","180","West","30000","75","Moderate","Mature","POINT(-87.65168 41.873993)"
"1461","2108  S PRINCETON AVE","Residential area","Residential","AVE","IL","USA","2108  S PRINCETON AVE","41.845505","-87.630554","(41.845505, -87.630554)","180","Midwest","30000","75","High","Developing","POINT(-87.630554 41.845505)"
"1368","8130 S California Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","8130 S California Ave","41.762592","-87.57232","(41.762592, -87.57232)","180","West","30000","75","High","Developing","POINT(-87.57232 41.762592)"
"1503","5101 5111 N WINCHESTER AVE","Industrial zone","Industrial","AVE","IL","USA","5101 5111 N WINCHESTER AVE","41.97223","-87.6646","(41.97223, -87.6646)","180","South","30000","75","High","Developing","POINT(-87.6646 41.97223)"
"1460","1640 W Division St","Mixed-use neighborhood","Mixed","St","IL","USA","1640 W Division St","41.82021","-87.612465","(41.82021, -87.612465)","180","West","30000","75","Low","Advanced","POINT(-87.612465 41.82021)"
"1165","1119 N Cleveland Ave","Residential area","Residential","Ave","IL","USA","1119 N Cleveland Ave","41.976578","-87.6701","(41.976578, -87.6701)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.6701 41.976578)"
"1499","626 640 W WAVELAND AVE","Industrial zone","Industrial","AVE","IL","USA","626 640 W WAVELAND AVE","41.95402","-87.662025","(41.95402, -87.662025)","180","South","30000","75","Low","Advanced","POINT(-87.662025 41.95402)"
"1496","660  W WRIGHTWOOD AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","660  W WRIGHTWOOD AVE","41.922012","-87.65462","(41.922012, -87.65462)","180","West","30000","75","Low","Advanced","POINT(-87.65462 41.922012)"
"1432","3900  W BRYN MAWR AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","3900  W BRYN MAWR AVE","41.780464","-87.60531","(41.780464, -87.60531)","180","West","30000","75","Moderate","Mature","POINT(-87.60531 41.780464)"
"1473","5600 5608 W WASHINGTON BLVD","Residential area","Residential","BLVD","IL","USA","5600 5608 W WASHINGTON BLVD","41.7398","-87.653496","(41.7398, -87.653496)","180","Midwest","30000","75","High","Developing","POINT(-87.653496 41.7398)"
"1503","5101 5111 N WINCHESTER AVE","Industrial zone","Industrial","AVE","IL","USA","5101 5111 N WINCHESTER AVE","41.97223","-87.6646","(41.97223, -87.6646)","180","South","30000","75","High","Developing","POINT(-87.6646 41.97223)"
"1491","510 W Erie St","Industrial zone","Industrial","St","IL","USA","510 W Erie St","41.970306","-87.65058","(41.970306, -87.65058)","180","South","30000","75","High","Developing","POINT(-87.65058 41.970306)"
"1381","347 W Chestnut St","Residential area","Residential","St","IL","USA","347 W Chestnut St","41.680508","-87.66246","(41.680508, -87.66246)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.66246 41.680508)"
"1368","8130 S California Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","8130 S California Ave","41.762592","-87.57232","(41.762592, -87.57232)","180","West","30000","75","High","Developing","POINT(-87.57232 41.762592)"
"1313","5501 5511 W WASHINGTON BLVD","Residential area","Residential","BLVD","IL","USA","5501 5511 W WASHINGTON BLVD","41.880394","-87.75827","(41.880394, -87.75827)","180","Midwest","30000","75","Low","Advanced","POINT(-87.75827 41.880394)"
"","","","","","","","","","","","","","","","","",""
"1478","5152 5178 S KING DR","Commercial district","Commercial","DR","IL","USA","5152 5178 S KING DR","41.802242","-87.603325","(41.802242, -87.603325)","180","Northeast","30000","75","Low","Advanced","POINT(-87.603325 41.802242)"
"1450","333 S Ashland Ave","Commercial district","Commercial","Ave","IL","USA","333 S Ashland Ave","41.868633","-87.627304","(41.868633, -87.627304)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.627304 41.868633)"
"","","","","","","","","","","","","","","","","",""
"1281","7430  S ROCKWELL ST","Residential area","Residential","ST","IL","USA","7430  S ROCKWELL ST","41.77517","-87.7139","(41.77517, -87.7139)","180","Midwest","30000","75","High","Developing","POINT(-87.7139 41.77517)"
"1050","860 W Evergreen Ave","Commercial district","Commercial","Ave","IL","USA","860 W Evergreen Ave","41.906113","-87.65013","(41.906113, -87.65013)","180","Northeast","30000","75","High","Developing","POINT(-87.65013 41.906113)"
"1401","18 28 S Michigan Ave","Residential area","Residential","Ave","IL","USA","18 28 S Michigan Ave","41.76739","-87.56693","(41.76739, -87.56693)","180","Midwest","30000","75","High","Developing","POINT(-87.56693 41.76739)"
"","","","","","","","","","","","","","","","","",""
"1461","2108  S PRINCETON AVE","Residential area","Residential","AVE","IL","USA","2108  S PRINCETON AVE","41.845505","-87.630554","(41.845505, -87.630554)","180","Midwest","30000","75","High","Developing","POINT(-87.630554 41.845505)"
"","","","","","","","","","","","","","","","","",""
"1323","7451 7521 N CLARK ST","Industrial zone","Industrial","ST","IL","USA","7451 7521 N CLARK ST","42.01809","-87.673645","(42.01809, -87.673645)","180","South","30000","75","High","Developing","POINT(-87.673645 42.01809)"
"","","","","","","","","","","","","","","","","",""
"1493","30 32 E ADAMS ST","Residential area","Residential","ST","IL","USA","30 32 E ADAMS ST","41.87954","-87.62649","(41.87954, -87.62649)","180","Midwest","30000","75","Low","Advanced","POINT(-87.62649 41.87954)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1368","8130 S California Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","8130 S California Ave","41.762592","-87.57232","(41.762592, -87.57232)","180","West","30000","75","High","Developing","POINT(-87.57232 41.762592)"
"1198","251 E Huron St","Commercial district","Commercial","St","IL","USA","251 E Huron St","41.876854","-87.64988","(41.876854, -87.64988)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.64988 41.876854)"
"1308","7342 W Foster Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","7342 W Foster Ave","41.910374","-87.630646","(41.910374, -87.630646)","180","West","30000","75","High","Developing","POINT(-87.630646 41.910374)"
"","","","","","","","","","","","","","","","","",""
"1087","501 W 24th Pl","Industrial zone","Industrial","Pl","IL","USA","501 W 24th Pl","41.847878","-87.63925","(41.847878, -87.63925)","180","South","30000","75","Moderate","Mature","POINT(-87.63925 41.847878)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1073","610 S Michigan Ave","Residential area","Residential","Ave","IL","USA","610 S Michigan Ave","41.87373","-87.62548","(41.87373, -87.62548)","180","Midwest","30000","75","Low","Advanced","POINT(-87.62548 41.87373)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1269","43 E Ohio St","Residential area","Residential","St","IL","USA","43 E Ohio St","41.706604","-87.647064","(41.706604, -87.647064)","180","Midwest","30000","75","High","Developing","POINT(-87.647064 41.706604)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1451","1155 N DEARBORN ST","Industrial zone","Industrial","ST","IL","USA","1155 N DEARBORN ST","41.903454","-87.62968","(41.903454, -87.62968)","180","South","30000","75","Low","Advanced","POINT(-87.62968 41.903454)"
"1109","40 E CEDAR ST","Residential area","Residential","ST","IL","USA","40 E CEDAR ST","41.90272","-87.62691","(41.90272, -87.62691)","180","Midwest","30000","75","Low","Advanced","POINT(-87.62691 41.90272)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1262","1317 1325 N STATE PKWY","Commercial district","Commercial","PKWY","IL","USA","1317 1325 N STATE PKWY","41.87118","-87.62812","(41.87118, -87.62812)","180","Northeast","30000","75","Low","Advanced","POINT(-87.62812 41.87118)"
"","","","","","","","","","","","","","","","","",""
"1450","333 S Ashland Ave","Commercial district","Commercial","Ave","IL","USA","333 S Ashland Ave","41.868633","-87.627304","(41.868633, -87.627304)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.627304 41.868633)"
"","","","","","","","","","","","","","","","","",""
"1187","5100 N Marine Dr","Industrial zone","Industrial","Dr","IL","USA","5100 N Marine Dr","41.975655","-87.65245","(41.975655, -87.65245)","180","South","30000","75","Low","Advanced","POINT(-87.65245 41.975655)"
"","","","","","","","","","","","","","","","","",""
"1056","21 W Chestnut St","Mixed-use neighborhood","Mixed","St","IL","USA","21 W Chestnut St","41.972084","-87.70235","(41.972084, -87.70235)","180","West","30000","75","High","Developing","POINT(-87.70235 41.972084)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1476","2 N Riverside Plz","Mixed-use neighborhood","Mixed","Plz","IL","USA","2 N Riverside Plz","41.87781","-87.65493","(41.87781, -87.65493)","180","West","30000","75","High","Developing","POINT(-87.65493 41.87781)"
"","","","","","","","","","","","","","","","","",""
"1431","55  W CHESTNUT ST","Industrial zone","Industrial","ST","IL","USA","55  W CHESTNUT ST","41.90375","-87.63559","(41.90375, -87.63559)","180","South","30000","75","High","Developing","POINT(-87.63559 41.90375)"
"1105","899 S Plymouth Ct","Residential area","Residential","Ct","IL","USA","899 S Plymouth Ct","41.87086","-87.628555","(41.87086, -87.628555)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.628555 41.87086)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1271","440 N Wabash Ave","Industrial zone","Industrial","Ave","IL","USA","440 N Wabash Ave","41.921024","-87.691376","(41.921024, -87.691376)","180","South","30000","75","Low","Advanced","POINT(-87.691376 41.921024)"
"1308","7342 W Foster Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","7342 W Foster Ave","41.910374","-87.630646","(41.910374, -87.630646)","180","West","30000","75","High","Developing","POINT(-87.630646 41.910374)"
"1418","111 W Polk St","Commercial district","Commercial","St","IL","USA","111 W Polk St","41.86842","-87.62414","(41.86842, -87.62414)","180","Northeast","30000","75","Low","Advanced","POINT(-87.62414 41.86842)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1272","360 E Randolph St","Mixed-use neighborhood","Mixed","St","IL","USA","360 E Randolph St","41.884815","-87.61796","(41.884815, -87.61796)","180","West","30000","75","High","Developing","POINT(-87.61796 41.884815)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1369","565 W Quincy St","Residential area","Residential","St","IL","USA","565 W Quincy St","41.87862","-87.64199","(41.87862, -87.64199)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.64199 41.87862)"
"","","","","","","","","","","","","","","","","",""
"1388","2754 N HAMPDEN CT","Mixed-use neighborhood","Mixed","CT","IL","USA","2754 N HAMPDEN CT","41.93216","-87.64276","(41.93216, -87.64276)","180","West","30000","75","Low","Advanced","POINT(-87.64276 41.93216)"
"1436","1029 1051 W NORTH SHORE AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","1029 1051 W NORTH SHORE AVE","42.01036","-87.6683","(42.01036, -87.6683)","180","West","30000","75","Low","Advanced","POINT(-87.6683 42.01036)"
"1440","29 N Wacker Dr","Mixed-use neighborhood","Mixed","Dr","IL","USA","29 N Wacker Dr","41.869255","-87.62625","(41.869255, -87.62625)","180","West","30000","75","High","Developing","POINT(-87.62625 41.869255)"
"1453","27 N Aberdeen St","Residential area","Residential","St","IL","USA","27 N Aberdeen St","41.71459","-87.68148","(41.71459, -87.68148)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.68148 41.71459)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1456","535 N Michigan Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","535 N Michigan Ave","41.92075","-87.70153","(41.92075, -87.70153)","180","West","30000","75","Moderate","Mature","POINT(-87.70153 41.92075)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1263","250 270 E Pearson St","Industrial zone","Industrial","St","IL","USA","250 270 E Pearson St","41.897896","-87.618805","(41.897896, -87.618805)","180","South","30000","75","High","Developing","POINT(-87.618805 41.897896)"
"1471","6840 N SACRAMENTO AVE","Industrial zone","Industrial","AVE","IL","USA","6840 N SACRAMENTO AVE","41.870132","-87.70168","(41.870132, -87.70168)","180","South","30000","75","Moderate","Mature","POINT(-87.70168 41.870132)"
"1014","118 N Clark St","Commercial district","Commercial","St","IL","USA","118 N Clark St","41.808865","-87.6267","(41.808865, -87.6267)","180","Northeast","30000","75","High","Developing","POINT(-87.6267 41.808865)"
"","","","","","","","","","","","","","","","","",""
"1264","6525 N Hiawatha Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","6525 N Hiawatha Ave","41.886215","-87.6182","(41.886215, -87.6182)","180","West","30000","75","Moderate","Mature","POINT(-87.6182 41.886215)"
"1024","2921 S MICHIGAN AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","2921 S MICHIGAN AVE","41.84171","-87.622826","(41.84171, -87.622826)","180","West","30000","75","Moderate","Mature","POINT(-87.622826 41.84171)"
"1436","1029 1051 W NORTH SHORE AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","1029 1051 W NORTH SHORE AVE","42.01036","-87.6683","(42.01036, -87.6683)","180","West","30000","75","Low","Advanced","POINT(-87.6683 42.01036)"
"1428","2510 S Kildare Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","2510 S Kildare Ave","41.883194","-87.628685","(41.883194, -87.628685)","180","West","30000","75","High","Developing","POINT(-87.628685 41.883194)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1456","535 N Michigan Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","535 N Michigan Ave","41.92075","-87.70153","(41.92075, -87.70153)","180","West","30000","75","Moderate","Mature","POINT(-87.70153 41.92075)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1433","3950 N Lake Shore Dr","Residential area","Residential","Dr","IL","USA","3950 N Lake Shore Dr","41.876457","-87.62486","(41.876457, -87.62486)","180","Midwest","30000","75","Low","Advanced","POINT(-87.62486 41.876457)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1495","4800 S Chicago Beach Dr","Industrial zone","Industrial","Dr","IL","USA","4800 S Chicago Beach Dr","41.80657","-87.5867","(41.80657, -87.5867)","180","South","30000","75","Moderate","Mature","POINT(-87.5867 41.80657)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1484","1030 N State St","Mixed-use neighborhood","Mixed","St","IL","USA","1030 N State St","41.901592","-87.62891","(41.901592, -87.62891)","180","West","30000","75","Low","Advanced","POINT(-87.62891 41.901592)"
"1504","195 N Harbor Dr","Mixed-use neighborhood","Mixed","Dr","IL","USA","195 N Harbor Dr","41.991196","-87.81565","(41.991196, -87.81565)","180","West","30000","75","Moderate","Mature","POINT(-87.81565 41.991196)"
"1497","405 N Wabash Ave","Residential area","Residential","Ave","IL","USA","405 N Wabash Ave","41.88888","-87.62644","(41.88888, -87.62644)","180","Midwest","30000","75","High","Developing","POINT(-87.62644 41.88888)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1422","200 N Green St","Commercial district","Commercial","St","IL","USA","200 N Green St","41.89029","-87.61816","(41.89029, -87.61816)","180","Northeast","30000","75","High","Developing","POINT(-87.61816 41.89029)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1274","30 40 E Huron St","Commercial district","Commercial","St","IL","USA","30 40 E Huron St","41.895493","-87.62634","(41.895493, -87.62634)","180","Northeast","30000","75","Low","Advanced","POINT(-87.62634 41.895493)"
"1432","3900  W BRYN MAWR AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","3900  W BRYN MAWR AVE","41.780464","-87.60531","(41.780464, -87.60531)","180","West","30000","75","Moderate","Mature","POINT(-87.60531 41.780464)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1461","2108  S PRINCETON AVE","Residential area","Residential","AVE","IL","USA","2108  S PRINCETON AVE","41.845505","-87.630554","(41.845505, -87.630554)","180","Midwest","30000","75","High","Developing","POINT(-87.630554 41.845505)"
"1404","1636 N Wells St","Mixed-use neighborhood","Mixed","St","IL","USA","1636 N Wells St","41.912273","-87.63549","(41.912273, -87.63549)","180","West","30000","75","High","Developing","POINT(-87.63549 41.912273)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1316","5645 W Addison St","Mixed-use neighborhood","Mixed","St","IL","USA","5645 W Addison St","41.87827","-87.64809","(41.87827, -87.64809)","180","West","30000","75","Low","Advanced","POINT(-87.64809 41.87827)"
"1268","1401 S Sacramento Dr","Mixed-use neighborhood","Mixed","Dr","IL","USA","1401 S Sacramento Dr","41.862392","-87.699745","(41.862392, -87.699745)","180","West","30000","75","Low","Advanced","POINT(-87.699745 41.862392)"
"","","","","","","","","","","","","","","","","",""
"1057","1333 N Laramie Ave","Residential area","Residential","Ave","IL","USA","1333 N Laramie Ave","41.904987","-87.75511","(41.904987, -87.75511)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.75511 41.904987)"
"1119","300 N Central Park Ave","Industrial zone","Industrial","Ave","IL","USA","300 N Central Park Ave","41.88626","-87.717964","(41.88626, -87.717964)","180","South","30000","75","High","Developing","POINT(-87.717964 41.88626)"
"1158","624 S Michigan Ave","Commercial district","Commercial","Ave","IL","USA","624 S Michigan Ave","41.947426","-87.642685","(41.947426, -87.642685)","180","Northeast","30000","75","High","Developing","POINT(-87.642685 41.947426)"
"1391","3843 N California Ave","Industrial zone","Industrial","Ave","IL","USA","3843 N California Ave","41.95106","-87.698166","(41.95106, -87.698166)","180","South","30000","75","Low","Advanced","POINT(-87.698166 41.95106)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1145","801 E 133rd Pl","Residential area","Residential","Pl","IL","USA","801 E 133rd Pl","41.895477","-87.660355","(41.895477, -87.660355)","180","Midwest","30000","75","Low","Advanced","POINT(-87.660355 41.895477)"
"1279","2245 W Jackson Blvd","Industrial zone","Industrial","Blvd","IL","USA","2245 W Jackson Blvd","41.876877","-87.68324","(41.876877, -87.68324)","180","South","30000","75","Moderate","Mature","POINT(-87.68324 41.876877)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1488","222 S RACINE AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","222 S RACINE AVE","41.883114","-87.64488","(41.883114, -87.64488)","180","West","30000","75","High","Developing","POINT(-87.64488 41.883114)"
"","","","","","","","","","","","","","","","","",""
"1145","801 E 133rd Pl","Residential area","Residential","Pl","IL","USA","801 E 133rd Pl","41.895477","-87.660355","(41.895477, -87.660355)","180","Midwest","30000","75","Low","Advanced","POINT(-87.660355 41.895477)"
"1182","101 113 W DIVISION ST","Commercial district","Commercial","ST","IL","USA","101 113 W DIVISION ST","41.906868","-87.73218","(41.906868, -87.73218)","180","Northeast","30000","75","High","Developing","POINT(-87.73218 41.906868)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1373","2718 W Roscoe St","Residential area","Residential","St","IL","USA","2718 W Roscoe St","42.006603","-87.66729","(42.006603, -87.66729)","180","Midwest","30000","75","Low","Advanced","POINT(-87.66729 42.006603)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1504","195 N Harbor Dr","Mixed-use neighborhood","Mixed","Dr","IL","USA","195 N Harbor Dr","41.991196","-87.81565","(41.991196, -87.81565)","180","West","30000","75","Moderate","Mature","POINT(-87.81565 41.991196)"
