ID,Community_ID,S_Name,S_Type,P_Name,S_Address,Contact,Office_Hour,Capacity,Specialties,Insurance_Type,Is_Emergency,Wait_Time,Patient_Rating,Qualification,Website
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2567","7.0","ZjnWJvKEmslBGKUpnTBV","Recreation","CwvFNjhXEMipfnn","6701 XWwbXMlmlqNbamF St.","+1-389-935-7933","Mon-Fri 8AM - 7PM, Sat Closed, Sun Closed","79","AezHyDFLulEeiSkeVXhLiDyuZWAzhr","No","Yes","46 minutes","8","Not Accredited","http://mkdnuecim.com"
"2567","7.0","ZjnWJvKEmslBGKUpnTBV","Recreation","CwvFNjhXEMipfnn","6701 XWwbXMlmlqNbamF St.","+1-389-935-7933","Mon-Fri 8AM - 7PM, Sat Closed, Sun Closed","79","AezHyDFLulEeiSkeVXhLiDyuZWAzhr","No","Yes","46 minutes","8","Not Accredited","http://mkdnuecim.com"
"2567","7.0","ZjnWJvKEmslBGKUpnTBV","Recreation","CwvFNjhXEMipfnn","6701 XWwbXMlmlqNbamF St.","+1-389-935-7933","Mon-Fri 8AM - 7PM, Sat Closed, Sun Closed","79","AezHyDFLulEeiSkeVXhLiDyuZWAzhr","No","Yes","46 minutes","8","Not Accredited","http://mkdnuecim.com"
"2574","13.0","pUPsdyoOUrZcyKFtKpTj","Education","uzupOuuFNOcEVob","6031 isRloMwGLZEclve St.","+1-410-234-8159","Mon-Fri Closed, Sat Closed, Sun Closed","92","QzFMBxNfJOUWoOchfViSdUlcZrbgWc","Yes","Yes","22 minutes","7","Not Accredited","http://yfdfjyg.com"
"2567","7.0","ZjnWJvKEmslBGKUpnTBV","Recreation","CwvFNjhXEMipfnn","6701 XWwbXMlmlqNbamF St.","+1-389-935-7933","Mon-Fri 8AM - 7PM, Sat Closed, Sun Closed","79","AezHyDFLulEeiSkeVXhLiDyuZWAzhr","No","Yes","46 minutes","8","Not Accredited","http://mkdnuecim.com"
"2567","7.0","ZjnWJvKEmslBGKUpnTBV","Recreation","CwvFNjhXEMipfnn","6701 XWwbXMlmlqNbamF St.","+1-389-935-7933","Mon-Fri 8AM - 7PM, Sat Closed, Sun Closed","79","AezHyDFLulEeiSkeVXhLiDyuZWAzhr","No","Yes","46 minutes","8","Not Accredited","http://mkdnuecim.com"
"2608","32.0","RzUMcTRSMNGwZYqIFZkV","Social","sqWPJLtoPjCvEpG","9763 rymGWFAEqBnRbmr St.","+1-905-573-4747","Mon-Fri Closed, Sat 9AM - 5PM, Sun 9AM - 5PM","46","ouRyrYBKXbfJBpCMPHzhARHvtRIuRf","No","Yes","53 minutes","8","Accredited","http://hwvidocjzc.com"
"2593","6.0","zlqZXuYWQybCxMHlXcKf","Social","nZHOmcBvjgsEnPf","6469 ifernNOBakjENtM St.","+1-769-942-5479","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","75","tJcRbsrovukQqTOStYHpLrRzhHXAhN","Yes","Yes","118 minutes","7","Accredited","http://vtjkuujf.com"
"2593","6.0","zlqZXuYWQybCxMHlXcKf","Social","nZHOmcBvjgsEnPf","6469 ifernNOBakjENtM St.","+1-769-942-5479","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","75","tJcRbsrovukQqTOStYHpLrRzhHXAhN","Yes","Yes","118 minutes","7","Accredited","http://vtjkuujf.com"
"2593","6.0","zlqZXuYWQybCxMHlXcKf","Social","nZHOmcBvjgsEnPf","6469 ifernNOBakjENtM St.","+1-769-942-5479","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","75","tJcRbsrovukQqTOStYHpLrRzhHXAhN","Yes","Yes","118 minutes","7","Accredited","http://vtjkuujf.com"
"2593","6.0","zlqZXuYWQybCxMHlXcKf","Social","nZHOmcBvjgsEnPf","6469 ifernNOBakjENtM St.","+1-769-942-5479","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","75","tJcRbsrovukQqTOStYHpLrRzhHXAhN","Yes","Yes","118 minutes","7","Accredited","http://vtjkuujf.com"
"2593","6.0","zlqZXuYWQybCxMHlXcKf","Social","nZHOmcBvjgsEnPf","6469 ifernNOBakjENtM St.","+1-769-942-5479","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","75","tJcRbsrovukQqTOStYHpLrRzhHXAhN","Yes","Yes","118 minutes","7","Accredited","http://vtjkuujf.com"
"2567","7.0","ZjnWJvKEmslBGKUpnTBV","Recreation","CwvFNjhXEMipfnn","6701 XWwbXMlmlqNbamF St.","+1-389-935-7933","Mon-Fri 8AM - 7PM, Sat Closed, Sun Closed","79","AezHyDFLulEeiSkeVXhLiDyuZWAzhr","No","Yes","46 minutes","8","Not Accredited","http://mkdnuecim.com"
"2593","6.0","zlqZXuYWQybCxMHlXcKf","Social","nZHOmcBvjgsEnPf","6469 ifernNOBakjENtM St.","+1-769-942-5479","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","75","tJcRbsrovukQqTOStYHpLrRzhHXAhN","Yes","Yes","118 minutes","7","Accredited","http://vtjkuujf.com"
"2593","6.0","zlqZXuYWQybCxMHlXcKf","Social","nZHOmcBvjgsEnPf","6469 ifernNOBakjENtM St.","+1-769-942-5479","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","75","tJcRbsrovukQqTOStYHpLrRzhHXAhN","Yes","Yes","118 minutes","7","Accredited","http://vtjkuujf.com"
"2579","3.0","zGHwmobKUXlLAiEIkMmW","Healthcare","MhjciRUBjHkTrTw","336 BrWTIsCSMKvzRoS St.","+1-762-775-2604","Mon-Fri Closed, Sat 6AM - 5PM, Sun 6AM - 5PM","99","ztUujwpAoaIscObSbvQsdSCctNmYnL","No","Yes","76 minutes","5","Accredited","http://vfvpztqpo.com"
"2579","3.0","zGHwmobKUXlLAiEIkMmW","Healthcare","MhjciRUBjHkTrTw","336 BrWTIsCSMKvzRoS St.","+1-762-775-2604","Mon-Fri Closed, Sat 6AM - 5PM, Sun 6AM - 5PM","99","ztUujwpAoaIscObSbvQsdSCctNmYnL","No","Yes","76 minutes","5","Accredited","http://vfvpztqpo.com"
"2595","68.0","cuxOBwpevYgWcHeIpopa","Education","FKXoksBKKtuVWGZ","3773 ZhirGOCNqgArbvN St.","+1-536-274-3933","Mon-Fri Closed, Sat 8AM - 11PM, Sun Closed","100","hEmMahaZnIqskTYUFoxxaqqAGhKlOw","No","Yes","90 minutes","7","Accredited","http://xuaklfja.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2461","77.0","MGduOPHyZorrWgHKnNNR","Recreation","sufDzHInGUCvBvC","3917 MNMDRSjEhUoqaOG St.","+1-674-483-5386","Mon-Fri Closed, Sat 7AM - 11PM, Sun Closed","41","jcQXgGexTdEvNwtThPIOCzAvorAlHc","No","No","44 minutes","10","Not Accredited","http://hcfcincl.com"
"2461","77.0","MGduOPHyZorrWgHKnNNR","Recreation","sufDzHInGUCvBvC","3917 MNMDRSjEhUoqaOG St.","+1-674-483-5386","Mon-Fri Closed, Sat 7AM - 11PM, Sun Closed","41","jcQXgGexTdEvNwtThPIOCzAvorAlHc","No","No","44 minutes","10","Not Accredited","http://hcfcincl.com"
"2608","32.0","RzUMcTRSMNGwZYqIFZkV","Social","sqWPJLtoPjCvEpG","9763 rymGWFAEqBnRbmr St.","+1-905-573-4747","Mon-Fri Closed, Sat 9AM - 5PM, Sun 9AM - 5PM","46","ouRyrYBKXbfJBpCMPHzhARHvtRIuRf","No","Yes","53 minutes","8","Accredited","http://hwvidocjzc.com"
"2461","77.0","MGduOPHyZorrWgHKnNNR","Recreation","sufDzHInGUCvBvC","3917 MNMDRSjEhUoqaOG St.","+1-674-483-5386","Mon-Fri Closed, Sat 7AM - 11PM, Sun Closed","41","jcQXgGexTdEvNwtThPIOCzAvorAlHc","No","No","44 minutes","10","Not Accredited","http://hcfcincl.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2572","41.0","eITrpClJWnJtKkLnNuDT","Social","FMTsaRbHyoehgit","7908 yTYRWwOAeVUTtQm St.","+1-930-258-5293","Mon-Fri 9AM - 6PM, Sat 9AM - 6PM, Sun Closed","74","FyquQuaxQWloDZxDuhhnZYuugZeeUE","Yes","No","105 minutes","2","Not Accredited","http://emwqqcj.com"
"2582","39.0","zpdMLBWekSajrGiaFdYc","Healthcare","LVSgOtKBnlmnNMF","9285 SHDlzNwqNUbXyDJ St.","+1-339-777-5791","Mon-Fri Closed, Sat Closed, Sun Closed","79","WXOoAZkZtHVuJluWhkOjTyWdRjJVzJ","Yes","Yes","118 minutes","8","Not Accredited","http://arzbsy.com"
"2572","41.0","eITrpClJWnJtKkLnNuDT","Social","FMTsaRbHyoehgit","7908 yTYRWwOAeVUTtQm St.","+1-930-258-5293","Mon-Fri 9AM - 6PM, Sat 9AM - 6PM, Sun Closed","74","FyquQuaxQWloDZxDuhhnZYuugZeeUE","Yes","No","105 minutes","2","Not Accredited","http://emwqqcj.com"
"2572","41.0","eITrpClJWnJtKkLnNuDT","Social","FMTsaRbHyoehgit","7908 yTYRWwOAeVUTtQm St.","+1-930-258-5293","Mon-Fri 9AM - 6PM, Sat 9AM - 6PM, Sun Closed","74","FyquQuaxQWloDZxDuhhnZYuugZeeUE","Yes","No","105 minutes","2","Not Accredited","http://emwqqcj.com"
"2580","43.0","jMyOKAptcDxLpYvDYChG","Recreation","fstmvondSFLSBfa","1884 IlpChKFXoXYSiKb St.","+1-264-937-9429","Mon-Fri Closed, Sat Closed, Sun Closed","55","MFjCMUtRQilFrXJJDSMfsbOjzMrdsV","Yes","Yes","36 minutes","3","Accredited","http://sbdog.com"
"2389","2.0","TvTbcAGdnYeITCRNnFHt","Social","kilrcZvyCxSmAmH","3823 VjmpYfHFWnFXuKV St.","+1-397-268-3497","Mon-Fri 9AM - 5PM, Sat Closed, Sun 9AM - 5PM","18","UpaQcKgdroVSjwEqCPajKOrCKhRPUy","No","Yes","70 minutes","9","Accredited","http://aadkbrk.com"
"2389","2.0","TvTbcAGdnYeITCRNnFHt","Social","kilrcZvyCxSmAmH","3823 VjmpYfHFWnFXuKV St.","+1-397-268-3497","Mon-Fri 9AM - 5PM, Sat Closed, Sun 9AM - 5PM","18","UpaQcKgdroVSjwEqCPajKOrCKhRPUy","No","Yes","70 minutes","9","Accredited","http://aadkbrk.com"
"1812","51.0","HSwUTXUrOozCYIzPowBX","Healthcare","yzFANZSPPzWhHLu","9904 heVNstOQcscQtlc St.","+1-883-810-3479","Mon-Fri 8AM - 5PM, Sat 8AM - 5PM, Sun Closed","3","NqjMsiKUiiLGVseUewJPjUJBMTIePp","Yes","Yes","36 minutes","4","Accredited","http://rnetmmeg.com"
"2176","47.0","dOsQcKPHQSRkETQdiwvn","Education","ozFyGqhmzBnofMs","1879 fTlBaWOCXIDhSms St.","+1-665-268-1143","Mon-Fri 9AM - 6PM, Sat 9AM - 6PM, Sun 9AM - 6PM","3","zRElUnIsjCwTIbFemVbOaWfQKdOPuM","Yes","No","118 minutes","9","Not Accredited","http://wccsuulqp.com"
"2506","24.0","rqEwTmmdwhLUEUlFCMnt","Education","LmEUyrxgcideBPg","8245 VdLwsiGutXkSbPZ St.","+1-730-295-7798","Mon-Fri Closed, Sat Closed, Sun 6AM - 6PM","63","kBKiqPBHaeBGCYuBitNdislFZpNnGJ","Yes","No","51 minutes","4","Accredited","http://hmvqpvo.com"
"2555","55.0","boErLQPkjqfmkVBWYFsc","Recreation","EIqmdOzKfRwFctO","4127 bisFiZzSFxuvrcb St.","+1-980-286-6065","Mon-Fri Closed, Sat 6AM - 8PM, Sun 6AM - 8PM","92","tXlNiiABYnHTPWCqQBUofGFRetvFSD","No","No","20 minutes","9","Accredited","http://whgobhvqzz.com"
"2579","3.0","zGHwmobKUXlLAiEIkMmW","Healthcare","MhjciRUBjHkTrTw","336 BrWTIsCSMKvzRoS St.","+1-762-775-2604","Mon-Fri Closed, Sat 6AM - 5PM, Sun 6AM - 5PM","99","ztUujwpAoaIscObSbvQsdSCctNmYnL","No","Yes","76 minutes","5","Accredited","http://vfvpztqpo.com"
"1807","60.0","kYAvAoKrvSnlYeXdJKMf","Social","bTYKfCYTuUeooSu","3970 OLBmbnPcPNBKkfx St.","+1-380-706-2404","Mon-Fri 8AM - 10PM, Sat Closed, Sun 8AM - 10PM","26","UdMaiOcgvHVukkudieljcZsTiDHBgq","No","No","69 minutes","4","Accredited","http://ihczda.com"
"2582","39.0","zpdMLBWekSajrGiaFdYc","Healthcare","LVSgOtKBnlmnNMF","9285 SHDlzNwqNUbXyDJ St.","+1-339-777-5791","Mon-Fri Closed, Sat Closed, Sun Closed","79","WXOoAZkZtHVuJluWhkOjTyWdRjJVzJ","Yes","Yes","118 minutes","8","Not Accredited","http://arzbsy.com"
"2572","41.0","eITrpClJWnJtKkLnNuDT","Social","FMTsaRbHyoehgit","7908 yTYRWwOAeVUTtQm St.","+1-930-258-5293","Mon-Fri 9AM - 6PM, Sat 9AM - 6PM, Sun Closed","74","FyquQuaxQWloDZxDuhhnZYuugZeeUE","Yes","No","105 minutes","2","Not Accredited","http://emwqqcj.com"
"2579","3.0","zGHwmobKUXlLAiEIkMmW","Healthcare","MhjciRUBjHkTrTw","336 BrWTIsCSMKvzRoS St.","+1-762-775-2604","Mon-Fri Closed, Sat 6AM - 5PM, Sun 6AM - 5PM","99","ztUujwpAoaIscObSbvQsdSCctNmYnL","No","Yes","76 minutes","5","Accredited","http://vfvpztqpo.com"
"2569","33.0","nJMqXXtyVkghioBEupQq","Education","ZrvVQSBtDMPrnJH","228 xbadXiOPMDgEfmI St.","+1-566-673-1005","Mon-Fri Closed, Sat Closed, Sun 6AM - 9PM","19","XanLhAIEvlNzABxjMrloBphukylGUv","Yes","No","112 minutes","5","Accredited","http://ulwtarnx.com"
"1812","51.0","HSwUTXUrOozCYIzPowBX","Healthcare","yzFANZSPPzWhHLu","9904 heVNstOQcscQtlc St.","+1-883-810-3479","Mon-Fri 8AM - 5PM, Sat 8AM - 5PM, Sun Closed","3","NqjMsiKUiiLGVseUewJPjUJBMTIePp","Yes","Yes","36 minutes","4","Accredited","http://rnetmmeg.com"
"2599","5.0","uARbfwUnzUyLhulREBbN","Recreation","mGqsRRyvIIiJFvq","1377 QxkMmjIvmsdqUDI St.","+1-898-726-6294","Mon-Fri Closed, Sat 6AM - 5PM, Sun 6AM - 5PM","55","LqVAcQrtMvxhZFXxFHDNaljXGvEOKh","No","Yes","66 minutes","7","Accredited","http://epcwv.com"
"2579","3.0","zGHwmobKUXlLAiEIkMmW","Healthcare","MhjciRUBjHkTrTw","336 BrWTIsCSMKvzRoS St.","+1-762-775-2604","Mon-Fri Closed, Sat 6AM - 5PM, Sun 6AM - 5PM","99","ztUujwpAoaIscObSbvQsdSCctNmYnL","No","Yes","76 minutes","5","Accredited","http://vfvpztqpo.com"
"2450","42.0","TOGwmdooOQNetGfysdkE","Recreation","fJeBzFxBBPBKTLa","5767 orybYDXbcTVxbpS St.","+1-651-952-3776","Mon-Fri Closed, Sat 9AM - 5PM, Sun Closed","26","wFBKjXVReQZNczUGIpMHcJsdUvdDnU","No","No","72 minutes","2","Accredited","http://hcpqbhetp.com"
"2599","5.0","uARbfwUnzUyLhulREBbN","Recreation","mGqsRRyvIIiJFvq","1377 QxkMmjIvmsdqUDI St.","+1-898-726-6294","Mon-Fri Closed, Sat 6AM - 5PM, Sun 6AM - 5PM","55","LqVAcQrtMvxhZFXxFHDNaljXGvEOKh","No","Yes","66 minutes","7","Accredited","http://epcwv.com"
"2593","6.0","zlqZXuYWQybCxMHlXcKf","Social","nZHOmcBvjgsEnPf","6469 ifernNOBakjENtM St.","+1-769-942-5479","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","75","tJcRbsrovukQqTOStYHpLrRzhHXAhN","Yes","Yes","118 minutes","7","Accredited","http://vtjkuujf.com"
"2506","24.0","rqEwTmmdwhLUEUlFCMnt","Education","LmEUyrxgcideBPg","8245 VdLwsiGutXkSbPZ St.","+1-730-295-7798","Mon-Fri Closed, Sat Closed, Sun 6AM - 6PM","63","kBKiqPBHaeBGCYuBitNdislFZpNnGJ","Yes","No","51 minutes","4","Accredited","http://hmvqpvo.com"
"2608","32.0","RzUMcTRSMNGwZYqIFZkV","Social","sqWPJLtoPjCvEpG","9763 rymGWFAEqBnRbmr St.","+1-905-573-4747","Mon-Fri Closed, Sat 9AM - 5PM, Sun 9AM - 5PM","46","ouRyrYBKXbfJBpCMPHzhARHvtRIuRf","No","Yes","53 minutes","8","Accredited","http://hwvidocjzc.com"
"2490","38.0","gSARGBrsOLKzlxbhiYfx","Healthcare","cmiNlCpRLaIdhmE","2675 luqUCPZLsJZnavx St.","+1-474-765-9348","Mon-Fri 9AM - 11PM, Sat 9AM - 11PM, Sun 9AM - 11PM","8","oswpfElyhkWlxQTOFwWSjBGjVsWmJX","No","Yes","94 minutes","9","Not Accredited","http://hnyhxmo.com"
"2580","43.0","jMyOKAptcDxLpYvDYChG","Recreation","fstmvondSFLSBfa","1884 IlpChKFXoXYSiKb St.","+1-264-937-9429","Mon-Fri Closed, Sat Closed, Sun Closed","55","MFjCMUtRQilFrXJJDSMfsbOjzMrdsV","Yes","Yes","36 minutes","3","Accredited","http://sbdog.com"
"2579","3.0","zGHwmobKUXlLAiEIkMmW","Healthcare","MhjciRUBjHkTrTw","336 BrWTIsCSMKvzRoS St.","+1-762-775-2604","Mon-Fri Closed, Sat 6AM - 5PM, Sun 6AM - 5PM","99","ztUujwpAoaIscObSbvQsdSCctNmYnL","No","Yes","76 minutes","5","Accredited","http://vfvpztqpo.com"
"2579","3.0","zGHwmobKUXlLAiEIkMmW","Healthcare","MhjciRUBjHkTrTw","336 BrWTIsCSMKvzRoS St.","+1-762-775-2604","Mon-Fri Closed, Sat 6AM - 5PM, Sun 6AM - 5PM","99","ztUujwpAoaIscObSbvQsdSCctNmYnL","No","Yes","76 minutes","5","Accredited","http://vfvpztqpo.com"
"2572","41.0","eITrpClJWnJtKkLnNuDT","Social","FMTsaRbHyoehgit","7908 yTYRWwOAeVUTtQm St.","+1-930-258-5293","Mon-Fri 9AM - 6PM, Sat 9AM - 6PM, Sun Closed","74","FyquQuaxQWloDZxDuhhnZYuugZeeUE","Yes","No","105 minutes","2","Not Accredited","http://emwqqcj.com"
"2593","6.0","zlqZXuYWQybCxMHlXcKf","Social","nZHOmcBvjgsEnPf","6469 ifernNOBakjENtM St.","+1-769-942-5479","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","75","tJcRbsrovukQqTOStYHpLrRzhHXAhN","Yes","Yes","118 minutes","7","Accredited","http://vtjkuujf.com"
"2593","6.0","zlqZXuYWQybCxMHlXcKf","Social","nZHOmcBvjgsEnPf","6469 ifernNOBakjENtM St.","+1-769-942-5479","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","75","tJcRbsrovukQqTOStYHpLrRzhHXAhN","Yes","Yes","118 minutes","7","Accredited","http://vtjkuujf.com"
"2562","1.0","EmmgBDcskrmYhlSNKyiV","Social","wepCPKwxZitoHkW","9554 CfXJweqOWuXNEpZ St.","+1-695-925-6157","Mon-Fri Closed, Sat 7AM - 6PM, Sun Closed","35","AYtjYvscVLWslXhJEOYwJcVZPrlRHI","Yes","No","49 minutes","6","Not Accredited","http://bxfezhoym.com"
"2506","24.0","rqEwTmmdwhLUEUlFCMnt","Education","LmEUyrxgcideBPg","8245 VdLwsiGutXkSbPZ St.","+1-730-295-7798","Mon-Fri Closed, Sat Closed, Sun 6AM - 6PM","63","kBKiqPBHaeBGCYuBitNdislFZpNnGJ","Yes","No","51 minutes","4","Accredited","http://hmvqpvo.com"
"2467","49.0","GzIWAYocDtVwiUzfPqtS","Education","JClgfUODvdpRRdq","8266 qdLvjFgxAqGxgkd St.","+1-464-875-1089","Mon-Fri 6AM - 10PM, Sat Closed, Sun Closed","31","unodtKEzuXoxKTVldenOOUteEdhcWi","Yes","Yes","24 minutes","8","Accredited","http://brdzz.com"
"2490","38.0","gSARGBrsOLKzlxbhiYfx","Healthcare","cmiNlCpRLaIdhmE","2675 luqUCPZLsJZnavx St.","+1-474-765-9348","Mon-Fri 9AM - 11PM, Sat 9AM - 11PM, Sun 9AM - 11PM","8","oswpfElyhkWlxQTOFwWSjBGjVsWmJX","No","Yes","94 minutes","9","Not Accredited","http://hnyhxmo.com"
"2569","33.0","nJMqXXtyVkghioBEupQq","Education","ZrvVQSBtDMPrnJH","228 xbadXiOPMDgEfmI St.","+1-566-673-1005","Mon-Fri Closed, Sat Closed, Sun 6AM - 9PM","19","XanLhAIEvlNzABxjMrloBphukylGUv","Yes","No","112 minutes","5","Accredited","http://ulwtarnx.com"
"2389","2.0","TvTbcAGdnYeITCRNnFHt","Social","kilrcZvyCxSmAmH","3823 VjmpYfHFWnFXuKV St.","+1-397-268-3497","Mon-Fri 9AM - 5PM, Sat Closed, Sun 9AM - 5PM","18","UpaQcKgdroVSjwEqCPajKOrCKhRPUy","No","Yes","70 minutes","9","Accredited","http://aadkbrk.com"
"2567","7.0","ZjnWJvKEmslBGKUpnTBV","Recreation","CwvFNjhXEMipfnn","6701 XWwbXMlmlqNbamF St.","+1-389-935-7933","Mon-Fri 8AM - 7PM, Sat Closed, Sun Closed","79","AezHyDFLulEeiSkeVXhLiDyuZWAzhr","No","Yes","46 minutes","8","Not Accredited","http://mkdnuecim.com"
"2585","40.0","AoeFAPhFLLblJFFjvjnn","Social","xvcMQtLFkeeCFuW","3869 lMuoGVchFKvlmeo St.","+1-511-419-7805","Mon-Fri 6AM - 7PM, Sat Closed, Sun 6AM - 7PM","25","CthAedUPQNPQPKWCQslBhYOEKBjjJP","No","No","74 minutes","2","Not Accredited","http://hmynpsweg.com"
"2506","24.0","rqEwTmmdwhLUEUlFCMnt","Education","LmEUyrxgcideBPg","8245 VdLwsiGutXkSbPZ St.","+1-730-295-7798","Mon-Fri Closed, Sat Closed, Sun 6AM - 6PM","63","kBKiqPBHaeBGCYuBitNdislFZpNnGJ","Yes","No","51 minutes","4","Accredited","http://hmvqpvo.com"
"2608","32.0","RzUMcTRSMNGwZYqIFZkV","Social","sqWPJLtoPjCvEpG","9763 rymGWFAEqBnRbmr St.","+1-905-573-4747","Mon-Fri Closed, Sat 9AM - 5PM, Sun 9AM - 5PM","46","ouRyrYBKXbfJBpCMPHzhARHvtRIuRf","No","Yes","53 minutes","8","Accredited","http://hwvidocjzc.com"
"2495","31.0","KCHZQCSnxuJgrAcQazsn","Social","yBCVjeeGZuHVJWV","9515 HUrUseWAPsNLckB St.","+1-294-788-3515","Mon-Fri 7AM - 11PM, Sat Closed, Sun Closed","86","ZHgJFkiRMXDSrqsfnyKhBdhmgXOUcb","No","No","32 minutes","8","Accredited","http://leiddsf.com"
"1857","44.0","HUoZWRDjnrZlnuJeUNKk","Recreation","ZTAhAwGrafGREcG","8114 UCJQOKDiisIStRH St.","+1-439-231-3365","Mon-Fri 7AM - 6PM, Sat 7AM - 6PM, Sun Closed","71","XWLnDChWgGTVbUXmtihYVYdMEGwrhk","Yes","No","82 minutes","7","Not Accredited","http://eauyhwr.com"
"2562","1.0","EmmgBDcskrmYhlSNKyiV","Social","wepCPKwxZitoHkW","9554 CfXJweqOWuXNEpZ St.","+1-695-925-6157","Mon-Fri Closed, Sat 7AM - 6PM, Sun Closed","35","AYtjYvscVLWslXhJEOYwJcVZPrlRHI","Yes","No","49 minutes","6","Not Accredited","http://bxfezhoym.com"
"2593","6.0","zlqZXuYWQybCxMHlXcKf","Social","nZHOmcBvjgsEnPf","6469 ifernNOBakjENtM St.","+1-769-942-5479","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","75","tJcRbsrovukQqTOStYHpLrRzhHXAhN","Yes","Yes","118 minutes","7","Accredited","http://vtjkuujf.com"
"2555","55.0","boErLQPkjqfmkVBWYFsc","Recreation","EIqmdOzKfRwFctO","4127 bisFiZzSFxuvrcb St.","+1-980-286-6065","Mon-Fri Closed, Sat 6AM - 8PM, Sun 6AM - 8PM","92","tXlNiiABYnHTPWCqQBUofGFRetvFSD","No","No","20 minutes","9","Accredited","http://whgobhvqzz.com"
"2591","28.0","iXTnwJKOgffHVkfpRpUE","Recreation","AwMBJkJqXcjYinl","4286 xSHKWIYPQcFzzpx St.","+1-620-366-6235","Mon-Fri Closed, Sat 9AM - 10PM, Sun 9AM - 10PM","91","vukPyUGakEJTIoYtmjbRYOmRZzREYV","Yes","No","107 minutes","1","Accredited","http://gtyhmwo.com"
"2593","6.0","zlqZXuYWQybCxMHlXcKf","Social","nZHOmcBvjgsEnPf","6469 ifernNOBakjENtM St.","+1-769-942-5479","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","75","tJcRbsrovukQqTOStYHpLrRzhHXAhN","Yes","Yes","118 minutes","7","Accredited","http://vtjkuujf.com"
"2469","50.0","ncopisVLWsepkizRmSqP","Social","CkXUmFZnRGbsLnb","7960 uUZodxYcPFWHuBL St.","+1-218-375-9201","Mon-Fri Closed, Sat 9AM - 6PM, Sun Closed","64","YNIZNkEKrJREznsKvGVilrsKIBKgjw","No","Yes","77 minutes","5","Accredited","http://axajyini.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2593","6.0","zlqZXuYWQybCxMHlXcKf","Social","nZHOmcBvjgsEnPf","6469 ifernNOBakjENtM St.","+1-769-942-5479","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","75","tJcRbsrovukQqTOStYHpLrRzhHXAhN","Yes","Yes","118 minutes","7","Accredited","http://vtjkuujf.com"
