Building_ID,Building_Address,Building_Type,Build_Year,Zip,State,City,Community_ID,Community_Name,Latitude,Longitude,Location,Energy_Rating,Property_Type,Floor_Area,Water_Use,Electricity_Use,Natural_Gas_Use,Total_GHG_Emissions,GHG_Intensity,Wards,Community_Area
"241405","501 N Clinton St","Residential","1921-04-01","60654.0","VA","Sale Creek","24.0","WEST TOWN","41.89102","-87.64219","(41.89102, -87.64219)","1.0","Multifamily Housing","317800","1800.7","10322330.6","19746699.8","2659.8","9.1","36","25"
"241533","565 W Quincy St","Residential","1921-04-01","60661.0","KY","Moorland","28.0","NEAR WEST SIDE","41.87862","-87.64199","(41.87862, -87.64199)","3.0","Multifamily Housing","468962","8931.4","13202519","4146579.2","2280.8","6","36","29"
"241550","1305 S Michigan Ave","Residential","1966-04-01","60605.0","IL","Leesburg","13.0","NORTH PARK","41.86563","-87.62407","(41.86563, -87.62407)","3.0","Multifamily Housing","330065","9702.8","7389815.2","6288970.5","1838.3","6.8","9","34"
"241747","2754 N HAMPDEN CT","Residential","1954-04-01","60614.0","VA","Leesburg","7.0","LINCOLN PARK","41.93216","-87.64276","(41.93216, -87.64276)","3.0","Multifamily Housing","152200","8609.5","5109978.5","2895166.9","951.3","7.8","34","68"
"241989","30 E ELM ST","Residential","1900-04-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","42.01036","-87.6683","(42.01036, -87.6683)","1.0","Multifamily Housing","104980","8388.3","2904174.7","9768238.3","972.1","10.9","11","37"
"242048","3550 N Lake Shore Dr","Residential","1900-04-01","60657.0","MN","Russell","6.0","LAKE VIEW","41.869255","-87.62625","(41.869255, -87.62625)","3.5","Multifamily Housing","775610","4328.9","12392138.3","37711998.2","3937.1","5.8","39","57"
"242162","635 N Dearborn St","Residential","1907-04-01","60654.0","VA","Sale Creek","8.0","NEAR NORTH SIDE","41.71459","-87.68148","(41.71459, -87.68148)","3.5","Multifamily Housing","271000","3915.6","3868904.7","12472400.1","1266.3","6","36","37"
"242188","345 N LaSalle St","Residential","2017-04-01","60654.0","VA","Sale Creek","8.0","NEAR NORTH SIDE","41.888412","-87.63246","(41.888412, -87.63246)","1.5","Multifamily Housing","709000","1890.9","14392000.5","33757557.1","4039.2","8","36","37"
"242236","1550 S Blue Island Ave","Residential","1936-04-01","60608.0","IL","Campbellton","28.0","NEAR WEST SIDE","41.860607","-87.6597","(41.860607, -87.6597)","2.5","Multifamily Housing","384369","9141.8","8771463.8","10876300.1","1946.6","6.5","26","29"
"242238","535 N Michigan Ave","Residential","1900-04-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","41.92075","-87.70153","(41.92075, -87.70153)","3.5","Multifamily Housing","448591","7189.9","13307967","20758914.4","3179.6","7.1","36","37"
"242279","1100 N LAKESHORE DR","Residential","2012-04-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","41.902603","-87.625114","(41.902603, -87.625114)","4.0","Multifamily Housing","255321","3901.5","7825803.9","3110100.2","1386.6","6.1","11","37"
"242313","3150 N Lake Shore Dr","Residential","1957-04-01","60657.0","MN","Russell","6.0","LAKE VIEW","41.93904","-87.63916","(41.93904, -87.63916)","3.5","Multifamily Housing","553150","6981.5","8806026.2","31351126.7","3039.6","6.1","25","57"
"242359","1000 W Washington Blvd","Residential","1925-04-01","60607.0","IL","Cambridge","5.0","NEAR WEST SIDE","41.883343","-87.652664","(41.883343, -87.652664)","4.0","Multifamily Housing","414566","5447.7","8487510.4","5680962","1626.4","4.9","46","29"
"242510","8 E Randolph St","Residential","2017-04-01","60601.0","VA","Northgate","1.0","LOOP","41.88447","-87.627625","(41.88447, -87.627625)","1.0","Multifamily Housing","440398","1715.9","11292143.5","24059039.1","3608.8","8.8","36","38"
"242586","250 270 E Pearson St","Residential","1970-04-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","41.897896","-87.618805","(41.897896, -87.618805)","4.0","Multifamily Housing","734270","6847.9","16811241.5","20290709.1","3701.5","6","11","37"
"242605","850 N Dewitt Pl","Residential","2014-04-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","41.870132","-87.70168","(41.870132, -87.70168)","3.0","Multifamily Housing","280100","3162.5","3810740.1","17304593.9","1513.9","5.8","11","37"
"242638","411 W Ontario St","Residential","1907-04-01","60654.0","VA","Sale Creek","8.0","NEAR NORTH SIDE","41.808865","-87.6267","(41.808865, -87.6267)","4.0","Multifamily Housing","329554","8247.1","3184948.3","8875848.8","1023","3.9","36","37"
"242643","100 E 14th St","Residential","1970-04-01","60605.0","IL","Leesburg","27.0","EAST GARFIELD PARK","41.864494","-87.623695","(41.864494, -87.623695)","4.0","Multifamily Housing","645473","4189.6","11721374.2","9670043.1","2343","4.3","9","34"
"242655","10 E Delaware Pl","Residential","2014-04-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","41.886215","-87.6182","(41.886215, -87.6182)","3.5","Multifamily Housing","449653","3472.2","11188067.2","13141857.6","2444.1","6.6","36","37"
"242661","2921 S MICHIGAN AVE","Residential","1957-04-01","60616.0","IL","Big Foot Prairie","35.0","DOUGLAS","41.84171","-87.622826","(41.84171, -87.622826)","31","Multifamily Housing","67133","2278.5","1315643.3","6102134.8","566.6","8.4","10","1"
"242732","451 W HURON ST","Residential","2014-04-01","60654.0","VA","Sale Creek","8.0","NEAR NORTH SIDE","42.01036","-87.6683","(42.01036, -87.6683)","4.0","Multifamily Housing","232300","8704.5","3890905","7202622.5","989.8","4.5","36","37"
"243057","6157 N Sheridan Rd","Residential","2014-04-01","60660.0","IL","Northgate","77.0","EDGEWATER","41.883194","-87.628685","(41.883194, -87.628685)","1.0","Multifamily Housing","322050","3213.9","5819274.8","25374641.2","2256","7.6","16","76"
"243071","1620 S Michigan Ave","Residential","1936-04-01","60616.0","IL","Big Foot Prairie","33.0","NEAR SOUTH SIDE","41.859463","-87.6243","(41.859463, -87.6243)","0.0","Multifamily Housing","306737","9652.7","7960498.0","14247000","3241.1","82.1","9","34"
"243190","2 E Erie St","Residential","1966-04-01","60611.0","VA","Northgate","27.0","EAST GARFIELD PARK","41.89435","-87.62772","(41.89435, -87.62772)","1.0","Multifamily Housing","498623","1571.6","13870565.1","18787765.2","42902.2","42.4","36","37"
"243246","1255 N Sandburg Ter","Residential","2012-04-01","60610.0","VA","Ebony","8.0","NEAR NORTH SIDE","41.905403","-87.63189","(41.905403, -87.63189)","1.0","Multifamily Housing","383216","4795.6","7917389.3","28190536.8","2733","8.7","11","37"
"243345","6301 N Sheridan Rd","Residential","1914-04-01","60660.0","IL","Northgate","77.0","EDGEWATER","41.92075","-87.70153","(41.92075, -87.70153)","4.0","Multifamily Housing","518308","853.5","5314569.3","32060141.2","2532.3","5.7","16","76"
"243527","445 E North Water St","Residential","2017-04-01","60611.0","VA","Northgate","55.0","NEAR NORTH SIDE","41.88925","-87.615944","(41.88925, -87.615944)","2.5","Multifamily Housing","1135720","6369.5","25481399.4","22416384.5","5167.5","6.2","36","37"
"243596","4250 N Marine Dr","Residential","1936-04-01","60613.0","VA","Ebony","3.0","UPTOWN","41.9603","-87.64752","(41.9603, -87.64752)","2.0","Multifamily Housing","1256710","5542.2","19594345","79372703.7","7273.9","6.5","39","31"
"243683","3950 N Lake Shore Dr","Residential","2014-04-01","60613.0","VA","Ebony","6.0","LAKE VIEW","41.876457","-87.62486","(41.876457, -87.62486)","2.0","Multifamily Housing","802292","5640.1","15690800.3","60255014.1","5649.3","7.6","39","57"
"243690","400 E Randolph St","Residential","2017-04-01","60601.0","VA","Northgate","13.0","LOOP","41.88485","-87.6165","(41.88485, -87.6165)","4.0","Multifamily Housing","1361500","2874.9","21353803.9","61522782.3","6600.4","5.9","36","38"
"243692","5445 N Sheridan Rd","Residential","1921-04-01","60640.0","IL","Northchase","77.0","EDGEWATER","41.981087","-87.65453","(41.981087, -87.65453)","1.0","Multifamily Housing","518310","3632.7","11082407.8","42240874.1","3973.2","9.3","16","76"
"243703","4800 S Chicago Beach Dr","Residential","1954-04-01","60615.0","VA","Crisman","39.0","KENWOOD","41.80657","-87.5867","(41.80657, -87.5867)","3.0","Multifamily Housing","842012","6340.8","8757628","65024082.1","4820.5","6.3","10","5"
"243714","6166 N SHERIDAN RD","Residential","1954-04-01","60660.0","IL","Northgate","77.0","EDGEWATER","41.994316","-87.656","(41.994316, -87.656)","2.0","Multifamily Housing","194910","6000.8","3446461.5","14505485.6","1308.3","6.7","16","76"
"243745","1749 N Wells St","Residential","1954-04-01","60614.0","VA","Leesburg","7.0","LINCOLN PARK","41.9142","-87.634766","(41.9142, -87.634766)","4.0","Multifamily Housing","330096","5963.6","4276198.3","19152019.3","1684.6","5.2","34","68"
"243773","680 N Lake Shore Dr","Residential","1970-04-01","60611.0","VA","Northgate","28.0","NEAR WEST SIDE","41.89466","-87.61676","(41.89466, -87.61676)","4.0","Multifamily Housing","1945838","9004.8","38480091.6","52107310","8773.2","5.3","36","37"
"243916","2930 N SHERIDAN RD","Residential","1958-04-01","60657.0","MN","Russell","6.0","LAKE VIEW","41.935238","-87.639725","(41.935238, -87.639725)","2.5","Multifamily Housing","242000","13893","5801669.3","15624235.8","1795.1","7.4","25","57"
"243920","1030 N State St","Residential","1954-04-01","60610.0","VA","Ebony","8.0","NEAR NORTH SIDE","41.901592","-87.62891","(41.901592, -87.62891)","3.0","Multifamily Housing","903456","6929.7","21242248.8","38766078.4","5374.3","7.1","11","37"
"243929","195 N Harbor Dr","Residential","1914-04-01","60601.0","VA","Northgate","32.0","LOOP","41.991196","-87.81565","(41.991196, -87.81565)","4.0","Multifamily Housing","1122828","6851.9","13369574","29138399.9","3634.3","3.6","36","38"
"244017","405 N Wabash Ave","Residential","1921-04-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","41.88888","-87.62644","(41.88888, -87.62644)","1.5","Multifamily Housing","892791","9931.5","19380259","47784271.6","5562.7","7.6","36","37"
"244099","401 N Wabash Ave","Commercial","2014-04-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","41.88321","-87.65877","(41.88321, -87.65877)","3.0","Mixed Use Property","2612396","4156.1","106529175.2","17690999.8","17565.6","8.3","36","37"
"244102","800 S Wells St","Commercial","2017-04-01","60607.0","IL","Cambridge","32.0","LOOP","41.871418","-87.634224","(41.871418, -87.634224)","15","Multifamily Housing","991722","7212.5","24537476.5","25936663.6","5900.4","5.9","26","38"
"244200","1250 S Michigan Ave","Residential","1917-04-01","60605.0","IL","Leesburg","33.0","NEAR SOUTH SIDE","41.89029","-87.61816","(41.89029, -87.61816)","3.5","Multifamily Housing","441181","9891.8","11810740.5","14165958.4","2595.7","6.4","9","34"
"244318","210 S Des Plaines St","Residential","1969-04-01","60661.0","KY","Moorland","49.0","NEAR WEST SIDE","41.878944","-87.644455","(41.878944, -87.644455)","1.0","Multifamily Housing","353135","9758.4","8998699.6","18600712.2","2392.4","10.1","36","29"
"244387","420 E Waterside Dr","Residential","1925-04-01","60601.0","VA","Northgate","6.0","LOOP","41.887188","-87.616264","(41.887188, -87.616264)","2.5","Multifamily Housing","640423","3584.1","12501609.2","23022600.4","3174","7","36","38"
"244426","125 S Jefferson St","Residential","1966-04-01","60661.0","KY","Moorland","32.0","LOOP","41.879932","-87.64207","(41.879932, -87.64207)","4.0","Multifamily Housing","468371","8236.1","8819860","13120844.9","2073.4","5","36","29"
"244449","30 40 E Huron St","Residential","1957-04-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","41.895493","-87.62634","(41.895493, -87.62634)","1.0","Multifamily Housing","633938","7367.1","28390793.4","16686453.5","5317.2","9.6","36","37"
"244503","5000 S East End Ave","Residential","1996-04-01","60615.0","VA","Crisman","39.0","KENWOOD","41.780464","-87.60531","(41.780464, -87.60531)","3.0","Multifamily Housing","260297","7105.4","2633310","18140642.2","1374.5","5.9","33","5"
"244523","933 W Van Buren St","Residential","1985-04-01","60607.0","IL","Cambridge","28.0","NEAR WEST SIDE","41.87626","-87.651054","(41.87626, -87.651054)","3.5","Multifamily Housing","340015","3914.1","6491637.2","10539584.9","1573","5.2","26","29"
"244550","2650 N Lakeview Ave","Residential","1936-04-01","60614.0","VA","Leesburg","7.0","LINCOLN PARK","41.930706","-87.640434","(41.930706, -87.640434)","2.0","Multifamily Housing","540000","9183.2","12636106.5","30639339.9","3599.5","7.6","34","68"
"244613","240 E Illinois St","Residential","1957-04-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","41.8914","-87.6208","(41.8914, -87.6208)","4.0","Multifamily Housing","819946","3529.7","18128454.4","42229277.5","5072.3","8.6","36","37"
"244747","201 N Westshore Dr","Residential","1914-04-01","60601.0","VA","Northgate","32.0","LOOP","41.845505","-87.630554","(41.845505, -87.630554)","3.0","Multifamily Housing","434100","8639.1","9047089.1","18188518","2378.1","7.4","36","38"
"244758","1636 N Wells St","Residential","1925-04-01","60614.0","VA","Leesburg","23.0","LINCOLN PARK","41.912273","-87.63549","(41.912273, -87.63549)","2.0","Multifamily Housing","437588","6419.0","9632110.1","21602540.1","2650.7","7.5","11","68"
"244791","450 E Waterside Dr","Residential","1936-04-01","60601.0","VA","Northgate","32.0","LOOP","41.88716","-87.615364","(41.88716, -87.615364)","4.0","Multifamily Housing","572886","509.0","7964820.7","24370678.8","2537.5","6","36","38"
"244817","1221 N DEARBORN ST","Residential","1954-04-01","60610.0","VA","Ebony","8.0","NEAR NORTH SIDE","41.904686","-87.62961","(41.904686, -87.62961)","4.0","Multifamily Housing","267485","1869.9","6279277.3","3174649.3","1148.6","5.3","11","37"
"244826","5415 N Sheridan Rd","Residential","1925-04-01","60640.0","IL","Northchase","22.0","EDGEWATER","41.9803","-87.65446","(41.9803, -87.65446)","2.5","Multifamily Housing","990049","7370.3","18700980.5","50695097.9","5611.3","6.5","16","76"
"250002","2800 S Western Ave","Municipal","1921-04-01","60608.0","IL","Campbellton","31.0","LOWER WEST SIDE","41.840996","-87.68628","(41.840996, -87.68628)","3.0","College/University","349767","7386.8","5953791.6","6971400","1299.5","7.4","26","33"
"250004","6301 S Halsted Ave","Municipal","1925-04-01","60621.0","FL","Northchase","58.0","ENGLEWOOD","41.7797","-87.64475","(41.7797, -87.64475)","1.0","College/University","741244","6995.7","30403813","51194702","7464.3","15","4","66"
"250014","2949 E 131st St","Municipal","1969-04-01","60633.0","VA","Crisman","32.0","HEGEWISCH","41.657314","-87.55272","(41.657314, -87.55272)","2.0","Other - Recreation","51273","2816.5","1186154.5","2994167","344.2","6.7","47","52"
"250016","1230 W Greenleaf Ave","Municipal","1914-04-01","60626.0","IL","Rockbridge","1.0","ROGERS PARK","41.87827","-87.64809","(41.87827, -87.64809)","1.0","Other - Recreation","75220","4899.5","510573.4","20902045.1","1189.9","21.2","5","10"
"250018","1401 S Sacramento Dr","Municipal","1957-04-01","60623.0","IL","Big Foot Prairie","29.0","NORTH LAWNDALE","41.862392","-87.699745","(41.862392, -87.699745)","3.0","Other - Recreation","69619","9851.9","1549213.9","1163845.3","303.6","5.3","14","30"
"250022","1312 S Racine Ave","Municipal","1957-04-01","60608.0","IL","Campbellton","28.0","NEAR WEST SIDE","41.86475","-87.657425","(41.86475, -87.657425)","1.0","Other - Recreation","89780","7137.3","4528908.5","12003999.5","1344.4","22.2","26","29"
"250023","1333 N Laramie Ave","Municipal","1957-04-01","60651.0","VA","Leesburg","25.0","AUSTIN","41.904987","-87.75511","(41.904987, -87.75511)","3.0","Other - Recreation","66455","5007.6","15177.7","5948784.2","318.3","4.9","45","26"
"250027","300 N Central Park Ave","Municipal","1969-04-01","60624.0","OH","Northgate","28.0","EAST GARFIELD PARK","41.88626","-87.717964","(41.88626, -87.717964)","0.0","Other","299207","8524.7","9933480.1","7503162.0","16182.9","47.6","23","28"
"250029","5531 S Martin Luther King Dr","Municipal","1996-04-01","60637.0","IL","Whitmore Village","40.0","WASHINGTON PARK","41.947426","-87.642685","(41.947426, -87.642685)","85","Museum","122439","8332.6","11285030","17774910","3211","26.2","4","7"
"250032","3843 N California Ave","Municipal","1969-04-01","60618.0","IL","Crisman","38.0","IRVING PARK","41.95106","-87.698166","(41.95106, -87.698166)","1.0","Other - Recreation","157284","1348.3","7266963.3","9341090.3","1630.3","15.1","20","16"
"250033","7059 S South Shore Dr","Municipal","1969-04-01","60649.0","VA","Cambridge","22.0","SOUTH SHORE","41.766552","-87.56527","(41.766552, -87.56527)","0.0","Other - Recreation","258659","9333.8","6185726.2","7959586.0","33204.9","8.5","33","39"
"250035","231 N Pine Ave","Municipal","1970-04-01","60644.0","IL","Crisman","32.0","LOOP","41.88456","-87.762184","(41.88456, -87.762184)","4.0","K-12 School","397258","7324.3","5108821.7","18331918.7","1771","4.5","45","26"
"250038","250 E 111th St","Municipal","1970-04-01","60628.0","IL","Big Foot Prairie","8.0","NEAR NORTH SIDE","41.69388","-87.61699","(41.69388, -87.61699)","3.5","K-12 School","264710","73.2","7058822.9","12002910","1739.2","6.6","43","45"
"250039","801 E 133rd Pl","Municipal","1996-04-01","60827.0","IN","Cambridge","54.0","RIVERDALE","41.895477","-87.660355","(41.895477, -87.660355)","2.0","K-12 School","144504","9015.8","2685268","14010529.7","1163.3","8","43","51"
"250042","2245 W Jackson Blvd","Municipal","2012-04-01","60612.0","IL","Northchase","28.0","NEAR WEST SIDE","41.876877","-87.68324","(41.876877, -87.68324)","3.5","K-12 School","419415","5702.5","10662923","18241399.2","2633","6.3","46","29"
"250047","10330 S Elizabeth St","Municipal","1969-04-01","60643.0","CO","Crisman","25.0","WASHINGTON HEIGHTS","41.705353","-87.65466","(41.705353, -87.65466)","1.0","K-12 School","266404","6247.1","15546702.8","19107812.3","3441.3","12.9","22","72"
"250048","6325 W 56th St","Municipal","1957-04-01","60638.0","FL","Cambridge","56.0","GARFIELD RIDGE","41.790203","-87.77942","(41.790203, -87.77942)","2.5","K-12 School","233791","3799.3","7022779","17709129.6","2036.7","8.7","15","53"
"250049","730 N Pulaski Rd","Municipal","1914-04-01","60624.0","OH","Northgate","23.0","HUMBOLDT PARK","41.93904","-87.63916","(41.93904, -87.63916)","2.0","K-12 School","303310","7010.9","16370649.5","6627510.1","2907","9.6","45","24"
"250050","244 E Pershing Rd","Municipal","1996-04-01","60653.0","VA","Cambridge","35.0","DOUGLAS","41.883114","-87.64488","(41.883114, -87.64488)","4.0","K-12 School","287721","6214.0","3444002.9","10467359.9","1093.5","3.8","9","1"
"250051","8235 S Vincennes Ave","Municipal","1954-04-01","60620.0","IL","Leesburg","44.0","CHATHAM","41.744236","-87.635864","(41.744236, -87.635864)","1.0","K-12 School","210316","4966.7","10676782.8","15910060.6","2511.4","11.9","13","40"
"250052","3030 N Mobile Ave","Municipal","1996-04-01","60634.0","TN","Sale Creek","19.0","BELMONT CRAGIN","41.895477","-87.660355","(41.895477, -87.660355)","4.0","K-12 School","398320","4228.2","5563635.7","15502138.5","1691.7","4.2","44","19"
"250057","641 W 63rd St","Municipal","1914-04-01","60621.0","FL","Northchase","68.0","ENGLEWOOD","41.906868","-87.73218","(41.906868, -87.73218)","3.0","Outpatient Rehabilitation/Physical Therapy","54189","2749.4","2394744.8","3185042","542.9","10","4","66"
"250061","9525 S Halsted St","Municipal","1957-04-01","60628.0","IL","Big Foot Prairie","73.0","WASHINGTON HEIGHTS","41.721027","-87.6431","(41.721027, -87.6431)","1.0","Library","65000","2903.2","5940568.6","1781486.9","1021.8","15.7","13","72"
"250067","1609 W Chicago Ave","Municipal","1936-04-01","60622.0","IL","Leesburg","24.0","WEST TOWN","41.89604","-87.66779","(41.89604, -87.66779)","3.5","Office","160280","5947.8","8755592","3824434.7","1569.6","9.8","41","25"
"250068","1300 W Jackson Blvd","Municipal","2017-04-01","60607.0","IL","Cambridge","50.0","NEAR WEST SIDE","41.87842","-87.660576","(41.87842, -87.660576)","1.0","Adult Education","180000","8841.6","12867484.5","14822056.9","2795.5","15.5","46","29"
"250071","900 N Hudson","Municipal","1900-04-01","60610.0","VA","Ebony","8.0","NEAR NORTH SIDE","42.006603","-87.66729","(42.006603, -87.66729)","4.0","Multifamily Housing","744162","6468.3","3318342.8","378860","538","0.7","46","37"
"250072","3939 - 3983 S Lake Park Ave","Municipal","1925-04-01","60653.0","VA","Cambridge","28.0","OAKLAND","41.82392","-87.602684","(41.82392, -87.602684)","4.0","Multifamily Housing","291997","2103.8","2682350.1","28517561.6","1933.3","6.6","10","2"
"250074","2530 S Washtenaw Ave","Municipal","1925-04-01","60608.0","IL","Campbellton","33.0","SOUTH LAWNDALE","41.846054","-87.69305","(41.846054, -87.69305)","1.0","Multifamily Housing","99462","5888.0","2884590.1","11999570.3","1087.6","10.9","14","32"
"250075","200 W 95th St","Municipal","1957-04-01","60628.0","IL","Big Foot Prairie","49.0","ROSELAND","41.72175","-87.62886","(41.72175, -87.62886)","1.0","Multifamily Housing","114868","4860.6","1786861.8","98870771.9","5530.4","48.1","13","45"
"250077","3770 S Wentworth Ave","Municipal","1996-04-01","60609.0","OK","Snake Creek","34.0","ARMOUR SQUARE","41.991196","-87.81565","(41.991196, -87.81565)","4.0","Multifamily Housing","838253","4690.5","10218531","29373359.2","3155","3.8","9","35"
"250078","1815 W Monroe St","Municipal","1900-04-01","60612.0","IL","Northchase","28.0","NEAR WEST SIDE","41.96422","-87.66098","(41.96422, -87.66098)","8","Multifamily Housing","483032","3472.8","3202998","6132649","918","1.9","46","29"
"250081","150 S Campbell Ave","Municipal","2012-04-01","60612.0","IL","Northchase","28.0","NEAR WEST SIDE","41.878876","-87.689545","(41.878876, -87.689545)","3.5","Multifamily Housing","101482","679.7","1768843.8","7889079.2","695.1","6.9","46","29"
"250082","3120 3250 S Wentworth Ave","Municipal","1996-04-01","60616.0","IL","Big Foot Prairie","34.0","ARMOUR SQUARE","41.71459","-87.68148","(41.71459, -87.68148)","3.5","Multifamily Housing","313167","5927.5","3910598.9","28119790.5","2103.9","6.7","48","35"
"250087","3916 W Washington","Municipal","1900-04-01","60624.0","OH","Northgate","26.0","WEST GARFIELD PARK","41.82021","-87.612465","(41.82021, -87.612465)","2.0","Multifamily Housing","94952","3630.7","5532907","4798730.1","1118.4","11.8","23","27"
"250088","1750 W Peterson Ave","Municipal","1957-04-01","60660.0","IL","Northgate","77.0","EDGEWATER","41.99126","-87.67384","(41.99126, -87.67384)","3.0","Multifamily Housing","111293","8171.9","2636312.6","8996829.8","889.3","8","24","76"
"250090","3700 W Congress Pkwy","Municipal","1900-04-01","60624.0","OH","Northgate","27.0","EAST GARFIELD PARK","41.886078","-87.63304","(41.886078, -87.63304)","4.0","Multifamily Housing","117963","3980.6","1966717.7","8437819.9","755.1","6.4","23","28"
"250092","5821 N Broadway St","Municipal","1921-04-01","60660.0","IL","Northgate","77.0","EDGEWATER","41.987633","-87.65981","(41.987633, -87.65981)","4.0","Multifamily Housing","173733","577.2","3365388.7","8744079.9","989.7","5.7","16","76"
"250093","740 E 43rd St","Municipal","1970-04-01","60653.0","VA","Cambridge","8.0","NEAR NORTH SIDE","41.81743","-87.60783","(41.81743, -87.60783)","4.0","Multifamily Housing","248472","1090.0","5099100.9","17035610.5","1700.7","6.8","10","4"
"250095","6360 S Minerva Ave","Municipal","1966-04-01","60637.0","IL","Whitmore Village","22.0","LOGAN SQUARE","41.77908","-87.5967","(41.77908, -87.5967)","4.0","Multifamily Housing","100911","4867.7","2112867.3","7345970.2","719.9","7.1","4","9"
"250098","3245 S Prairie Ave","Municipal","1925-04-01","60616.0","IL","Big Foot Prairie","32.0","DOUGLAS","41.835358","-87.620224","(41.835358, -87.620224)","3.5","Multifamily Housing","312210","5765.5","5122968","19458551.6","1833.1","5.9","9","1"
"250102","2111 N Halsted St","Municipal","1925-04-01","60614.0","VA","Leesburg","7.0","LINCOLN PARK","41.92027","-87.64782","(41.92027, -87.64782)","4.0","Multifamily Housing","133953","1041.8","1711315.9","7288519.9","654.2","5.3","34","68"
"250106","4945 S Cottage Grove Ave","Municipal","1900-04-01","60615.0","VA","Crisman","39.0","KENWOOD","41.89217","-87.63413","(41.89217, -87.63413)","4.0","Multifamily Housing","67320","6792.3","1370197.8","5858369.9","525","7.8","10","5"
"250107","655 W 65th St","Municipal","1966-04-01","60621.0","FL","Northchase","50.0","PULLMAN","41.775497","-87.64186","(41.775497, -87.64186)","4.0","Multifamily Housing","158732","4723.7","3347578.1","7914480.5","942.8","5.9","4","66"
"250108","6401 S Yale Ave","Municipal","1921-04-01","60621.0","FL","Northchase","68.0","ENGLEWOOD","41.777767","-87.631355","(41.777767, -87.631355)","4.0","Multifamily Housing","150136","5147.3","3346772.8","9734000.1","1039.3","6.9","4","66"
"250109","4227 S Oakenwald Ave","Municipal","1970-04-01","60653.0","VA","Cambridge","32.0","LOOP","41.817524","-87.59734","(41.817524, -87.59734)","2.0","Multifamily Housing","102424","6691.7","2061363.2","9531989.6","828","8.1","10","2"
"250112","1447 S Ashland Ave","Municipal","2014-04-01","60608.0","IL","Campbellton","28.0","NEAR WEST SIDE","41.97223","-87.6646","(41.97223, -87.6646)","3.0","Multifamily Housing","65291","8630.7","1375725.2","7626540","619.8","9.6","23","29"
"250115","121 N LaSalle St","Municipal","1969-04-01","60602.0","IL","Big Foot Prairie","22.0","LOOP","41.883854","-87.63168","(41.883854, -87.63168)","2.5","Office","411500","9817.3","23034484.3","36753220.5","5547.1","13.5","36","38"
"250118","1044 N Francisco Ave","Commercial","1914-04-01","60622.0","IL","Leesburg","24.0","WEST TOWN","41.96422","-87.66098","(41.96422, -87.66098)","2.5","Hospital (General Medical & Surgical)","312898","7324.7","34488939.2","28632579.5","6903.5","22.1","49","25"
"250120","1401 S California Ave","Commercial","1996-04-01","60608.0","IL","Campbellton","29.0","NORTH LAWNDALE","42.01036","-87.6683","(42.01036, -87.6683)","4.0","Hospital (General Medical & Surgical)","177380","3658.7","9207447.4","5359001.3","1721.6","9.7","23","30"
"250129","300 N LaSalle St","Commercial","1907-04-01","60654.0","VA","Sale Creek","8.0","NEAR NORTH SIDE","41.845505","-87.630554","(41.845505, -87.630554)","4.0","Office","1587805","4541.1","68420872.1","3463981.1","10862.4","7.2","36","37"
"250132","4520 S Damen Ave","Commercial","1921-04-01","60609.0","OK","Snake Creek","61.0","NEW CITY","41.809395","-87.675","(41.809395, -87.675)","3.5","Retail Store","52875","9727.8","1800232.7","1911341.8","382.5","7.2","1","59"
"250134","231 S LaSalle St","Commercial","1957-04-01","60604.0","NC","Northchase","32.0","LOOP","41.87868","-87.63229","(41.87868, -87.63229)","4.0","Office","1178147","3662.1","33974897.5","21658142.1","7877.2","6.7","36","38"
"250137","75 E Wacker Dr","Residential","1900-04-01","60601.0","VA","Northgate","32.0","LOOP","41.885853","-87.77478","(41.885853, -87.77478)","4.0","Hotel","178845","1935.8","5391815.7","5283899.9","1122.2","6.3","36","38"
"250139","555 W Harrison St","Commercial","1996-04-01","60607.0","IL","Cambridge","28.0","NEAR WEST SIDE","41.886215","-87.6182","(41.886215, -87.6182)","4.0","Courthouse","187268","9667.4","7493403.6","5987769.9","1487.5","7.9","26","29"
"250140","177 N State St","Commercial","2014-04-01","60601.0","VA","Northgate","32.0","LOOP","41.906868","-87.73218","(41.906868, -87.73218)","2.0","Office","53053","8686.9","6663632.4","49931.2","1042.6","19.7","36","38"
"250141","180 N Wacker Dr","Commercial","1900-04-01","60606.0","IL","Crisman","32.0","LOOP","41.87827","-87.64809","(41.87827, -87.64809)","77","Office","70909","6883.0","7512548","2100953.7","1509","21.3","36","38"
"250142","850 W Jackson Blvd","Commercial","2012-04-01","60607.0","IL","Cambridge","28.0","NEAR WEST SIDE","41.878166","-87.649254","(41.878166, -87.649254)","2.5","Office","106056","5448.7","9902473.6","227847.0","1545.5","14.6","26","29"
